1.535.128.731;[sample number];[timestamp per row];[timestamp from unix to excel friendly with timezone offset];[second];[binomial];[label];;FECHA Y HORA INICIAL;;
4;;;;;;;;11:38:51;;
4.352.210;349;1535128818,25;11:40:18,25;87,25;0;nonseizure;;;;
4.345.806;350;1535128818,50;11:40:18,50;87,5;0;nonseizure;;;;
4.335.559;351;1535128818,75;11:40:18,75;87,75;0;nonseizure;;;;
4.315.067;352;1535128819,00;11:40:19,00;88;0;nonseizure;;;;
4.327.875;353;1535128819,25;11:40:19,25;88,25;0;nonseizure;;;;
4.397.038;354;1535128819,50;11:40:19,50;88,5;0;nonseizure;;;;
4.518.713;355;1535128819,75;11:40:19,75;88,75;0;nonseizure;;;;
4.678.812;356;1535128820,00;11:40:20,00;89;0;nonseizure;;;;
4.838.911;357;1535128820,25;11:40:20,25;89,25;0;nonseizure;;;;
4.960.586;358;1535128820,50;11:40:20,50;89,5;0;nonseizure;;;;
5.059.855;359;1535128820,75;11:40:20,75;89,75;0;nonseizure;;;;
5.062.417;360;1535128821,00;11:40:21,00;90;0;nonseizure;;;;
5.017.589;361;1535128821,25;11:40:21,25;90,25;0;nonseizure;;;;
4.961.234;362;1535128821,50;11:40:21,50;90,5;0;nonseizure;;;;
4.899.756;363;1535128821,75;11:40:21,75;90,75;0;nonseizure;;;;
4.830.593;364;1535128822,00;11:40:22,00;91;0;nonseizure;;;;
4.780.643;365;1535128822,25;11:40:22,25;91,25;0;nonseizure;;;;
4.733.253;366;1535128822,50;11:40:22,50;91,5;0;nonseizure;;;;
4.692.268;367;1535128822,75;11:40:22,75;91,75;0;nonseizure;;;;
4.655.125;368;1535128823,00;11:40:23,00;92;0;nonseizure;;;;
4.628.228;369;1535128823,25;11:40:23,25;92,25;0;nonseizure;;;;
4.603.893;370;1535128823,50;11:40:23,50;92,5;0;nonseizure;;;;
4.578.278;371;1535128823,75;11:40:23,75;92,75;0;nonseizure;;;;
4.565.470;372;1535128824,00;11:40:24,00;93;0;nonseizure;;;;
4.578.278;373;1535128824,25;11:40:24,25;93,25;0;nonseizure;;;;
4.643.598;374;1535128824,50;11:40:24,50;93,5;0;nonseizure;;;;
4.788.327;375;1535128824,75;11:40:24,75;93,75;0;nonseizure;;;;
4.977.884;376;1535128825,00;11:40:25,00;94;0;nonseizure;;;;
5.146.949;377;1535128825,25;11:40:25,25;94,25;0;nonseizure;;;;
5.223.796;378;1535128825,50;11:40:25,50;94,5;0;nonseizure;;;;
5.243.008;379;1535128825,75;11:40:25,75;94,75;0;nonseizure;;;;
5.218.673;380;1535128826,00;11:40:26,00;95;0;nonseizure;;;;
5.163.599;381;1535128826,25;11:40:26,25;95,25;0;nonseizure;;;;
5.109.806;382;1535128826,50;11:40:26,50;95,5;0;nonseizure;;;;
5.058.574;383;1535128826,75;11:40:26,75;95,75;0;nonseizure;;;;
5.058.574;384;1535128827,00;11:40:27,00;96;0;nonseizure;;;;
5.064.978;385;1535128827,25;11:40:27,25;96,25;0;nonseizure;;;;
5.103.402;386;1535128827,50;11:40:27,50;96,5;0;nonseizure;;;;
5.249.412;387;1535128827,75;11:40:27,75;96,75;0;nonseizure;;;;
5.474.831;388;1535128828,00;11:40:28,00;97;0;nonseizure;;;;
5.748.604;389;1535128828,25;11:40:28,25;97,25;0;nonseizure;;;;
5.894.614;390;1535128828,50;11:40:28,50;97,5;0;nonseizure;;;;
5.930.476;391;1535128828,75;11:40:28,75;97,75;0;nonseizure;;;;
5.928.753;392;1535128829,00;11:40:29,00;98;0;nonseizure;;;;
5.853.186;393;1535128829,25;11:40:29,25;98,25;0;nonseizure;;;;
5.743.038;394;1535128829,50;11:40:29,50;98,5;0;nonseizure;;;;
5.597.028;395;1535128829,75;11:40:29,75;98,75;0;nonseizure;;;;
5.356.239;396;1535128830,00;11:40:30,00;99;0;nonseizure;;;;
5.210.671;397;1535128830,25;11:40:30,25;99,25;0;nonseizure;;;;
5.251.657;398;1535128830,50;11:40:30,50;99,5;0;nonseizure;;;;
5.210.671;399;1535128830,75;11:40:30,75;99,75;0;nonseizure;;;;
5.179.933;400;1535128831,00;11:40:31,00;100;0;nonseizure;;;;
5.153.036;401;1535128831,25;11:40:31,25;100,25;0;nonseizure;;;;
5.144.070;402;1535128831,50;11:40:31,50;100,5;0;nonseizure;;;;
5.115.893;403;1535128831,75;11:40:31,75;100,75;0;nonseizure;;;;
5.088.996;404;1535128832,00;11:40:32,00;101;0;nonseizure;;;;
5.112.051;405;1535128832,25;11:40:32,25;101,25;0;nonseizure;;;;
5.277.273;406;1535128832,50;11:40:32,50;101,5;0;nonseizure;;;;
5.538.554;407;1535128832,75;11:40:32,75;101,75;0;nonseizure;;;;
5.715.303;408;1535128833,00;11:40:33,00;102;0;nonseizure;;;;
5.542.397;409;1535128833,25;11:40:33,25;102,25;0;nonseizure;;;;
5.159.440;410;1535128833,50;11:40:33,50;102,5;0;nonseizure;;;;
5.197.864;411;1535128833,75;11:40:33,75;102,75;0;nonseizure;;;;
5.050.572;412;1535128834,00;11:40:34,00;103;0;nonseizure;;;;
4.957.075;413;1535128834,25;11:40:34,25;103,25;0;nonseizure;;;;
4.858.454;414;1535128834,50;11:40:34,50;103,5;0;nonseizure;;;;
4.794.731;415;1535128834,75;11:40:34,75;103,75;0;nonseizure;;;;
5.394.142;416;1535128835,00;11:40:35,00;104;0;nonseizure;;;;
5.590.103;417;1535128835,25;11:40:35,25;104,25;0;nonseizure;;;;
6.016.289;418;1535128835,50;11:40:35,50;104,5;0;nonseizure;;;;
6.026.093;419;1535128835,75;11:40:35,75;104,75;0;nonseizure;;;;
5.927.472;420;1535128836,00;11:40:36,00;105;0;nonseizure;;;;
5.807.077;421;1535128836,25;11:40:36,25;105,25;0;nonseizure;;;;
5.663.629;422;1535128836,50;11:40:36,50;105,5;0;nonseizure;;;;
5.525.303;423;1535128836,75;11:40:36,75;105,75;0;nonseizure;;;;
5.407.471;424;1535128837,00;11:40:37,00;106;0;nonseizure;;;;
5.318.258;425;1535128837,25;11:40:37,25;106,25;0;nonseizure;;;;
5.249.095;426;1535128837,50;11:40:37,50;106,5;0;nonseizure;;;;
5.174.809;427;1535128837,75;11:40:37,75;106,75;0;nonseizure;;;;
5.113.331;428;1535128838,00;11:40:38,00;107;0;nonseizure;;;;
5.046.730;429;1535128838,25;11:40:38,25;107,25;0;nonseizure;;;;
4.995.499;430;1535128838,50;11:40:38,50;107,5;0;nonseizure;;;;
4.949.390;431;1535128838,75;11:40:38,75;107,75;0;nonseizure;;;;
4.937.863;432;1535128839,00;11:40:39,00;108;0;nonseizure;;;;
4.918.968;433;1535128839,25;11:40:39,25;108,25;0;nonseizure;;;;
4.897.194;434;1535128839,50;11:40:39,50;108,5;0;nonseizure;;;;
4.858.771;435;1535128839,75;11:40:39,75;108,75;0;nonseizure;;;;
4.824.189;436;1535128840,00;11:40:40,00;109;0;nonseizure;;;;
4.779.362;437;1535128840,25;11:40:40,25;109,25;0;nonseizure;;;;
4.738.376;438;1535128840,50;11:40:40,50;109,5;0;nonseizure;;;;
4.703.795;439;1535128840,75;11:40:40,75;109,75;0;nonseizure;;;;
4.674.337;440;1535128841,00;11:40:41,00;110;0;nonseizure;;;;
4.639.755;441;1535128841,25;11:40:41,25;110,25;0;nonseizure;;;;
4.615.420;442;1535128841,50;11:40:41,50;110,5;0;nonseizure;;;;
4.585.962;443;1535128841,75;11:40:41,75;110,75;0;nonseizure;;;;
4.561.627;444;1535128842,00;11:40:42,00;111;0;nonseizure;;;;
4.532.169;445;1535128842,25;11:40:42,25;111,25;0;nonseizure;;;;
4.507.834;446;1535128842,50;11:40:42,50;111,5;0;nonseizure;;;;
4.483.499;447;1535128842,75;11:40:42,75;111,75;0;nonseizure;;;;
4.461.725;448;1535128843,00;11:40:43,00;112;0;nonseizure;;;;
4.446.356;449;1535128843,25;11:40:43,25;112,25;0;nonseizure;;;;
4.427.144;450;1535128843,50;11:40:43,50;112,5;0;nonseizure;;;;
4.459.796;451;1535128843,75;11:40:43,75;112,75;0;nonseizure;;;;
4.559.698;452;1535128844,00;11:40:44,00;113;0;nonseizure;;;;
4.713.393;453;1535128844,25;11:40:44,25;113,25;0;nonseizure;;;;
4.846.595;454;1535128844,50;11:40:44,50;113,5;0;nonseizure;;;;
4.929.847;455;1535128844,75;11:40:44,75;113,75;0;nonseizure;;;;
4.937.531;456;1535128845,00;11:40:45,00;114;0;nonseizure;;;;
4.929.214;457;1535128845,25;11:40:45,25;114,25;0;nonseizure;;;;
4.866.456;458;1535128845,50;11:40:45,50;114,5;0;nonseizure;;;;
4.797.293;459;1535128845,75;11:40:45,75;114,75;0;nonseizure;;;;
4.729.411;460;1535128846,00;11:40:46,00;115;0;nonseizure;;;;
4.678.179;461;1535128846,25;11:40:46,25;115,25;0;nonseizure;;;;
4.642.317;462;1535128846,50;11:40:46,50;115,5;0;nonseizure;;;;
4.602.612;463;1535128846,75;11:40:46,75;115,75;0;nonseizure;;;;
4.576.997;464;1535128847,00;11:40:47,00;116;0;nonseizure;;;;
4.546.257;465;1535128847,25;11:40:47,25;116,25;0;nonseizure;;;;
4.518.080;466;1535128847,50;11:40:47,50;116,5;0;nonseizure;;;;
4.498.868;467;1535128847,75;11:40:47,75;116,75;0;nonseizure;;;;
4.468.129;468;1535128848,00;11:40:48,00;117;0;nonseizure;;;;
4.443.794;469;1535128848,25;11:40:48,25;117,25;0;nonseizure;;;;
4.430.338;470;1535128848,50;11:40:48,50;117,5;0;nonseizure;;;;
4.406.003;471;1535128848,75;11:40:48,75;117,75;0;nonseizure;;;;
4.384.230;472;1535128849,00;11:40:49,00;118;0;nonseizure;;;;
4.367.579;473;1535128849,25;11:40:49,25;118,25;0;nonseizure;;;;
4.354.771;474;1535128849,50;11:40:49,50;118,5;0;nonseizure;;;;
4.330.436;475;1535128849,75;11:40:49,75;118,75;0;nonseizure;;;;
4.329.155;476;1535128850,00;11:40:50,00;119;0;nonseizure;;;;
4.334.279;477;1535128850,25;11:40:50,25;119,25;0;nonseizure;;;;
4.361.175;478;1535128850,50;11:40:50,50;119,5;0;nonseizure;;;;
4.379.107;479;1535128850,75;11:40:50,75;119,75;0;nonseizure;;;;
4.399.599;480;1535128851,00;11:40:51,00;120;0;nonseizure;;;;
4.453.392;481;1535128851,25;11:40:51,25;120,25;0;nonseizure;;;;
4.530.240;482;1535128851,50;11:40:51,50;120,5;0;nonseizure;;;;
4.580.191;483;1535128851,75;11:40:51,75;120,75;0;nonseizure;;;;
4.612.210;484;1535128852,00;11:40:52,00;121;0;nonseizure;;;;
4.609.649;485;1535128852,25;11:40:52,25;121,25;0;nonseizure;;;;
4.591.718;486;1535128852,50;11:40:52,50;121,5;0;nonseizure;;;;
4.555.856;487;1535128852,75;11:40:52,75;121,75;0;nonseizure;;;;
4.516.151;488;1535128853,00;11:40:53,00;122;0;nonseizure;;;;
4.475.166;489;1535128853,25;11:40:53,25;122,25;0;nonseizure;;;;
4.450.830;490;1535128853,50;11:40:53,50;122,5;0;nonseizure;;;;
4.421.372;491;1535128853,75;11:40:53,75;122,75;0;nonseizure;;;;
4.398.318;492;1535128854,00;11:40:54,00;123;0;nonseizure;;;;
4.373.983;493;1535128854,25;11:40:54,25;123,25;0;nonseizure;;;;
4.357.333;494;1535128854,50;11:40:54,50;123,5;0;nonseizure;;;;
4.339.402;495;1535128854,75;11:40:54,75;123,75;0;nonseizure;;;;
4.326.594;496;1535128855,00;11:40:55,00;124;0;nonseizure;;;;
4.304.821;497;1535128855,25;11:40:55,25;124,25;0;nonseizure;;;;
4.299.697;498;1535128855,50;11:40:55,50;124,5;0;nonseizure;;;;
4.279.205;499;1535128855,75;11:40:55,75;124,75;0;nonseizure;;;;
4.270.239;500;1535128856,00;11:40:56,00;125;0;nonseizure;;;;
4.252.308;501;1535128856,25;11:40:56,25;125,25;0;nonseizure;;;;
4.248.466;502;1535128856,50;11:40:56,50;125,5;0;nonseizure;;;;
4.238.219;503;1535128856,75;11:40:56,75;125,75;0;nonseizure;;;;
4.238.219;504;1535128857,00;11:40:57,00;126;0;nonseizure;;;;
4.233.096;505;1535128857,25;11:40:57,25;126,25;0;nonseizure;;;;
4.229.254;506;1535128857,50;11:40:57,50;126,5;0;nonseizure;;;;
4.208.761;507;1535128857,75;11:40:57,75;126,75;0;nonseizure;;;;
4.199.796;508;1535128858,00;11:40:58,00;127;0;nonseizure;;;;
4.181.865;509;1535128858,25;11:40:58,25;127,25;0;nonseizure;;;;
4.165.214;510;1535128858,50;11:40:58,50;127,5;0;nonseizure;;;;
4.149.845;511;1535128858,75;11:40:58,75;127,75;0;nonseizure;;;;
4.142.160;512;1535128859,00;11:40:59,00;128;0;nonseizure;;;;
4.130.633;513;1535128859,25;11:40:59,25;128,25;0;nonseizure;;;;
4.116.544;514;1535128859,50;11:40:59,50;128,5;0;nonseizure;;;;
4.106.298;515;1535128859,75;11:40:59,75;128,75;0;nonseizure;;;;
4.090.929;516;1535128860,00;11:41:00,00;129;0;nonseizure;;;;
4.076.839;517;1535128860,25;11:41:00,25;129,25;0;nonseizure;;;;
4.070.436;518;1535128860,50;11:41:00,50;129,5;0;nonseizure;;;;
4.060.189;519;1535128860,75;11:41:00,75;129,75;0;nonseizure;;;;
4.048.662;520;1535128861,00;11:41:01,00;130;0;nonseizure;;;;
4.035.854;521;1535128861,25;11:41:01,25;130,25;0;nonseizure;;;;
4.030.731;522;1535128861,50;11:41:01,50;130,5;0;nonseizure;;;;
4.019.204;523;1535128861,75;11:41:01,75;130,75;0;nonseizure;;;;
4.010.239;524;1535128862,00;11:41:02,00;131;0;nonseizure;;;;
3.993.588;525;1535128862,25;11:41:02,25;131,25;0;nonseizure;;;;
3.988.465;526;1535128862,50;11:41:02,50;131,5;0;nonseizure;;;;
3.975.657;527;1535128862,75;11:41:02,75;131,75;0;nonseizure;;;;
3.966.691;528;1535128863,00;11:41:03,00;132;0;nonseizure;;;;
3.953.884;529;1535128863,25;11:41:03,25;132,25;0;nonseizure;;;;
3.944.918;530;1535128863,50;11:41:03,50;132,5;0;nonseizure;;;;
3.936.494;531;1535128863,75;11:41:03,75;132,75;0;nonseizure;;;;
3.928.809;532;1535128864,00;11:41:04,00;133;0;nonseizure;;;;
3.928.809;533;1535128864,25;11:41:04,25;133,25;0;nonseizure;;;;
3.910.878;534;1535128864,50;11:41:04,50;133,5;0;nonseizure;;;;
3.900.632;535;1535128864,75;11:41:04,75;133,75;0;nonseizure;;;;
3.890.385;536;1535128865,00;11:41:05,00;134;0;nonseizure;;;;
3.873.735;537;1535128865,25;11:41:05,25;134,25;0;nonseizure;;;;
3.876.297;538;1535128865,50;11:41:05,50;134,5;0;nonseizure;;;;
3.896.789;539;1535128865,75;11:41:05,75;134,75;0;nonseizure;;;;
3.941.617;540;1535128866,00;11:41:06,00;135;0;nonseizure;;;;
3.983.883;541;1535128866,25;11:41:06,25;135,25;0;nonseizure;;;;
4.017.184;542;1535128866,50;11:41:06,50;135,5;0;nonseizure;;;;
4.035.115;543;1535128866,75;11:41:06,75;135,75;0;nonseizure;;;;
4.056.888;544;1535128867,00;11:41:07,00;136;0;nonseizure;;;;
4.132.455;545;1535128867,25;11:41:07,25;136,25;0;nonseizure;;;;
4.259.254;546;1535128867,50;11:41:07,50;136,5;0;nonseizure;;;;
4.366.840;547;1535128867,75;11:41:07,75;136,75;0;nonseizure;;;;
4.436.002;548;1535128868,00;11:41:08,00;137;0;nonseizure;;;;
4.511.028;549;1535128868,25;11:41:08,25;137,25;0;nonseizure;;;;
4.509.747;550;1535128868,50;11:41:08,50;137,5;0;nonseizure;;;;
4.486.693;551;1535128868,75;11:41:08,75;137,75;0;nonseizure;;;;
4.462.358;552;1535128869,00;11:41:09,00;138;0;nonseizure;;;;
4.439.303;553;1535128869,25;11:41:09,25;138,25;0;nonseizure;;;;
4.413.688;554;1535128869,50;11:41:09,50;138,5;0;nonseizure;;;;
4.389.353;555;1535128869,75;11:41:09,75;138,75;0;nonseizure;;;;
4.366.299;556;1535128870,00;11:41:10,00;139;0;nonseizure;;;;
4.340.683;557;1535128870,25;11:41:10,25;139,25;0;nonseizure;;;;
4.318.909;558;1535128870,50;11:41:10,50;139,5;0;nonseizure;;;;
4.295.855;559;1535128870,75;11:41:10,75;139,75;0;nonseizure;;;;
4.275.362;560;1535128871,00;11:41:11,00;140;0;nonseizure;;;;
4.257.431;561;1535128871,25;11:41:11,25;140,25;0;nonseizure;;;;
4.251.027;562;1535128871,50;11:41:11,50;140,5;0;nonseizure;;;;
4.238.219;563;1535128871,75;11:41:11,75;140,75;0;nonseizure;;;;
4.277.924;564;1535128872,00;11:41:12,00;141;0;nonseizure;;;;
4.361.175;565;1535128872,25;11:41:12,25;141,25;0;nonseizure;;;;
4.477.727;566;1535128872,50;11:41:12,50;141,5;0;nonseizure;;;;
4.554.575;567;1535128872,75;11:41:12,75;141,75;0;nonseizure;;;;
4.592.999;568;1535128873,00;11:41:13,00;142;0;nonseizure;;;;
4.600.683;569;1535128873,25;11:41:13,25;142,25;0;nonseizure;;;;
4.587.875;570;1535128873,50;11:41:13,50;142,5;0;nonseizure;;;;
4.564.821;571;1535128873,75;11:41:13,75;142,75;0;nonseizure;;;;
4.532.801;572;1535128874,00;11:41:14,00;143;0;nonseizure;;;;
4.494.378;573;1535128874,25;11:41:14,25;143,25;0;nonseizure;;;;
4.455.954;574;1535128874,50;11:41:14,50;143,5;0;nonseizure;;;;
4.426.496;575;1535128874,75;11:41:14,75;143,75;0;nonseizure;;;;
4.395.757;576;1535128875,00;11:41:15,00;144;0;nonseizure;;;;
4.370.141;577;1535128875,25;11:41:15,25;144,25;0;nonseizure;;;;
4.349.648;578;1535128875,50;11:41:15,50;144,5;0;nonseizure;;;;
4.330.436;579;1535128875,75;11:41:15,75;144,75;0;nonseizure;;;;
4.315.067;580;1535128876,00;11:41:16,00;145;0;nonseizure;;;;
4.294.574;581;1535128876,25;11:41:16,25;145,25;0;nonseizure;;;;
4.279.205;582;1535128876,50;11:41:16,50;145,5;0;nonseizure;;;;
4.272.801;583;1535128876,75;11:41:16,75;145,75;0;nonseizure;;;;
4.292.013;584;1535128877,00;11:41:17,00;146;0;nonseizure;;;;
4.334.279;585;1535128877,25;11:41:17,25;146,25;0;nonseizure;;;;
4.377.826;586;1535128877,50;11:41:17,50;146,5;0;nonseizure;;;;
4.393.195;587;1535128877,75;11:41:17,75;146,75;0;nonseizure;;;;
4.400.880;588;1535128878,00;11:41:18,00;147;0;nonseizure;;;;
4.382.949;589;1535128878,25;11:41:18,25;147,25;0;nonseizure;;;;
4.350.929;590;1535128878,50;11:41:18,50;147,5;0;nonseizure;;;;
4.330.436;591;1535128878,75;11:41:18,75;147,75;0;nonseizure;;;;
4.293.293;592;1535128879,00;11:41:19,00;148;0;nonseizure;;;;
4.262.554;593;1535128879,25;11:41:19,25;148,25;0;nonseizure;;;;
4.242.062;594;1535128879,50;11:41:19,50;148,5;0;nonseizure;;;;
4.219.007;595;1535128879,75;11:41:19,75;148,75;0;nonseizure;;;;
4.193.392;596;1535128880,00;11:41:20,00;149;0;nonseizure;;;;
4.180.584;597;1535128880,25;11:41:20,25;149,25;0;nonseizure;;;;
4.162.652;598;1535128880,50;11:41:20,50;149,5;0;nonseizure;;;;
4.142.160;599;1535128880,75;11:41:20,75;149,75;0;nonseizure;;;;
4.128.071;600;1535128881,00;11:41:21,00;150;0;nonseizure;;;;
4.108.860;601;1535128881,25;11:41:21,25;150,25;0;nonseizure;;;;
4.099.894;602;1535128881,50;11:41:21,50;150,5;0;nonseizure;;;;
4.076.839;603;1535128881,75;11:41:21,75;150,75;0;nonseizure;;;;
4.065.312;604;1535128882,00;11:41:22,00;151;0;nonseizure;;;;
4.056.347;605;1535128882,25;11:41:22,25;151,25;0;nonseizure;;;;
4.035.854;606;1535128882,50;11:41:22,50;151,5;0;nonseizure;;;;
4.021.766;607;1535128882,75;11:41:22,75;151,75;0;nonseizure;;;;
4.014.081;608;1535128883,00;11:41:23,00;152;0;nonseizure;;;;
4.002.554;609;1535128883,25;11:41:23,25;152,25;0;nonseizure;;;;
3.982.061;610;1535128883,50;11:41:23,50;152,5;0;nonseizure;;;;
3.965.411;611;1535128883,75;11:41:23,75;152,75;0;nonseizure;;;;
3.956.445;612;1535128884,00;11:41:24,00;153;0;nonseizure;;;;
3.952.603;613;1535128884,25;11:41:24,25;153,25;0;nonseizure;;;;
3.956.445;614;1535128884,50;11:41:24,50;153,5;0;nonseizure;;;;
3.956.445;615;1535128884,75;11:41:24,75;153,75;0;nonseizure;;;;
3.944.918;616;1535128885,00;11:41:25,00;154;0;nonseizure;;;;
3.933.932;617;1535128885,25;11:41:25,25;154,25;0;nonseizure;;;;
3.921.124;618;1535128885,50;11:41:25,50;154,5;0;nonseizure;;;;
3.908.316;619;1535128885,75;11:41:25,75;154,75;0;nonseizure;;;;
3.887.824;620;1535128886,00;11:41:26,00;155;0;nonseizure;;;;
3.868.612;621;1535128886,25;11:41:26,25;155,25;0;nonseizure;;;;
3.857.085;622;1535128886,50;11:41:26,50;155,5;0;nonseizure;;;;
3.842.996;623;1535128886,75;11:41:26,75;155,75;0;nonseizure;;;;
3.827.627;624;1535128887,00;11:41:27,00;156;0;nonseizure;;;;
3.812.257;625;1535128887,25;11:41:27,25;156,25;0;nonseizure;;;;
3.803.292;626;1535128887,50;11:41:27,50;156,5;0;nonseizure;;;;
3.794.326;627;1535128887,75;11:41:27,75;156,75;0;nonseizure;;;;
3.780.237;628;1535128888,00;11:41:28,00;157;0;nonseizure;;;;
3.767.429;629;1535128888,25;11:41:28,25;157,25;0;nonseizure;;;;
3.754.622;630;1535128888,50;11:41:28,50;157,5;0;nonseizure;;;;
3.743.094;631;1535128888,75;11:41:28,75;157,75;0;nonseizure;;;;
3.732.848;632;1535128889,00;11:41:29,00;158;0;nonseizure;;;;
3.718.759;633;1535128889,25;11:41:29,25;158,25;0;nonseizure;;;;
3.709.794;634;1535128889,50;11:41:29,50;158,5;0;nonseizure;;;;
3.695.705;635;1535128889,75;11:41:29,75;158,75;0;nonseizure;;;;
3.685.459;636;1535128890,00;11:41:30,00;159;0;nonseizure;;;;
3.672.651;637;1535128890,25;11:41:30,25;159,25;0;nonseizure;;;;
3.663.685;638;1535128890,50;11:41:30,50;159,5;0;nonseizure;;;;
3.650.877;639;1535128890,75;11:41:30,75;159,75;0;nonseizure;;;;
3.635.508;640;1535128891,00;11:41:31,00;160;0;nonseizure;;;;
3.621.419;641;1535128891,25;11:41:31,25;160,25;0;nonseizure;;;;
3.621.419;642;1535128891,50;11:41:31,50;160,5;0;nonseizure;;;;
3.607.331;643;1535128891,75;11:41:31,75;160,75;0;nonseizure;;;;
3.591.961;644;1535128892,00;11:41:32,00;161;0;nonseizure;;;;
3.580.434;645;1535128892,25;11:41:32,25;161,25;0;nonseizure;;;;
3.575.311;646;1535128892,50;11:41:32,50;161,5;0;nonseizure;;;;
3.554.818;647;1535128892,75;11:41:32,75;161,75;0;nonseizure;;;;
3.545.853;648;1535128893,00;11:41:33,00;162;0;nonseizure;;;;
3.544.572;649;1535128893,25;11:41:33,25;162,25;0;nonseizure;;;;
3.531.764;650;1535128893,50;11:41:33,50;162,5;0;nonseizure;;;;
3.517.675;651;1535128893,75;11:41:33,75;162,75;0;nonseizure;;;;
3.516.394;652;1535128894,00;11:41:34,00;163;0;nonseizure;;;;
3.516.394;653;1535128894,25;11:41:34,25;163,25;0;nonseizure;;;;
3.553.537;654;1535128894,50;11:41:34,50;163,5;0;nonseizure;;;;
3.582.995;655;1535128894,75;11:41:34,75;163,75;0;nonseizure;;;;
3.612.454;656;1535128895,00;11:41:35,00;164;0;nonseizure;;;;
3.634.227;657;1535128895,25;11:41:35,25;164,25;0;nonseizure;;;;
3.632.946;658;1535128895,50;11:41:35,50;164,5;0;nonseizure;;;;
3.625.262;659;1535128895,75;11:41:35,75;164,75;0;nonseizure;;;;
3.659.843;660;1535128896,00;11:41:36,00;165;0;nonseizure;;;;
3.787.922;661;1535128896,25;11:41:36,25;165,25;0;nonseizure;;;;
4.094.031;662;1535128896,50;11:41:36,50;165,5;0;nonseizure;;;;
4.479.549;663;1535128896,75;11:41:36,75;165,75;0;nonseizure;;;;
4.818.418;664;1535128897,00;11:41:37,00;166;0;nonseizure;;;;
5.001.571;665;1535128897,25;11:41:37,25;166,25;0;nonseizure;;;;
5.150.791;666;1535128897,50;11:41:37,50;166,5;0;nonseizure;;;;
5.158.476;667;1535128897,75;11:41:37,75;166,75;0;nonseizure;;;;
5.102.121;668;1535128898,00;11:41:38,00;167;0;nonseizure;;;;
5.015.027;669;1535128898,25;11:41:38,25;167,25;0;nonseizure;;;;
4.935.618;670;1535128898,50;11:41:38,50;167,5;0;nonseizure;;;;
4.861.332;671;1535128898,75;11:41:38,75;167,75;0;nonseizure;;;;
4.797.293;672;1535128899,00;11:41:39,00;168;0;nonseizure;;;;
4.737.095;673;1535128899,25;11:41:39,25;168,25;0;nonseizure;;;;
4.694.829;674;1535128899,50;11:41:39,50;168,5;0;nonseizure;;;;
4.655.125;675;1535128899,75;11:41:39,75;168,75;0;nonseizure;;;;
4.598.770;676;1535128900,00;11:41:40,00;169;0;nonseizure;;;;
4.532.169;677;1535128900,25;11:41:40,25;169,25;0;nonseizure;;;;
4.525.765;678;1535128900,50;11:41:40,50;169,5;0;nonseizure;;;;
4.509.115;679;1535128900,75;11:41:40,75;169,75;0;nonseizure;;;;
4.484.780;680;1535128901,00;11:41:41,00;170;0;nonseizure;;;;
4.470.691;681;1535128901,25;11:41:41,25;170,25;0;nonseizure;;;;
4.441.233;682;1535128901,50;11:41:41,50;170,5;0;nonseizure;;;;
4.417.530;683;1535128901,75;11:41:41,75;170,75;0;nonseizure;;;;
4.398.318;684;1535128902,00;11:41:42,00;171;0;nonseizure;;;;
4.379.107;685;1535128902,25;11:41:42,25;171,25;0;nonseizure;;;;
4.359.894;686;1535128902,50;11:41:42,50;171,5;0;nonseizure;;;;
4.350.929;687;1535128902,75;11:41:42,75;171,75;0;nonseizure;;;;
4.345.806;688;1535128903,00;11:41:43,00;172;0;nonseizure;;;;
4.335.559;689;1535128903,25;11:41:43,25;172,25;0;nonseizure;;;;
4.326.594;690;1535128903,50;11:41:43,50;172,5;0;nonseizure;;;;
4.312.505;691;1535128903,75;11:41:43,75;172,75;0;nonseizure;;;;
4.293.293;692;1535128904,00;11:41:44,00;173;0;nonseizure;;;;
4.261.273;693;1535128904,25;11:41:44,25;173,25;0;nonseizure;;;;
4.247.185;694;1535128904,50;11:41:44,50;173,5;0;nonseizure;;;;
4.226.692;695;1535128904,75;11:41:44,75;173,75;0;nonseizure;;;;
4.210.042;696;1535128905,00;11:41:45,00;174;0;nonseizure;;;;
4.188.269;697;1535128905,25;11:41:45,25;174,25;0;nonseizure;;;;
4.180.584;698;1535128905,50;11:41:45,50;174,5;0;nonseizure;;;;
4.181.865;699;1535128905,75;11:41:45,75;174,75;0;nonseizure;;;;
4.180.584;700;1535128906,00;11:41:46,00;175;0;nonseizure;;;;
4.172.899;701;1535128906,25;11:41:46,25;175,25;0;nonseizure;;;;
4.161.372;702;1535128906,50;11:41:46,50;175,5;0;nonseizure;;;;
4.146.002;703;1535128906,75;11:41:46,75;175,75;0;nonseizure;;;;
4.130.633;704;1535128907,00;11:41:47,00;176;0;nonseizure;;;;
4.108.860;705;1535128907,25;11:41:47,25;176,25;0;nonseizure;;;;
4.087.086;706;1535128907,50;11:41:47,50;176,5;0;nonseizure;;;;
4.066.593;707;1535128907,75;11:41:47,75;176,75;0;nonseizure;;;;
4.056.347;708;1535128908,00;11:41:48,00;177;0;nonseizure;;;;
4.035.854;709;1535128908,25;11:41:48,25;177,25;0;nonseizure;;;;
