0.079401,-0.9444,0.0010423,0.00048744,-0.0015372,0,-0.001281,0.080423,9.3295e-07,0.41638,1.993,0
0.079368,-0.99966,0.00072407,0.0006469,-0.0020496,0,-0.001281,0.080423,9.3295e-07,0.41638,1.993,0
0.079325,-0.99962,0.00046753,0.00048575,-0.0015372,0,-0.001281,0.080423,9.3295e-07,0.41638,1.993,0
0.079284,-0.99985,0.0005475,0.00064033,0.0015372,1,0.001281,0.080423,9.3295e-07,0.41638,1.993,0
0.079245,-0.99956,0.0011621,0.0012462,0.003588,2,0.002563,0.080637,1.0326e-06,0.14083,1.7452,0
0.079209,-0.99967,0.001851,0.0011741,0.0035884,2,0.002563,0.08085,1.0327e-06,-0.13954,1.7447,0
0.079174,-0.99962,0.0021713,0.0007117,2.4902e-17,1,0,0.080957,8.4612e-07,-0.22742,2.1064,0
0.079142,-0.99958,0.0019032,0.0011339,-0.0035884,0,-0.002563,0.08085,1.0327e-06,-0.13954,1.7447,0
0.079111,-0.99974,0.0013383,0.0011132,-0.003588,0,-0.002563,0.080637,1.0326e-06,0.14083,1.7452,0
0.079082,-0.99949,0.0010315,0.00065447,5.7221e-18,1,0,0.080637,1.0326e-06,0.14083,1.7452,0
0.079055,-0.99941,0.0010556,0.00068502,0.0020496,1,0.001281,0.080637,1.0326e-06,0.14083,1.7452,0
0.07903,-0.99931,0.0014237,0.00061534,0.0015372,1,0.001281,0.080637,1.0326e-06,0.14083,1.7452,0
0.079007,-0.99954,0.0020264,0.00061828,0.0015384,1,0.001282,0.080743,8.9577e-07,0.00082767,2,0
0.078985,-0.99977,0.0023871,0.00067542,0.0020512,1,0.001282,0.080637,1.0326e-06,0.14083,1.7452,0
0.078965,-0.99941,0.0024165,0.00063862,1.219e-17,1,0,0.080637,1.0326e-06,0.14083,1.7452,0
0.078946,-0.99877,0.0020704,0.0011744,-0.0035884,0,-0.002563,0.080637,1.0326e-06,0.14083,1.7452,0
0.078929,-0.99914,0.0015637,0.001114,-0.003588,0,-0.002563,0.080637,1.0326e-06,0.14083,1.7452,0
0.078913,-0.99956,0.0014928,0.00099427,0.0015384,1,0.001282,0.080637,1.0326e-06,0.14083,1.7452,0
0.078899,-0.99878,0.001503,0.00099933,0.0025624,1,0.001281,0.080637,1.0326e-06,0.14083,1.7452,0
