0.096021,-0.94483,0.0020341,0.00061885,-4.1977e-17,1,0,0.097618,1.1445e-06,-0.30874,1.628,0
0.096004,-0.99983,0.0019872,0.00069,-0.0020496,0,-0.001281,0.097725,1.2316e-06,-0.49376,1.6285,0
0.09598,-0.99955,0.0014365,0.00087644,-0.0030756,0,-0.002563,0.097618,1.1445e-06,-0.30874,1.628,0
0.095958,-0.99949,0.00082623,0.00072485,-0.0020512,0,-0.001282,0.097512,1.0326e-06,-0.14083,1.7452,0
0.095937,-0.99975,0.00050203,0.00047299,-0.0015384,0,-0.001282,0.097512,1.0326e-06,-0.14083,1.7452,0
0.095918,-0.99972,0.00058263,0.00062744,0.0015384,1,0.001282,0.097511,1.0326e-06,-0.14083,1.7452,0
0.095899,-0.99969,0.0011605,0.0012107,0.0035884,2,0.002563,0.097618,8.4589e-07,-0.22912,2.1081,0
0.095882,-0.99965,0.0018555,0.0011655,0.003588,2,0.002563,0.097618,8.4589e-07,-0.22912,2.1081,0
0.095865,-0.99961,0.0024902,0.00066813,0.0015372,1,0.001281,0.097618,8.4589e-07,-0.22912,2.1081,0
0.09585,-0.99956,0.0027865,0.00010338,6.7766e-17,0,0,0.097725,9.3295e-07,-0.41638,1.993,0
0.095835,-0.99949,0.0025485,0.00052676,-0.0015372,0,-0.001281,0.097618,8.4589e-07,-0.22912,2.1081,0
0.095822,-0.99941,0.002222,0.00067074,-0.0020496,0,-0.001281,0.097405,8.9577e-07,-0.00082767,2,0
0.095809,-0.9998,0.0019023,0.00052708,-0.0015372,0,-0.001281,0.097405,8.9577e-07,-0.00082767,2,0
0.095798,-0.99908,0.0016476,9.7937e-05,-1.3703e-17,0,0,0.097405,8.9577e-07,-0.00082767,2,0
0.095786,-0.99893,0.0015847,6.8541e-05,1.8396e-17,0,0,0.097405,8.9577e-07,-0.00082767,2,0
0.095777,-0.99864,0.0012964,0.0006132,-0.0015384,0,-0.001282,0.097512,1.0326e-06,-0.14083,1.7452,0
0.095767,-0.99912,0.0010627,0.00062437,-0.0020512,0,-0.001282,0.097405,1.1944e-06,-0.00047786,1.5,0
0.095759,-0.99893,0.0012827,0.00096631,0.0015372,1,0.001281,0.097405,1.1944e-06,-0.00047786,1.5,0
0.095751,-0.99793,0.0013217,0.00098209,0.0025636,1,0.001282,0.097405,1.1944e-06,-0.00047786,1.5,0
0.095744,-0.99933,0.0014156,0.00087416,-0.0005124,1,0,0.097511,1.0326e-06,-0.14083,1.7452,0
0.095738,-0.99723,0.0019187,0.00089617,-0.0005128,1,0,0.097725,9.3295e-07,-0.41638,1.993,0
0.095732,-0.99893,0.0019799,0.00095896,0.0025624,1,0.001281,0.097618,8.4589e-07,-0.22912,2.1081,0
0.095726,-1,0.0021052,0.00093848,0.0015384,1,0.001282,0.097725,9.3295e-07,-0.41638,1.993,0
