0.09604,15,0
0.09604,15.25,0
0.096015,15.5,0
0.095991,15.75,0
0.095968,16,0
0.095947,16.25,0
0.095927,16.5,0
0.095908,16.75,0
0.09589,17,0
0.095873,17.25,0
0.095857,17.5,0
0.095842,17.75,0
0.095828,18,0
0.095815,18.25,0
0.095803,18.5,0
0.095791,18.75,0
0.095781,19,0
0.095771,19.25,0
0.095763,19.5,0
0.095754,19.75,0
0.095747,20,0
0.09574,20.25,0
0.095734,20.5,0
0.095729,20.75,0
0.095724,21,0
0.095719,21.25,0
0.095715,21.5,0
0.095712,21.75,0
0.095709,22,0
0.095707,22.25,0
0.095705,22.5,0
0.095703,22.75,0
0.095701,23,0
0.0957,23.25,0
0.095699,23.5,0
0.095699,23.75,0
0.095698,24,0
0.095698,24.25,0
0.095698,24.5,0
0.095697,24.75,0
0.095697,25,0
0.095697,25.25,0
0.0957,25.5,0
0.095706,25.75,0
0.095717,26,0
0.095731,26.25,0
0.095749,26.5,0
0.09577,26.75,0
0.095794,27,0
0.095822,27.25,0
0.095852,27.5,0
0.095884,27.75,0
0.095919,28,0
0.095956,28.25,0
0.095994,28.5,0
0.096034,28.75,0
0.096076,29,0
0.096118,29.25,0
0.096162,29.5,0
0.096206,29.75,0
0.09625,30,0
0.096295,30.25,0
0.09634,30.5,0
0.096384,30.75,0
0.096429,31,0
0.096472,31.25,0
0.096515,31.5,0
0.096556,31.75,0
0.096596,32,0
0.096635,32.25,0
0.096671,32.5,0
0.096706,32.75,0
0.096739,33,0
0.096769,33.25,0
0.096796,33.5,0
0.09682,33.75,0
0.096841,34,0
0.096859,34.25,0
0.096874,34.5,0
0.096884,34.75,0
0.096891,35,0
0.096893,35.25,0
0.096892,35.5,0
0.096889,35.75,0
0.096885,36,0
0.096879,36.25,0
0.096872,36.5,0
0.096863,36.75,0
0.096853,37,0
0.096842,37.25,0
0.09683,37.5,0
0.096817,37.75,0
0.096803,38,0
0.096788,38.25,0
0.096772,38.5,0
0.096756,38.75,0
0.096739,39,0
0.096721,39.25,0
0.096704,39.5,0
0.096686,39.75,0
0.096667,40,0
0.096649,40.25,0
0.096631,40.5,0
0.096613,40.75,0
0.096595,41,0
0.096577,41.25,0
0.09656,41.5,0
0.096543,41.75,0
0.096526,42,0
0.096511,42.25,0
0.096496,42.5,0
0.096482,42.75,0
0.096468,43,0
0.096456,43.25,0
0.096445,43.5,0
0.096435,43.75,0
0.096426,44,0
0.096419,44.25,0
0.096413,44.5,0
0.096409,44.75,0
0.096406,45,0
0.096405,45.25,0
0.096409,45.5,0
0.096419,45.75,0
0.096435,46,0
0.096456,46.25,0
0.096483,46.5,0
0.096516,46.75,0
0.096553,47,0
0.096594,47.25,0
0.09664,47.5,0
0.096689,47.75,0
0.096742,48,0
0.096798,48.25,0
0.096856,48.5,0
0.096917,48.75,0
0.09698,49,0
0.097044,49.25,0
0.09711,49.5,0
0.097177,49.75,0
0.097245,50,0
0.097313,50.25,0
0.097381,50.5,0
0.097449,50.75,0
0.097516,51,0
0.097582,51.25,0
0.097646,51.5,0
0.097709,51.75,0
0.09777,52,0
0.097829,52.25,0
0.097884,52.5,0
0.097937,52.75,0
0.097986,53,0
0.098032,53.25,0
0.098073,53.5,0
0.09811,53.75,0
0.098143,54,0
0.09817,54.25,0
0.098191,54.5,0
0.098207,54.75,0
