0.097405,15,0
0.098686,15.25,0
0.098686,15.5,0
0.097405,15.75,0
0.097405,16,0
0.096123,16.25,0
0.096123,16.5,0
0.096123,16.75,0
0.097405,17,0
0.098686,17.25,0
0.098686,17.5,0
0.098686,17.75,0
0.098686,18,0
0.097405,18.25,0
0.097405,18.5,0
0.097405,18.75,0
0.097405,19,0
0.097405,19.25,0
0.096123,19.5,0
0.096123,19.75,0
0.098686,20,0
0.097405,20.25,0
0.096123,20.5,0
0.098686,20.75,0
0.098686,21,0
0.097405,21.25,0
0.098686,21.5,0
0.096123,21.75,0
0.097405,22,0
0.097405,22.25,0
0.097405,22.5,0
0.098686,22.75,0
0.097405,23,0
0.098686,23.25,0
0.098686,23.5,0
0.097405,23.75,0
0.097405,24,0
0.099968,24.25,0
0.097405,24.5,0
0.097405,24.75,0
0.097405,25,0
0.098686,25.25,0
0.098686,25.5,0
0.098686,25.75,0
0.098686,26,0
0.097405,26.25,0
0.098686,26.5,0
0.097405,26.75,0
0.097405,27,0
0.097405,27.25,0
0.097405,27.5,0
0.098686,27.75,0
0.098686,28,0
0.099968,28.25,0
0.098686,28.5,0
0.098686,28.75,0
0.097405,29,0
0.098686,29.25,0
0.097405,29.5,0
0.097405,29.75,0
0.097405,30,0
0.097405,30.25,0
0.097405,30.5,0
0.098686,30.75,0
0.099968,31,0
0.098686,31.25,0
0.097405,31.5,0
0.099968,31.75,0
0.098686,32,0
0.098686,32.25,0
0.097405,32.5,0
0.097405,32.75,0
0.097405,33,0
0.10125,33.25,0
0.097405,33.5,0
0.098686,33.75,0
0.098686,34,0
0.098686,34.25,0
0.098686,34.5,0
0.098686,34.75,0
0.098686,35,0
0.098686,35.25,0
0.098686,35.5,0
0.098686,35.75,0
0.097405,36,0
0.097405,36.25,0
0.098686,36.5,0
0.097405,36.75,0
0.097405,37,0
0.098686,37.25,0
0.097405,37.5,0
0.098686,37.75,0
0.098686,38,0
0.098686,38.25,0
0.099968,38.5,0
0.099968,38.75,0
0.098686,39,0
0.10253,39.25,0
0.097405,39.5,0
0.097405,39.75,0
0.098686,40,0
0.097405,40.25,0
0.099968,40.5,0
0.099968,40.75,0
0.099968,41,0
0.099968,41.25,0
0.099968,41.5,0
0.098686,41.75,0
0.099968,42,0
0.098686,42.25,0
0.099968,42.5,0
0.099968,42.75,0
0.097405,43,0
0.098686,43.25,0
0.098686,43.5,0
0.097405,43.75,0
0.098686,44,0
0.098686,44.25,0
0.099968,44.5,0
0.099968,44.75,0
0.097405,45,0
0.098686,45.25,0
0.099968,45.5,0
0.098686,45.75,0
0.098686,46,0
0.098686,46.25,0
0.099968,46.5,0
0.098686,46.75,0
0.098686,47,0
0.098686,47.25,0
0.099968,47.5,0
0.098686,47.75,0
0.099968,48,0
0.099968,48.25,0
0.099968,48.5,0
0.099968,48.75,0
0.099968,49,0
0.099968,49.25,0
0.098686,49.5,0
0.098686,49.75,0
0.098686,50,0
0.099968,50.25,0
0.098686,50.5,0
0.098686,50.75,0
0.098686,51,0
0.097405,51.25,0
0.099968,51.5,0
0.099968,51.75,0
0.099968,52,0
0.099968,52.25,0
0.10125,52.5,0
0.10125,52.75,0
0.10253,53,0
0.098686,53.25,0
0.098686,53.5,0
0.098686,53.75,0
0.099968,54,0
0.099968,54.25,0
0.099968,54.5,0
0.099968,54.75,0
0.099968,55,0
0.098686,55.25,0
0.099968,55.5,0
0.099968,55.75,0
0.098686,56,0
0.098686,56.25,0
0.098686,56.5,0
0.098686,56.75,0
0.099968,57,0
0.099968,57.25,0
0.099968,57.5,0
0.099968,57.75,0
0.099968,58,0
0.099968,58.25,0
0.099968,58.5,0
0.099968,58.75,0
0.098686,59,0
0.098686,59.25,0
0.098686,59.5,0
0.099968,59.75,0
0.098686,60,0
0.10125,60.25,0
0.099968,60.5,0
0.099968,60.75,0
0.099968,61,0
0.099968,61.25,0
0.10125,61.5,0
0.099968,61.75,0
0.098686,62,0
0.098686,62.25,0
0.099968,62.5,0
0.098686,62.75,0
0.098686,63,0
0.099968,63.25,0
0.10125,63.5,0
0.099968,63.75,0
0.099968,64,0
0.099968,64.25,0
0.099968,64.5,0
0.10125,64.75,0
0.099968,65,0
0.099968,65.25,0
0.098686,65.5,0
0.099968,65.75,0
0.099968,66,0
0.10253,66.25,0
0.10125,66.5,0
0.099968,66.75,0
0.10125,67,0
0.098686,67.25,0
0.10125,67.5,0
0.10125,67.75,0
0.099968,68,0
0.099968,68.25,0
0.099968,68.5,0
0.10253,68.75,0
0.098686,69,0
0.099968,69.25,0
0.099968,69.5,0
0.099968,69.75,0
0.099968,70,0
0.10125,70.25,0
0.099968,70.5,0
0.099968,70.75,0
0.10125,71,0
0.10381,71.25,0
0.10125,71.5,0
0.099968,71.75,0
0.10253,72,0
0.10381,72.25,0
0.099968,72.5,0
0.099968,72.75,0
0.099968,73,0
0.10125,73.25,0
0.099968,73.5,0
0.10125,73.75,0
0.098686,74,0
0.10125,74.25,0
0.10125,74.5,0
0.10381,74.75,0
0.099968,75,0
0.099968,75.25,0
0.099968,75.5,0
0.099968,75.75,0
0.10125,76,0
0.10125,76.25,0
0.10125,76.5,0
0.10125,76.75,0
0.10125,77,0
0.10125,77.25,0
0.099968,77.5,0
0.10125,77.75,0
0.099968,78,0
0.10253,78.25,0
0.099968,78.5,0
0.099968,78.75,0
0.099968,79,0
0.10125,79.25,0
0.10125,79.5,0
0.10125,79.75,0
0.10125,80,0
0.10125,80.25,0
0.099968,80.5,0
0.10125,80.75,0
0.10125,81,0
0.10125,81.25,0
0.099968,81.5,0
0.10125,81.75,0
0.099968,82,0
0.10125,82.25,0
0.099968,82.5,0
0.10125,82.75,0
0.10125,83,0
0.10253,83.25,0
0.10125,83.5,0
0.099968,83.75,0
0.10125,84,0
0.099968,84.25,0
0.099968,84.5,0
0.10125,84.75,0
0.099968,85,0
0.099968,85.25,0
0.099968,85.5,0
0.10125,85.75,0
0.10125,86,0
0.10381,86.25,0
0.10125,86.5,0
0.10125,86.75,0
0.10125,87,0
0.10125,87.25,0
0.099968,87.5,0
0.10381,87.75,0
0.10125,88,0
0.099968,88.25,0
0.099968,88.5,0
0.10125,88.75,0
0.099968,89,0
0.099968,89.25,0
0.10253,89.5,0
0.10125,89.75,0
0.10125,90,0
0.10125,90.25,0
0.10253,90.5,0
0.10253,90.75,0
0.10253,91,0
0.10253,91.25,0
0.10125,91.5,0
0.099968,91.75,0
0.10125,92,0
0.10125,92.25,0
