@ATTRIBUTE scl_mean NUMERIC
@ATTRIBUTE scl_correlation NUMERIC
@ATTRIBUTE scr_mean NUMERIC
@ATTRIBUTE scr_std NUMERIC
@ATTRIBUTE eda_slope NUMERIC
@ATTRIBUTE eda_greater_v NUMERIC
@ATTRIBUTE eda_difference NUMERIC
@ATTRIBUTE eda_mean NUMERIC
@ATTRIBUTE eda_variance NUMERIC
@ATTRIBUTE eda_skewness NUMERIC
@ATTRIBUTE eda_kurtosis NUMERIC

@ATTRIBUTE class {0,1}

@DATA
0.39213,0.99929,0.0062373,0.00092607,0.00089483,1,0.00129,0.39909,1.344e-06,0.37888,0.37888,0
0.39217,0.99944,0.0066042,0.00049858,-0.0015059,0,-0.00128,0.3993,9.9297e-07,0.6261,0.6261,0
0.39222,0.99696,0.0065451,0.00040151,0.0015448,1,0.00128,0.3993,9.9297e-07,0.6261,0.6261,0
0.39226,0.99705,0.0065102,0.00040061,0.00037647,1,0,0.39941,9.3091e-07,0.41569,0.41569,0
0.39232,0.99655,0.0064359,0.00052654,-0.00066207,1,0,0.39941,9.3091e-07,0.41569,0.41569,0
0.39237,0.99744,0.0064387,0.00052726,-0.0015059,0,-0.00128,0.39941,9.3091e-07,0.41569,0.41569,0
0.39242,0.99894,0.0066397,0.00086382,0.0030897,1,0.00256,0.3993,9.9297e-07,0.6261,0.6261,0
0.39248,0.99916,0.0069671,0.0010114,0.0022588,1,0.00128,0.39941,9.3091e-07,0.41569,0.41569,0
0.39253,0.99708,0.0075033,0.00064145,0.0024276,2,0.00256,0.39952,8.4402e-07,0.22827,0.22827,0
0.39259,0.99705,0.0077012,0.00024803,-0.0011294,1,-0.00128,0.39984,1.3281e-06,0.6198,0.6198,0
0.39265,0.99448,0.0074801,0.00043599,-0.00066207,1,0,0.40016,3.3761e-06,1.5051,1.5051,0
0.39272,0.99417,0.0072292,0.00049432,-0.0015059,0,-0.00128,0.40016,3.3761e-06,1.5051,1.5051,0
0.39278,0.99448,0.0067022,0.00066401,-0.0015448,0,-0.00128,0.40016,3.3761e-06,1.5051,1.5051,0
0.39284,0.99752,0.0062072,0.00076546,-0.0018824,0,-0.00128,0.40016,3.3761e-06,1.5051,1.5051,0
0.39291,0.99712,0.0058927,0.00061244,-0.0015448,0,-0.00128,0.39952,8.9007e-06,-0.87582,-0.87582,0
0.39297,0.99524,0.0058044,0.00044635,0.0015059,1,0.00128,0.39941,8.9874e-06,-0.75594,-0.75594,0
0.39304,0.99357,0.0060516,0.00064979,0.0022069,1,0.00128,0.39952,8.9007e-06,-0.87582,-0.87582,0
0.39311,0.99524,0.0070533,0.0016047,0.0045176,2,0.00384,0.39962,8.7891e-06,-1.0009,-1.0009,0
0.39317,0.99712,0.0082893,0.0020331,0.0075034,2,0.00512,0.39984,8.7895e-06,-1.2111,-1.2111,0
0.39324,0.99892,0.0084927,0.0018122,0.00075294,2,0,0.39984,8.7895e-06,-1.2111,-1.2111,0
0.39331,0.99712,0.008674,0.0016057,-0.0041931,2,-0.00128,0.39994,8.9014e-06,-1.2946,-1.2946,0
0.39338,0.99705,0.0076294,0.0022422,-0.0056471,1,-0.00512,0.39984,8.4916e-06,-1.3197,-1.3197,0
0.39345,0.99655,0.0050476,0.0033357,-0.0099431,1,-0.00769,0.39941,6.0084e-06,-2.4786,-2.4786,0
0.39351,0.99524,0.0041733,0.0030151,-0.0052735,1,-0.00256,0.39941,6.0084e-06,-2.4786,-2.4786,0
0.39358,0.99357,0.003874,0.0026087,0.0033155,2,0,0.39941,6.0084e-06,-2.4786,-2.4786,0
0.39365,0.99524,0.0041086,0.0028008,0.0094235,2,0.00769,0.3993,6.0703e-06,-2.3109,-2.3109,0
0.39371,0.99712,0.0057395,0.0013683,0.0030897,2,0.00256,0.39994,8.4402e-07,-0.22827,-0.22827,0
0.39378,0.99892,0.0063692,0.00030428,0.00037647,1,0,0.40005,6.3302e-07,-0.14826,-0.14826,0
0.39385,0.99865,0.0065043,0.00036969,0.00088276,2,0.00128,0.40005,6.3302e-07,-0.14826,-0.14826,0
0.39391,0.99892,0.0067231,0.00032386,0.00037647,1,0,0.40016,6.9508e-07,-0.3818,-0.3818,0
0.39397,0.99865,0.0064307,0.00061419,5.7195e-17,1,0,0.40016,6.9508e-07,-0.3818,-0.3818,0
0.39404,0.99752,0.0063457,0.00066798,-0.0018824,0,-0.00128,0.40026,7.3232e-07,-0.63991,-0.63991,0
0.3941,0.99655,0.0061906,0.00058516,1.6392e-15,1,0,0.40026,7.3232e-07,-0.63991,-0.63991,0
0.39416,0.99705,0.0056458,0.00059825,-0.0011294,1,-0.00128,0.40016,6.9508e-07,-0.3818,-0.3818,0
0.39422,0.99708,0.0055065,0.00066086,-0.0013241,2,0,0.40016,6.9508e-07,-0.3818,-0.3818,0
0.39427,0.99916,0.0053904,0.00060375,-0.0011294,1,-0.00128,0.40016,6.9508e-07,-0.3818,-0.3818,0
0.39433,0.99894,0.0051973,0.00030392,0.0015448,1,0.00128,0.40005,6.3302e-07,-0.14826,-0.14826,0
0.39438,0.99744,0.0055934,0.0005651,0.0015059,1,0.00128,0.40005,6.3302e-07,-0.14826,-0.14826,0
0.39443,0.99655,0.0059551,0.00059377,0.0022069,1,0.00128,0.40037,1.6384e-06,1.1394,1.1394,0
0.39449,0.99705,0.0062202,0.00052561,0.0015059,1,0.00128,0.40048,1.626e-06,0.91372,0.91372,0
0.39453,0.99696,0.0064145,0.00014558,1.7033e-16,0,0,0.40058,1.5888e-06,0.70711,0.70711,0
0.39458,0.99944,0.0061397,0.00057617,-0.0015059,0,-0.00128,0.40037,1.9363e-06,0.66515,0.66515,0
0.39463,0.99929,0.0057217,0.0007703,-0.0022069,0,-0.00128,0.40016,2.1845e-06,0.79489,0.79489,0
0.39467,0.99944,0.0054093,0.00057192,-0.0015059,0,-0.00128,0.40005,2.1225e-06,1.0384,1.0384,0
0.39471,0.99929,0.0049457,0.00043912,-2.1099e-16,0,0,0.40037,4.0215e-06,1.1852,1.1852,0
0.39476,0.99722,0.0048078,0.00037062,-0.0015059,0,-0.00128,0.40037,4.0215e-06,1.1852,1.1852,0
0.3948,0.993,0.0054499,0.0013698,0.0039724,1,0.00384,0.40026,4.307e-06,1.1581,1.1581,0
0.39485,0.99254,0.005883,0.0015517,0.0030118,1,0.00128,0.40016,4.5677e-06,1.1604,1.1604,0
0.39489,0.993,0.0061297,0.001284,0.0017655,1,0.00256,0.40016,4.5677e-06,1.1604,1.1604,0
0.39493,0.99705,0.0059556,0.0015523,-0.0060235,0,-0.00512,0.40026,4.307e-06,1.1581,1.1581,0
0.39497,0.99655,0.0048411,0.0017321,-0.0044138,0,-0.00256,0.39994,3.2272e-06,1.7556,1.7556,0
0.39501,0.99705,0.0044899,0.0012159,-0.0015059,1,-0.00128,0.40037,6.4047e-06,1.4742,1.4742,0
0.39505,0.99655,0.0052426,0.0023372,0.0083862,2,0.0064,0.40026,6.3922e-06,1.6077,1.6077,0
0.39509,0.99705,0.0055917,0.0022011,0.0030118,2,0.00128,0.40058,6.355e-06,1.3065,1.3065,0
0.39513,0.99655,0.0055938,0.0021977,-0.0041931,1,-0.00128,0.4008,5.9082e-06,1.2464,1.2464,0
0.39517,0.99281,0.0050496,0.0024541,-0.0079059,0,-0.0064,0.4009,5.7965e-06,1.152,1.152,0
0.39521,0.9904,0.0040795,0.00111,1.0573e-15,1,0,0.40069,4.5056e-06,1.4132,1.4132,0
0.39524,0.99281,0.0037019,0.00064897,0.0018824,1,0.00128,0.40101,5.0641e-06,0.94355,0.94355,0
0.39528,0.99655,0.0043955,0.0010043,0.0015448,1,0.00128,0.40133,4.5056e-06,0.83544,0.83544,0
0.39532,0.99281,0.0057211,0.002135,0.0075294,1,0.0064,0.40176,4.0091e-06,0.73212,0.73212,0
0.39536,0.9904,0.0061223,0.0019673,0.0033103,1,0,0.4025,7.3976e-06,1.0205,1.0205,0
0.39539,0.99281,0.0065742,0.0014348,0.0011294,2,0.00256,0.40261,6.8887e-06,1.1027,1.1027,0
0.39543,0.99655,0.0066482,0.0013851,-0.0048552,1,-0.00512,0.40272,6.355e-06,1.2292,1.2292,0
0.39547,0.99281,0.0058074,0.00033938,0.0011294,1,0.00128,0.40229,5.362e-06,1.8283,1.8283,0
0.39551,0.9904,0.0059991,0.00063407,-1.6623e-15,1,0,0.40304,7.8817e-06,1.368,1.368,0
0.39554,0.99281,0.0065057,0.001044,0.0033882,2,0.00256,0.40304,7.8817e-06,1.368,1.368,0
0.39558,0.99661,0.0066361,0.0009997,0.0022069,2,0.00128,0.40314,7.5466e-06,1.3746,1.3746,0
0.39561,0.99977,0.007516,0.0010393,0.0011294,2,0.00128,0.40325,7.1866e-06,1.3992,1.3992,0
0.39565,0.99661,0.0085848,0.0019352,0.0068414,2,0.00512,0.40325,7.1866e-06,1.3992,1.3992,0
0.39569,0.99705,0.0083685,0.0020974,-2.0065e-15,2,-0.00128,0.40293,8.192e-06,1.3249,1.3249,0
0.39573,0.99661,0.007731,0.0030134,-0.0070621,1,-0.00256,0.40293,8.192e-06,1.3249,1.3249,0
0.39577,0.99977,0.0072496,0.0029232,-0.0090353,0,-0.00768,0.40293,8.192e-06,1.3249,1.3249,0
0.3958,0.99661,0.0071342,0.0027213,0.009269,1,0.00768,0.4024,4.9028e-06,1.9584,1.9584,0
0.39584,0.99705,0.0073742,0.0027372,0.0037647,1,0.00128,0.40293,6.7025e-06,1.2738,1.2738,0
0.39588,0.99655,0.0077886,0.0021152,-0.0017655,1,0.00128,0.40304,6.3922e-06,1.2754,1.2754,0
0.39592,0.99281,0.00774,0.0021431,-0.0075294,0,-0.0064,0.40336,6.2061e-06,1.0161,1.0161,0
0.39596,0.9904,0.0065052,0.0010361,3.1469e-18,0,0,0.40282,3.4133e-06,1.1205,1.1205,0
0.39599,0.99281,0.0056066,0.0010163,-0.0030118,0,-0.00256,0.40272,3.674e-06,1.0996,1.0996,0
0.39603,0.99655,0.0057144,0.0010488,-0.0013241,1,0,0.40261,3.9098e-06,1.1108,1.1108,0
0.39607,0.99722,0.0057299,0.0010695,0.0022588,2,0.00128,0.4025,4.1208e-06,1.1453,1.1453,0
0.39611,0.99929,0.0061563,0.0013646,0.0037517,2,0.00256,0.4025,4.1208e-06,1.1453,1.1453,0
0.39616,0.99722,0.0074406,0.0014208,0.0056471,2,0.00512,0.4025,4.1208e-06,1.1453,1.1453,0
0.3962,0.993,0.007814,0.0011186,0.0011034,1,-0.00128,0.4024,4.307e-06,1.1977,1.1977,0
0.39625,0.99407,0.0079655,0.00096867,0.0015059,2,0.00256,0.40229,4.1705e-06,1.4028,1.4028,0
0.3963,0.99655,0.0077147,0.0012448,-0.0048552,1,-0.00512,0.40229,4.1705e-06,1.4028,1.4028,0
0.39635,0.99705,0.0064967,0.0014028,-0.0022588,1,-0.00128,0.40176,1.626e-06,0.91372,0.91372,0
0.39639,0.99655,0.0057036,0.0014644,-0.0052966,0,-0.00384,0.40176,1.626e-06,0.91372,0.91372,0
0.39644,0.99705,0.0050565,0.00092748,-0.0015059,0,-0.00128,0.40154,7.3232e-07,-0.63991,-0.63991,0
0.3965,0.99392,0.0047265,0.00030316,0.0015448,1,0.00128,0.40144,6.9508e-07,-0.3818,-0.3818,0
0.39655,0.99353,0.0045098,0.00062214,-0.0011294,1,-0.00128,0.40154,7.3232e-07,-0.63991,-0.63991,0
0.3966,0.99392,0.0044255,0.00065826,-0.0013241,2,0,0.40197,2.4204e-06,1.4477,1.4477,0
0.39666,0.99744,0.0046239,0.00089711,0.00037647,2,0,0.40208,2.3335e-06,1.3345,1.3345,0
0.39671,0.99894,0.0046617,0.00092683,0.0037517,2,0.00256,0.40197,2.4204e-06,1.4477,1.4477,0
0.39676,0.99916,0.0048693,0.0006961,1.9447e-15,1,0,0.4024,2.5197e-06,1.3325,1.3325,0
0.39682,0.99894,0.0051432,0.0004667,-0.00066207,1,0,0.40186,7.5598e-06,-1.2794,-1.2794,0
0.39687,0.99744,0.0050605,0.00037309,0.00037647,1,0,0.40186,7.5598e-06,-1.2794,-1.2794,0
0.39693,0.99392,0.0047606,0.00058537,2.4395e-15,1,0,0.40186,7.5598e-06,-1.2794,-1.2794,0
0.39698,0.99353,0.0050463,0.00068846,-0.00037647,1,0,0.4025,1.1285e-05,-0.50761,-0.50761,0
0.39703,0.99392,0.0058289,0.0017949,0.0052966,2,0.00384,0.40261,1.1372e-05,-0.59791,-0.59791,0
0.39709,0.99705,0.0057831,0.0018154,0.0026353,2,0.00128,0.40272,1.1434e-05,-0.68965,-0.68965,0
0.39714,0.99655,0.0060409,0.0015409,-0.003531,1,-0.00128,0.40304,1.1472e-05,-0.94736,-0.94736,0
0.39719,0.99705,0.0058864,0.0016224,-0.0018824,1,-0.00128,0.40304,1.1472e-05,-0.94736,-0.94736,0
0.39723,0.99696,0.0038934,0.0023642,-0.0072948,1,-0.00769,0.40272,1.054e-05,-0.84909,-0.84909,0
0.39728,0.99944,0.0032659,0.0022649,-0.0015088,2,0.00128,0.40272,1.054e-05,-0.84909,-0.84909,0
0.39733,0.99929,0.0037149,0.0028491,0.00088793,1,-0.00256,0.40293,1.0292e-05,-1.0726,-1.0726,0
0.39737,0.99722,0.0047878,0.0040597,0.016576,2,0.01409,0.40282,9.9819e-06,-1.0377,-1.0377,0
0.39741,0.99655,0.0065074,0.0028191,0.0048552,1,0.00128,0.40357,3.2768e-06,2.0142,2.0142,0
0.39745,0.99705,0.0073297,0.0014433,8.1427e-16,1,0.00128,0.40346,3.7112e-06,1.6498,1.6498,0
0.39749,0.99661,0.0073467,0.0014367,-0.0046345,1,-0.00384,0.40357,3.5747e-06,1.591,1.591,0
0.39752,0.99664,0.0062962,0.00097401,-0.0011294,1,-0.00128,0.40336,1.7377e-06,0.33806,0.33806,0
0.39755,0.99655,0.0056022,0.0010746,-0.002869,1,-0.00128,0.40325,1.8246e-06,0.51507,0.51507,0
0.39758,0.99705,0.0053663,0.0010942,-0.0030118,0,-0.00256,0.40314,1.8866e-06,0.70011,0.70011,0
0.39761,0.99553,0.0050376,0.00048969,0.0015448,1,0.00128,0.40293,1.6384e-06,1.1394,1.1394,0
0.39764,0.99476,0.0053001,0.00075654,0.0018824,1,0.00128,0.40293,1.6384e-06,1.1394,1.1394,0
0.39766,0.99119,0.0055437,0.00050737,0.0015448,1,0.00128,0.40293,1.6384e-06,1.1394,1.1394,0
0.39768,0.99887,0.0052642,0.0010081,-0.0030118,0,-0.00256,0.40293,1.6384e-06,1.1394,1.1394,0
0.39769,0.9649,0.0053391,0.0010551,-0.0013241,1,0,0.40304,1.9239e-06,0.8965,0.8965,0
0.3977,0.94427,0.0057248,0.0016004,0.0037647,2,0.00256,0.40282,2.2218e-06,0.93116,0.93116,0
0.3977,0.92848,0.0056679,0.0016186,0.002869,2,0.00128,0.40282,2.2218e-06,0.93116,0.93116,0
0.39771,0.79212,0.0057963,0.0014336,-0.0026353,1,-0.00128,0.40304,1.9239e-06,0.8965,0.8965,0
0.39771,0,0.005473,0.0015338,-0.0046345,0,-0.00384,0.40304,1.9239e-06,0.8965,0.8965,0
0.39771,-0.79212,0.0047104,0.00035599,3.8379e-16,0,0,0.40272,9.9297e-07,0.58138,0.58138,0
0.3977,-0.95182,0.004495,0.00018139,-7.1437e-17,0,0,0.40282,1.0302e-06,0.28301,0.28301,0
0.39769,-0.99705,0.0047284,0.00039357,-6.2508e-17,0,0,0.40293,1.0426e-06,-8.5137e-14,-8.5137e-14,0
0.39769,-0.99655,0.0050878,0.00076804,0.0030897,1,0.00256,0.40304,1.0302e-06,-0.28301,-0.28301,0
0.39768,-0.99705,0.0050374,0.00081087,-0.00075294,1,-0.00128,0.40314,9.9297e-07,-0.58138,-0.58138,0
0.39767,-0.99655,0.0052552,0.0006629,-0.00044138,2,0.00128,0.40336,1.1419e-06,-0.67087,-0.67087,0
0.39765,-0.98561,0.0055189,0.00085504,-0.00075294,1,-0.00128,0.40357,1.1916e-06,-0.91856,-0.91856,0
0.39764,-0.99119,0.0053922,0.0007781,0.0030897,1,0.00256,0.40346,1.0302e-06,-1.0024,-1.0024,0
0.39762,-0.9824,0.0055576,0.00055061,-0.0015059,0,-0.00128,0.40368,4.3442e-07,0.18352,0.18352,0
0.3976,-0.97855,0.00568,0.00049848,-0.00066207,1,0,0.40378,5.4613e-07,0.05482,0.05482,0
0.39759,-0.9824,0.0056374,0.00042649,0.00037647,1,0,0.40378,5.4613e-07,0.05482,0.05482,0
0.39757,-0.99655,0.0057229,0.0004435,0.0015448,1,0.00128,0.40378,5.4613e-07,0.05482,0.05482,0
0.39755,-0.99705,0.0060019,0.00024544,1.3063e-16,0,0,0.40389,3.3513e-07,1.1547,1.1547,0
0.39753,-0.99655,0.0063826,0.0005739,0.0015448,1,0.00128,0.40389,3.3513e-07,1.1547,1.1547,0
0.39751,-0.99476,0.0066724,0.00070148,0.0018824,1,0.00128,0.40389,3.3513e-07,1.1547,1.1547,0
0.39749,-1,0.0067339,0.00061904,1.0564e-15,1,0,0.40421,1.3405e-06,1.9245,1.9245,0
0.39746,-0.99476,0.0067611,0.00059167,-0.0018824,0,-0.00128,0.40442,1.5888e-06,1.3037,1.3037,0
0.39744,-0.99655,0.0067287,0.00056102,-3.0121e-16,1,0,0.40442,1.5888e-06,1.3037,1.3037,0
0.39742,-0.99476,0.0065139,0.00040247,0.00037647,1,0,0.40453,1.8246e-06,0.99984,0.99984,0
0.3974,-1,0.0064888,0.00043368,-0.00066207,1,0,0.40474,1.9239e-06,0.61459,0.61459,0
0.39737,-0.99476,0.0064962,0.00043066,-0.0015059,0,-0.00128,0.40506,2.3335e-06,0.34139,0.34139,0
0.39735,-0.99655,0.0062214,0.00023033,-9.8824e-17,0,0,0.40506,2.3335e-06,0.34139,0.34139,0
0.39733,-0.99705,0.0063248,0.00040151,1.6051e-16,0,0,0.40517,2.1225e-06,0.26564,0.26564,0
0.39731,-0.99655,0.0071856,0.0015875,0.0046345,1,0.00384,0.40517,2.1225e-06,0.26564,0.26564,0
0.39729,-0.99705,0.0078436,0.0016826,0.0041412,1,0.00256,0.40517,2.1225e-06,0.26564,0.26564,0
0.39727,-0.99655,0.0083151,0.0011789,0.00088276,1,0.00128,0.40517,2.1225e-06,0.26564,0.26564,0
0.39725,-0.99705,0.0087405,0.00069043,-0.0018824,1,-0.00128,0.40517,2.1225e-06,0.26564,0.26564,0
0.39723,-0.99655,0.008706,0.0006413,0.00066207,1,0,0.40496,1.626e-06,0.40951,0.40951,0
0.39721,-0.9824,0.0088544,0.00078661,0.0030118,2,0.00256,0.40474,1.626e-06,0.74298,0.74298,0
0.3972,-0.97855,0.0089408,0.00065062,-0.00088276,1,-0.00128,0.40474,1.626e-06,0.74298,0.74298,0
0.39718,-0.97619,0.0086279,0.0010589,-0.0022588,1,-0.00128,0.40464,1.4398e-06,1.0245,1.0245,0
0.39717,-0.97304,0.0079541,0.0012688,-0.0046345,0,-0.00384,0.40453,1.2288e-06,1.3705,1.3705,0
0.39715,-0.99705,0.0071476,0.00081785,-0.0018824,0,-0.00128,0.40432,4.3442e-07,-0.33806,-0.33806,0
0.39715,-0.99655,0.0066839,0.0004484,-0.0015448,0,-0.00128,0.40432,4.3442e-07,-0.33806,-0.33806,0
0.39713,-0.99705,0.0065356,0.00019147,1.851e-16,0,0,0.40432,4.3442e-07,-0.33806,-0.33806,0
0.39713,-0.95182,0.0066906,0.00043483,0.0015448,1,0.00128,0.40432,4.3442e-07,-0.33806,-0.33806,0
0.39712,-0.97014,0.0068233,0.00038465,0.00037647,1,0,0.40442,3.9719e-07,-0.70711,-0.70711,0
0.39712,-0.92848,0.0070929,0.0003322,0.00088276,2,0.00128,0.40453,3.3513e-07,-1.1547,-1.1547,0
0.39712,-9.2505e-19,0.0073718,0.00038815,0.00037647,1,0,0.40474,4.3442e-07,-0.18352,-0.18352,0
0.39712,0.90972,0.00747,0.00041022,0.0015448,1,0.00128,0.40474,4.3442e-07,-0.18352,-0.18352,0
0.39713,0.9824,0.0076599,0.00016418,2.0875e-16,0,0,0.40485,2.9789e-07,0,0,0
0.39715,0.98735,0.0077417,8.2784e-05,-2.8621e-16,0,0,0.40496,4.3442e-07,0.18352,0.18352,0
0.39718,0.99015,0.0076174,0.00018595,2.7745e-16,0,0,0.40506,5.4613e-07,0.05482,0.05482,0
0.39721,0.98287,0.0073764,0.00047302,-0.0015448,0,-0.00128,0.40517,6.3302e-07,-0.14826,-0.14826,0
0.39725,0.98747,0.0072511,0.00043583,-0.00037647,1,0,0.40549,1.6384e-06,1.1394,1.1394,0
0.3973,0.99655,0.0072691,0.00046499,0.00066207,1,0,0.40549,1.6384e-06,1.1394,1.1394,0
0.39735,0.99744,0.0075084,0.00070369,0.0030118,2,0.00256,0.40549,1.6384e-06,1.1394,1.1394,0
0.39741,0.99379,0.0077224,0.00047827,0.00066207,1,0,0.4057,1.2909e-06,1.5086,1.5086,0
0.39747,0.99524,0.0077592,0.00042346,-0.00037647,1,0,0.40581,1.2288e-06,1.3705,1.3705,0
0.39753,0.99655,0.0079102,0.00055192,-3.1735e-16,1,0,0.40677,1.0295e-05,2.4849,2.4849,0
0.39761,0.99754,0.0078919,0.00053544,0.0018824,1,0.00128,0.40688,1.0282e-05,2.3867,2.3867,0
0.39769,0.99499,0.0082165,0.00065957,0.0015448,1,0.00128,0.40709,9.8845e-06,2.3451,2.3451,0
0.39777,0.99495,0.0088802,0.00077223,0.0030118,1,0.00256,0.4073,9.3876e-06,2.3524,2.3524,0
0.39785,0.99435,0.0086102,0.001095,-0.00022069,1,-0.00128,0.40656,1.8008e-05,0.14855,0.14855,0
0.39794,0.99578,0.0083062,0.0013696,-0.0026353,1,-0.00128,0.40634,1.8752e-05,0.26323,0.26323,0
0.39803,0.99655,0.007858,0.0014143,-0.0030897,1,-0.00256,0.40613,1.9398e-05,0.37841,0.37841,0
0.39812,0.99753,0.0078392,0.001377,0.0018824,1,0.00128,0.40581,1.8839e-05,0.60491,0.60491,0
0.39821,0.99809,0.009832,0.0039085,0.013916,2,0.01153,0.40581,1.8839e-05,0.60491,0.60491,0
0.39831,0.99844,0.010723,0.0034292,0.0045206,1,0.00128,0.40581,1.8839e-05,0.60491,0.60491,0
0.3984,0.99708,0.011165,0.0028713,-0.0030948,1,0.00128,0.4057,1.8901e-05,0.67777,0.67777,0
0.3985,0.99595,0.010493,0.0035128,-0.010553,0,-0.00897,0.4057,1.8901e-05,0.67777,0.67777,0
0.3986,0.9946,0.0068477,0.0042868,-0.012371,0,-0.01025,0.40496,8.1938e-06,-1.6937,-1.6937,0
0.39869,0.99595,0.0049916,0.0037005,-0.0075324,1,-0.00384,0.40496,8.1938e-06,-1.6937,-1.6937,0
0.39879,0.99708,0.0041417,0.0027986,-0.001319,1,-0.00384,0.40496,8.1938e-06,-1.6937,-1.6937,0
0.39888,0.99753,0.0036851,0.0022229,0.0090471,2,0.00769,0.40496,8.1938e-06,-1.6937,-1.6937,0
0.39898,0.99531,0.0049801,0.0012432,0.0022069,1,0.00128,0.40581,2.4204e-06,-0.13882,-0.13882,0
0.39907,0.9952,0.0055729,0.00025178,0.0015059,1,0.00128,0.40613,2.0852e-06,-0.39678,-0.39678,0
0.39916,0.99532,0.0056348,0.0002429,4.3146e-17,0,0,0.40645,1.5267e-06,-0.51461,-0.51461,0
0.39925,0.99857,0.0059771,0.00053869,0.0015059,1,0.00128,0.40656,1.2909e-06,-0.69395,-0.69395,0
0.39934,0.99824,0.0064552,0.0010752,0.0037517,2,0.00256,0.40666,1.0302e-06,-0.8596,-0.8596,0
0.39941,0.9955,0.0070556,0.0010525,0.0033882,2,0.00256,0.40677,7.4473e-07,-0.92952,-0.92952,0
0.39949,0.99402,0.0075764,0.000558,0.0015448,1,0.00128,0.40688,4.3442e-07,-0.33806,-0.33806,0
0.39957,0.99244,0.0078306,7.4354e-05,4.9087e-17,0,0,0.40688,4.3442e-07,-0.33806,-0.33806,0
0.39964,0.99148,0.0077777,0.00011715,2.3773e-17,0,0,0.40688,4.3442e-07,-0.33806,-0.33806,0
0.3997,0.99417,0.0077211,6.4624e-05,1.0635e-17,0,0,0.40677,4.4684e-07,-1.3005e-13,-1.3005e-13,0
0.39976,0.99379,0.0076185,0.00017043,2.1287e-16,0,0,0.40688,7.3232e-07,0.63991,0.63991,0
0.39982,0.99309,0.0072879,0.00058396,-0.0015059,0,-0.00128,0.40677,7.4473e-07,0.92952,0.92952,0
0.39987,0.992,0.0069012,0.00075874,-0.0022069,0,-0.00128,0.40688,1.0302e-06,0.8596,0.8596,0
0.39991,0.98734,0.0065403,0.00057314,-0.0015059,0,-0.00128,0.40677,1.0426e-06,1.1223,1.1223,0
0.39995,0.98563,0.0061854,0.00020872,6.8235e-17,0,0,0.40688,1.3281e-06,0.91253,0.91253,0
0.39999,0.99281,0.0061926,0.00022042,-1.2991e-16,0,0,0.40698,1.2909e-06,0.69395,0.69395,0
0.40003,0.99661,0.0063425,0.00031453,0.0015448,1,0.00128,0.40709,1.2288e-06,0.49338,0.49338,0
0.40006,0.99664,0.0065085,0.00041321,0.00037647,1,0,0.4073,1.3281e-06,0.16082,0.16082,0
0.4001,0.9913,0.0068793,0.00041551,0.0024276,2,0.00256,0.40741,1.1916e-06,0,0,0
0.40013,0.99083,0.0070465,0.00031706,-0.00075294,1,-0.00128,0.40762,1.1419e-06,-0.30824,-0.30824,0
0.40016,0.9913,0.0072027,0.00022582,0.0017655,2,0.00256,0.40773,1.2288e-06,-0.49338,-0.49338,0
0.40019,0.99705,0.0072115,0.00021137,-0.0022588,1,-0.00256,0.40794,1.0302e-06,-0.8596,-0.8596,0
0.40022,0.99655,0.0072658,0.00029868,0.0017655,2,0.00256,0.40784,9.9297e-07,-0.6261,-0.6261,0
0.40026,0.99705,0.0073427,0.00029355,-0.00075294,1,-0.00128,0.40805,7.4473e-07,-0.92952,-0.92952,0
0.40029,0.99655,0.007314,0.00030224,0.00088276,1,0.00128,0.40794,7.3232e-07,-0.63991,-0.63991,0
0.40031,0.99015,0.0075649,0.00032062,6.1425e-16,1,0,0.40805,4.4684e-07,1.301e-13,1.301e-13,0
0.40034,0.98724,0.0075205,0.00031631,0.00066207,1,0,0.40794,4.3442e-07,0.33806,0.33806,0
0.40037,0.99015,0.0076482,0.00037285,0.0011294,2,0.00128,0.40794,4.3442e-07,0.33806,0.33806,0
0.40039,0.99553,0.0079739,0.00042054,0.00066207,1,0,0.40794,4.3442e-07,0.33806,0.33806,0
0.40042,1,0.007957,0.00042272,0.0015059,1,0.00128,0.40826,2.1923e-06,2.1682,2.1682,0
0.40045,1,0.0079405,0.00044818,-0.0015448,0,-0.00128,0.40848,2.3436e-06,1.6704,1.6704,0
0.40047,0.99476,0.0078814,0.00046117,-0.00037647,1,0,0.40859,2.5319e-06,1.355,1.355,0
0.40049,0.98735,0.0075582,0.00030384,-0.00088276,1,-0.00128,0.40869,2.695e-06,1.0865,1.0865,0
0.40052,0.98724,0.0072537,0.00043946,-0.00037647,1,0,0.4088,2.8329e-06,0.85018,0.85018,0
0.40054,0.98724,0.0071624,0.00043375,-0.0015448,0,-0.00128,0.40891,2.6457e-06,0.79549,0.79549,0
0.40057,0.98724,0.0068376,0.00035916,1.0558e-16,0,0,0.4088,2.8329e-06,0.85018,0.85018,0
0.40059,0.98735,0.0069616,0.00056088,-1.0719e-16,0,0,0.40891,2.6457e-06,0.79549,0.79549,0
0.40061,0.99705,0.0079844,0.0019265,0.0060353,1,0.00513,0.40901,2.4338e-06,0.77077,0.77077,0
0.40063,0.98735,0.0087242,0.0020122,0.0057552,1,0.00257,0.40912,2.197e-06,0.79214,0.79214,0
0.40065,0.98724,0.0093672,0.0013228,0.0022706,1,0.00257,0.40923,1.9353e-06,0.89109,0.89109,0
