@relation '<eda-dataset>-weka.filters.supervised.instance.SMOTE-C0-K5-P1000.0-S1-weka.filters.supervised.instance.SpreadSubsample-M2.0-X0.0-S1-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.attribute.Remove-R3-4,6,9-11'

@attribute scl_mean numeric
@attribute scl_correlation numeric
@attribute eda_slope numeric
@attribute eda_difference numeric
@attribute eda_mean numeric
@attribute class {0,1}

@data
0.14177,-1,0.00206,0.00129,0.14637,0
0.16197,0.999668,0.003187,0.002564,0.18748,1
0.316709,0.999321,-0.000163,-0.000998,0.322172,1
0.30606,0.99438,0.001536,0.00128,0.31176,0
0.15578,0.92848,-0,0,0.158,0
0.42519,0.99705,0.001138,0.00129,0.43005,0
0.31992,0.99591,-0.006144,-0.00384,0.3251,0
0.1365,0,-0,0,0.13853,0
0.321572,-1,0.001754,0.000109,0.325951,1
0.12574,1,0,0,0.12763,0
0.31904,0,-0.001911,-0.000961,0.323649,1
0.32783,0.99655,0.002207,0.00128,0.33001,0
0.12625,1,-0.001028,0,0.12795,1
0.12461,1,-0.002048,-0.00128,0.12731,0
0.21613,0.99997,0.003072,0.00256,0.22549,0
0.10588,-0.98978,-0.001536,-0.00128,0.10809,0
0.099581,1,0.002047,0.00256,0.102,0
0.16442,0.993,-0.005743,-0.00256,0.16707,0
0.15153,0.99553,0.001986,0,0.15416,0
0.1175,0.99705,-0.001024,-0.00128,0.11919,0
0.320244,0.974761,-0.000798,-0.00056,0.325067,1
0.10915,0.89443,0.001536,0.00128,0.11097,0
0.290689,0.990977,-0.000249,-0.001123,0.266249,1
0.40742,0.9952,-0.004897,-0.00128,0.41361,0
0.13504,-0.99655,-0.000221,-0.00128,0.13714,0
0.12078,0,-0.000097,0,0.129996,1
0.136216,0.99976,-0.000553,0,0.098493,1
0.16505,0.99705,-0.000376,0,0.16761,0
0.151705,0.996045,-0.001631,-0.0014,0.15423,1
0.117559,0.98978,-0.000016,-0.000783,0.121858,1
0.116344,0.990297,-0.001917,-0.00128,0.11844,1
0.16438,0.99357,0.000662,0,0.16739,0
0.11711,-1,-0.001536,-0.00128,0.11855,0
0.33384,0.99894,-0.003978,0,0.3393,0
0.23132,0.99897,0.00256,0.00128,0.23702,0
0.12501,0.99295,-0.002428,-0.00256,0.12677,0
0.1432,-0.92848,0,0,0.14579,0
0.37237,-0.99705,-0.000756,0,0.37752,0
0.319202,0.999867,0.000346,0,0.323426,1
0.153693,0.999565,-0.003518,-0.001378,0.160233,1
0.151141,1,-0.003508,-0.00256,0.153186,1
0.318511,-0.999616,-0.001341,-0.00128,0.323913,1
0.14563,-0.75048,-0.000883,-0.00128,0.14712,0
0.15239,-0.99708,0.00244,0.00257,0.15683,0
0.18081,1,0.001536,0.00128,0.18513,0
0.13418,-0.99893,-0.001536,-0.00128,0.13612,0
0.11345,0.98995,0.004608,0.00384,0.11514,0
0.11171,-0.99228,0.003072,0.00256,0.11482,0
0.170352,0.986295,0.002643,0.00256,0.298499,1
0.1544,-0.99705,0.003012,0.00256,0.15704,0
0.10983,0.99705,-0.001028,0,0.11289,0
0.279678,0.998469,0.000233,0.00012,0.154039,1
0.12791,0.99655,0.002886,0.00129,0.12923,0
0.106815,0.999454,-0.00004,0.001256,0.142027,1
0.11352,0.98271,0.000512,0,0.11471,0
0.13828,-0.99705,-0.001506,-0.00128,0.14109,0
0.319153,-0.998441,-0.000562,0.000152,0.325431,1
0.12915,-0.85749,0.001506,0.00128,0.1318,0
0.09453,0.99958,0.001026,0.001282,0.096764,0
0.151693,0.996735,0.004141,0.00128,0.154053,1
0.319499,0.999312,0.001536,0.00128,0.324462,1
0.1215,0.91287,0.001548,0.00129,0.12331,0
0.317493,0.998647,0.003234,0.001478,0.324602,1
0.321288,-0.999997,-0.000023,-0.001128,0.324179,1
0.124326,0.959655,-0.003609,-0.003305,0.121629,1
0.086747,0.99989,0.001025,0,0.089715,0
0.13638,0.85749,-0.001129,-0.00128,0.13853,0
0.12057,-0.99119,-0,0,0.12283,0
0.11632,0.98978,0,0,0.11855,1
0.36674,0.99407,0.005656,0.00641,0.37122,0
0.10841,0.94868,0,0,0.10969,0
0.124179,0,0.001704,0,0.128892,1
0.11637,0.98978,-0.001536,-0.00128,0.11844,1
0.13983,0.99864,0.004608,0.00384,0.1422,0
0.31903,-0.91287,-0.001024,0,0.32403,1
0.126354,0.955025,-0.004091,-0.003203,0.127957,1
0.10745,0.99846,-0.003072,-0.00256,0.11011,0
0.10409,1,-0,0,0.10712,0
0.319144,-0.996794,-0.001835,-0.00128,0.323943,1
0.32599,-0.99876,-0.001138,-0.00129,0.33257,0
0.281434,-0.79232,-0.000264,0,0.132702,1
0.12547,0.99655,-0.000662,0,0.12795,0
0.320733,-0.990732,-0.000557,0.000245,0.325661,1
0.1276,-0.94868,0.002064,0.00129,0.1287,0
0.321067,-0.962238,0.000891,-0.000574,0.325982,1
0.15074,-0.99655,0.002207,0.00128,0.1532,0
0.15743,-0.99705,-0.001882,-0.00128,0.16014,0
0.3174,0.957572,-0.003063,-0.001345,0.324419,1
0.321014,-0.814892,0.002774,0.002309,0.326261,1
0.10021,0.99846,0.000512,0,0.10232,0
0.098221,0.99885,-0.001538,-0.001282,0.10072,0
0.13871,0.99705,0.001129,0.00128,0.14055,0
0.13986,-0.98561,-0.000376,0,0.14162,0
0.092571,0.998129,-0.005147,-0.002927,0.109776,1
0.11648,-1,0.004608,0.00256,0.1185,0
0.13603,-0.75048,0.001545,0.00128,0.13778,0
0.11481,-0.98271,0.001024,0.00128,0.1161,0
0.15713,0.99989,0.000512,0,0.16111,0
0.11959,-0.91287,0.000516,0,0.12144,0
0.139144,0.990682,0.001255,0.000582,0.142474,1
0.099104,-0.99994,-0.000512,-0.00128,0.10317,0
0.31747,0.999443,0.001704,0.00631,0.322984,1
0.33916,-0.97304,0.011709,0.01025,0.34677,0
0.1147,0.99705,0.002048,0.00128,0.11716,0
0.14183,0.99936,0.000512,0,0.14487,0
0.3331,0.99705,0.000753,0.00128,0.33791,0
0.13428,-1,0.00256,0.00128,0.13665,0
0.318265,0.999078,0.007101,0.000891,0.324183,1
0.12306,-1,0,0,0.12539,0
0.10079,0.99978,0.001536,0.00128,0.10413,0
0.104489,1,-0.000732,-0.000354,0.10584,1
0.15751,-0.92848,0.000662,0,0.16014,0
0.12824,-0.99705,-0.000376,0,0.1303,0
0.120005,0,-0.000502,0.001179,0.128541,1
0.10381,1,-0.001548,-0.00129,0.10584,0
0.143,-0.89443,0,0,0.14701,0
0.16335,0.99705,-0.002259,-0.00128,0.16611,0
0.12656,0.98978,-0.001536,-0.00128,0.12843,0
0.13385,0.7746,0.002048,0.00128,0.13644,0
0.10249,-0.92338,-0.001024,-0.00128,0.10402,0
0.12848,-0.99655,-0.002207,-0.00128,0.1303,0
0.11679,0.99908,0,0,0.11908,0
0.14061,-0.99655,0.001545,0.00128,0.14247,0
0.11076,0.99591,0.003084,0.00257,0.11375,0
0.15299,0.99281,0.002635,0.00256,0.15565,0
0.11402,1,-0.000512,0,0.11684,0
0.318344,0.998894,0.00282,0.000027,0.322135,1
0.31829,0.99906,-0.001028,0,0.32232,1
0.11059,1,0.003084,0.00257,0.1131,0
0.11838,0,-0.002922,-0.001264,0.12047,1
0.11998,0.99726,-0.003088,-0.00129,0.12235,0
0.1511,1,0.001506,0.00128,0.15309,1
0.15037,0.99655,-0.001545,-0.00128,0.15394,0
0.11841,0.98978,0.001548,0.00129,0.12144,0
0.318833,0.999292,0.002341,0.002854,0.324721,1
0.14505,0.99655,0.002207,0.00128,0.14722,0
0.321246,-0.998666,-0.001191,0.001638,0.324674,1
0.16707,1,0,0,0.17093,0
0.13198,0.99924,0.00462,0.00385,0.13495,0
0.1254,0,0.001536,0.00128,0.12688,0
0.14062,-0.98561,-0.001506,-0.00128,0.1429,0
0.35634,-0.99664,0,0,0.36204,0
0.26113,0.94388,0.001536,0.00128,0.26445,0
0.097777,-0.99438,0.002564,0.001282,0.099968,0
0.318378,0.999645,-0.003587,-0.003502,0.324308,1
0.29817,0.99987,0.003596,0.00129,0.30118,0
0.13726,-0.79212,0.001129,0.00128,0.13927,0
0.12545,0.98978,0.000512,0,0.12784,0
0.13922,0,0.00309,0.00256,0.14151,0
0.38889,0.99254,-0.000753,-0.00128,0.39674,0
0.12464,-0.99655,0.003985,0.00385,0.12688,0
0.202883,0.998403,-0.002225,-0.001774,0.266976,1
0.208033,-0.967262,0.002881,0.00266,0.133757,1
0.135321,1,0.002416,0.00128,0.14932,1
0.11678,0.99705,-0.000508,-0.00128,0.11887,0
0.140406,0.991274,-0.001078,-0.000373,0.242359,1
0.14262,0.91915,0.006191,0.00513,0.14408,0
0.27115,1,0.002048,0.00128,0.27524,0
0.321579,-0.998999,0.004601,0.00128,0.325766,1
0.15879,0.93076,0.003012,0.00256,0.16259,0
0.116228,0.98978,-0.000203,0,0.11844,1
0.321561,-1,0.000488,0.000256,0.326045,1
0.260062,-0.977445,-0.002488,-0.001853,0.317312,1
0.321443,-1,0.001227,0.00128,0.325948,1
0.1505,0.95182,-0,0,0.15352,0
0.135853,0.999136,-0.000443,0.000328,0.147114,1
0.1443,-0.98978,0.000512,0,0.14797,0
0.11662,0.99864,0,0,0.1201,0
0.1241,1,-0,0,0.12763,0
0.1637,0.99119,-0.003102,-0.00257,0.16707,0
0.153216,0.99962,-0.001045,-0.002545,0.154094,1
0.13933,-0.89009,0.002385,0.00128,0.164164,1
0.11747,0.98271,0.001024,0.00128,0.1193,0
0.12065,0.947649,-0.004146,-0.00115,0.121052,1
0.14417,0.99228,-0.001024,-0.00128,0.1469,0
0.13949,-0.99944,-0,0,0.1413,0
0.34394,0.99632,0.006024,0.00512,0.34816,0
0.144312,1,0.001038,-0.000318,0.136862,1
0.11999,0,-0.003752,-0.00256,0.124,0
0.243005,1,0.001436,0,0.235143,1
0.318733,0.99951,0.001712,0.00128,0.32414,1
0.122095,1,0.001507,0.00128,0.149875,1
0.11371,-0.98995,-0.002048,-0.00128,0.11492,0
0.24554,-0.89443,0.004096,0.00256,0.25164,0
0.32247,0.99726,-0.002048,-0.00128,0.32723,0
0.171943,0.997239,0,0,0.284434,1
0.3136,0.98978,0.004112,0.00257,0.32115,0
0.319301,0.999919,0.000543,0.000682,0.324889,1
0.098733,0.99228,-0.001538,-0.001282,0.10104,0
0.14214,0.99864,0,0,0.14551,0
0.12637,1,0.004608,0.00384,0.128,0
0.111327,0.957417,-0.003815,-0.003344,0.095762,1
0.14294,1,0,0,0.14648,0
0.11545,0.99864,0.000512,0,0.1178,0
0.147836,0.987486,0.001864,0.002327,0.15214,1
0.318295,-1,0.002033,0.00128,0.32382,1
0.16178,-0.97304,0,0,0.16494,0
0.12441,0.97619,-0,0,0.12645,0
0.1401,-0.99228,-0.004096,-0.00384,0.14177,0
0.22561,1,-0.002048,-0.00128,0.22986,0
0.1178,0.89443,0.00256,0.00128,0.12138,0
0.318314,-1,-0.001345,-0.000364,0.32382,1
0.16038,0.99705,0.001506,0.00128,0.16334,0
0.10783,-1,-0.002048,-0.00128,0.10969,0
0.10169,-0.99655,-0,0,0.10466,0
0.198061,0.983611,-0.000318,-0.000996,0.15528,1
0.161188,0.988781,0.00044,0,0.156086,1
0.13339,0.862878,-0.003676,-0.002006,0.1448,1
0.13292,-0.85749,-0.001132,0,0.13532,0
0.16211,0.91915,-0.002428,-0.00256,0.16505,0
0.13493,-0.99119,0.001329,0,0.13639,0
0.317885,-0.999785,-0.00256,-0.00256,0.323957,1
0.173844,1,0.00518,0.004969,0.24576,1
0.318945,0.999379,0.001703,0.00128,0.324703,1
0.1083,0.89443,0.004608,0.00256,0.11065,0
0.11621,0.995243,-0.000465,0.001167,0.11844,1
0.23989,0.98995,-0.000512,-0.00128,0.24342,0
0.211181,-0.965606,0.000466,-0.000097,0.188789,1
0.11177,0.99438,-0.003596,-0.00257,0.11471,0
0.316668,0.999585,-0.001566,-0.001092,0.322889,1
0.31854,-0.99908,-0.001024,-0.00128,0.32393,1
0.14032,-0.99887,0,0,0.14237,0
0.1503,0.79212,0.000753,0,0.15256,0
0.320889,1,-0.000032,-0.000907,0.325373,1
0.12184,0.94388,-0.001536,-0.00128,0.12459,0
0.116289,1,-0.002524,-0.001545,0.112287,1
0.38678,0.99661,0.002207,0.00128,0.39289,0
0.10694,-1,-0.001024,-0.00128,0.10926,0
0.13025,-0.99087,0,0,0.13302,0
0.1081,0.98271,0.001536,0,0.11086,0
0.092404,0.99547,-0,0,0.093987,0
0.11275,-0.98995,-0.000512,0,0.1146,0
0.13439,0.97619,-0.001518,-0.00129,0.13692,0
0.10093,0,-0,0,0.10264,0
0.37229,0.9904,-0.002202,-0.00512,0.37624,0
0.092456,1,-0.00205,-0.001281,0.093987,0
0.12384,0.7746,0.001536,0.00128,0.12726,0
0.12704,0.99655,0.000667,0,0.12902,0
0.10433,-0.98995,-0.000516,0,0.10745,0
0.12666,0.7746,-0.000512,0,0.12928,0
0.12029,1,0.000512,0,0.12272,0
0.248723,0.999396,-0.002737,-0.001268,0.190876,1
0.31768,0.999923,0.000132,0.000599,0.32189,1
0.13593,1,-0.004096,-0.00384,0.13996,0
0.11481,-0.89443,0.002048,0.00128,0.11738,0
0.11701,-0.99827,0.00256,0.00128,0.11866,0
0.317311,0.999148,-0.000383,-0.000543,0.321939,1
0.321098,-0.043184,-0.00261,-0.001917,0.326271,1
0.12923,-0.76898,-0.000909,-0.000105,0.131084,1
0.11732,-1,-0.001536,-0.00128,0.11962,0
0.318695,-0.999061,-0.000061,-0.000699,0.32382,1
0.10956,1,0.001536,0.00128,0.11235,0
0.12821,-0.99664,0.001506,0.00128,0.12988,0
0.10677,-0.99591,-0.001024,-0.00128,0.10969,0
0.24549,1,0.00462,0.00385,0.24812,0
0.12795,0.92848,-0.000228,-0.00129,0.12977,0
0.14548,0.9913,-0,0,0.14797,0
0.11563,0.94388,-0.002048,-0.00128,0.11807,0
0.13593,-0.99705,-0,0,0.13943,0
0.1515,1,-0,0,0.15449,0
0.13608,-0.93076,0.002635,0.00256,0.13863,0
0.148096,0.992561,0.001025,0.000839,0.126104,1
0.16528,0.99965,0.004108,0.00385,0.16922,0
0.125273,0.990037,-0,0,0.120204,1
0.181928,0.999355,0.001537,0.000026,0.315597,1
0.3846,0.99555,0.003765,0.00256,0.39215,0
0.31677,0.99954,-0.000512,0,0.32265,1
0.11166,0.98271,-0,0,0.11321,0
0.10142,0.98978,-0.000512,0,0.10274,0
0.20144,0.99999,0,0,0.213,0
0.21031,1,0.002048,0.00128,0.22581,0
0.13751,-0.79212,0.000376,0,0.13917,0
0.15609,0.99277,-0.002428,-0.00256,0.15832,0
0.12537,0.99655,-0.001991,0,0.12891,0
0.32051,0.999433,0.001835,0.00128,0.324324,1
0.319127,1,0.003306,0.000762,0.323433,1
0.11838,0,-0.000193,0,0.12047,1
0.33862,0.99722,0.003403,0.00257,0.34336,0
0.318525,-0.999647,-0.00139,-0.00128,0.323825,1
0.11677,0.7746,0.004108,0.00385,0.11866,0
0.12866,-0.93076,0.003388,0.00256,0.13148,0
0.09872,0.98995,-0.001538,-0.001282,0.10104,0
0.14861,0.95954,0.003388,0.00384,0.15064,0
0.10953,0.99655,0,0,0.11193,0
0.12671,-0.89443,-0.003072,-0.00256,0.12971,0
0.32906,-0.98561,-0.000388,-0.00129,0.33439,0
0.1167,-0.94388,0.003084,0.00257,0.11989,0
0.092677,1,-0.00188,0.001081,0.095561,1
0.37259,-0,0.003765,0.00256,0.37763,0
0.079618,0.99998,0.002051,0.001282,0.081704,0
0.11404,-0.99228,0.000512,0,0.11631,0
0.319754,0.99939,0.003188,0.002471,0.32447,1
0.11453,0.98978,0.000512,0,0.11684,0
0.11457,-0.99782,-0,0,0.11684,0
0.105083,0.997759,-0.002157,-0.002154,0.12845,1
0.12152,-0.98271,-0.000512,0,0.12502,0
0.12504,-0.99015,-0.001509,0,0.12688,0
0.318671,-0.999784,0.001849,0.000871,0.32382,1
0.12901,-0.95182,0.001545,0.00128,0.13137,0
0.25419,0.99987,-0,0,0.26008,0
0.12845,-0.99705,0.002259,0.00256,0.13073,0
0.098841,-0.99924,-0.001024,-0.00128,0.10349,0
0.16209,-0.75048,-0.001545,-0.00128,0.1643,0
0.37905,0.99309,-0.000376,0,0.38563,0
0.11662,1,-0.002048,-0.00128,0.11951,0
0.11386,0.7746,0.001536,0.00128,0.11631,0
0.379,0.993,-0,0,0.38553,0
0.11482,-0.89443,0.00256,0.00256,0.11716,0
0.124702,0.975747,-0.002733,-0.002393,0.113422,1
0.2612,1,0.001024,0.00128,0.26488,0
0.26623,0.99846,-0,0,0.27022,0
0.15978,-1,0,0,0.16281,0
0.151765,0.996911,-0.001628,-0.000514,0.15405,1
0.315662,0.999564,-0.000029,-0.006907,0.321586,1
0.15177,0.93076,0.000753,0,0.15394,1
0.14011,-0.99726,0.001536,0.00128,0.14241,0
0.12811,0.99258,0.000662,0,0.1318,0
0.116861,0.96684,-0.002349,-0.003077,0.119047,1
0.318911,-0.999847,-0.00365,-0.00128,0.324048,1
0.13875,0.85749,-0,0,0.14173,0
0.088069,1,-0.003076,-0.002563,0.090462,1
0.103165,0.999997,0.001582,0.001281,0.100661,1
0.12634,0.984686,0.001762,0.001284,0.127998,1
0.318115,0.999519,0.000587,0.00476,0.322602,1
0.13481,0.9824,-0.003024,-0.00257,0.1366,0
0.25127,0.998666,0.004162,0.001208,0.259949,1
0.10354,1,0.001548,0.00129,0.10563,0
0.32161,-0.99907,0.003341,0.00128,0.325794,1
0.098711,1,0.000512,0,0.10072,0
0.12194,0.98995,0.00256,0.00256,0.12534,0
0.12934,0.99083,-0.000376,0,0.13276,0
0.13514,-0.75048,-0.001545,-0.00128,0.13746,0
0.32164,0.99846,0.002048,0.00128,0.32681,0
0.128084,-0.789855,-0.003203,-0.001716,0.130753,1
0.11052,0,0.000512,0,0.11225,0
0.274126,-0.998367,-0.002503,-0.001327,0.318254,1
0.11472,-0.98271,-0,0,0.11631,0
0.11838,0,0.00037,0,0.12047,1
0.317479,1,0.001548,0.001289,0.322464,1
0.32159,-1,0.002048,0.00128,0.32595,1
0.12069,-0.97304,-0.000662,0,0.12283,0
0.1575,0.75048,-0.003985,-0.00385,0.16067,0
0.318891,-0.997217,-0.00304,-0.001357,0.324109,1
0.12176,-0.94388,0.000512,0,0.12363,0
0.39596,0.9904,0,0,0.40282,0
0.317879,-0.999459,-0.002982,0.002062,0.323898,1
0.13052,0.99838,0.001024,0,0.13312,0
0.38526,0.99578,0,-0.00128,0.39204,0
0.318069,0.999528,0.000611,0.000102,0.324633,1
0.210412,0.999622,-0.001374,-0.001196,0.243877,1
0.162994,-0.866801,-0.000258,0,0.194456,1
0.12588,0.93076,-0.000756,0,0.12816,0
0.319046,0.891033,0.000978,-0.000667,0.324076,1
0.321149,-0.99578,0.005602,0.005945,0.32531,1
0.12631,0.99228,0.001536,0.00128,0.127887,1
0.317078,1,0.001423,0.001183,0.322456,1
0.1143,0.99782,-0.001536,-0.00128,0.11652,0
0.130515,0.999995,-0.001365,-0.001106,0.147497,1
0.11665,0.98271,-0.000512,-0.00128,0.1185,0
0.13179,0.98561,0.002647,0.00257,0.13446,0
0.14103,-0.89443,-0.00256,-0.00128,0.14348,0
0.26591,0.99782,0.008192,0.0064,0.26958,0
0.14127,0.99838,-0.000512,0,0.1438,0
0.3191,1,0.002052,0,0.32329,1
0.13379,0.94388,0.006144,0.00512,0.13623,0
0.41015,0.99457,0.000376,0,0.41233,0
0.318549,0.996922,0.000923,0.00128,0.322843,1
0.145882,0.998285,0.003316,0.00256,0.158165,1
0.12821,-0.99705,0.005647,0.00384,0.13084,0
0.11999,0.85749,-0,0,0.12357,0
0.40882,-0.99873,-0.001506,-0.00128,0.41798,0
0.14318,-0.75048,-0.000221,-0.00128,0.14579,0
0.303195,0.998533,0.004749,0.003899,0.206804,1
0.11255,1,0.000512,0.00128,0.11556,0
0.274343,0.987285,0.003072,0.002565,0.307358,1
0.14988,0.93076,0.001129,0.00128,0.1532,0
0.09652,0.99995,0.001026,0.001282,0.098686,0
0.25927,0.9998,-0.001536,-0.00128,0.26478,0
0.13229,-0.99908,-0,0,0.13601,0
0.11689,0,0.00462,0.00385,0.11887,0
0.12573,-0.99655,0.004647,0.00385,0.1288,0
0.15627,0.99935,-0.003321,0.000248,0.157478,1
0.12238,-0.99655,0.002428,0.00256,0.12571,0
0.11017,0.89443,-0.000508,-0.00128,0.11278,0
0.31631,0.99951,-0.000512,0.00128,0.32254,1
0.12851,0.9904,0,0,0.13084,0
0.18566,-0.89443,0.001536,0.00128,0.19165,0
0.32104,1,-0.000512,0,0.32574,1
0.16257,0.97304,-0.001545,-0.00128,0.16547,0
0.151524,0.994353,0.001069,-0.002553,0.260022,1
0.10518,0.99906,-0.000512,0,0.10809,0
0.38723,0.9824,0.000376,0,0.39375,0
0.12493,0.99906,-0.001536,-0.00128,0.12747,0
0.32309,0.99271,-0.003322,-0.00385,0.33012,0
0.10838,0.94868,-0.000512,0,0.11011,0
0.31904,0,-0.000869,-0.00065,0.32371,1
0.33592,0.99705,-0,0,0.3456,0
0.12924,0,-0,0,0.13094,1
0.15996,-0.98724,-0.002869,-0.00128,0.16259,0
0.13575,-0.99705,0.004096,0.00256,0.13793,0
0.16125,-0.99705,0.001129,0.00128,0.16462,0
0.35637,0.99696,-0.000221,-0.00128,0.36246,0
0.32861,-0.91915,-0.002648,0,0.33418,0
0.319009,-0.930212,0.003131,0.006171,0.323991,1
0.16048,0.99655,0.002207,0.00128,0.16313,0
0.10251,0,0.003084,0.00257,0.10424,0
0.10013,0,-0.001024,-0.00128,0.10232,0
0.12052,1,0,0,0.1224,0
0.12978,0.99951,0.003072,0.00256,0.13184,0
0.097768,0.98271,0.001025,0,0.10007,0
0.090063,0.9994,-0.001538,-0.001282,0.092812,0
0.23477,1,-0.000004,0.00128,0.24043,0
0.318594,1,-0.000483,-0.001247,0.322,1
0.11444,-1,0.000512,0.00128,0.11695,0
0.318081,0.999039,0.000252,0.000969,0.322222,1
0.12681,0.7746,-0.000512,0,0.1295,0
0.317575,0.999928,-0.000193,-0.000756,0.32364,1
0.25602,0.99864,0.006144,0.00512,0.26115,0
0.252591,0.998184,0.001854,0.001185,0.204487,1
0.1405,0.99655,-0,0,0.14333,0
0.250647,0.997084,0.000326,-0.00081,0.158981,1
0.121842,0,-0.000359,0.000608,0.12887,1
0.227212,0.999621,-0.003317,-0.00256,0.189965,1
0.1332,0.97304,0.000667,0,0.13617,0
0.14051,-0.99119,-0.004426,-0.00257,0.1428,0
0.32088,0.999051,0.000269,0,0.325062,1
0.15886,0.9824,0.002259,0.00128,0.16259,0
0.128563,0.994777,-0.001326,-0.000842,0.321785,1
0.098622,0.99992,-0.000513,0,0.10093,0
0.10624,-1,0.00256,0.00128,0.10841,0
0.12267,-0.92848,0.001324,0,0.12464,0
0.317167,0.99993,-0.004707,-0.000895,0.321624,1
0.24569,-0.98978,0.002048,0.00128,0.24951,0
0.13896,-0.99476,-0.001882,-0.00128,0.14183,0
0.38544,0.99578,-0.001506,-0.00128,0.39257,0
0.35041,1,-0.001129,0,0.35766,0
0.25701,0.99591,-0.003076,-0.00128,0.26243,0
0.318579,-0.999366,0.000467,0.000525,0.32382,1
0.14044,-0.99119,-0.000883,-0.00128,0.14226,0
0.12835,0.99705,0.002259,0.00256,0.13073,0
0.141399,-0.882651,-0.000826,0,0.242486,1
0.1328,0.99655,-0.000662,0,0.13767,0
0.32206,0.99906,0.001536,0.00128,0.32734,0
0.13215,0.98724,-0.000376,0,0.13457,0
0.11729,-0.94388,0.000004,-0.00128,0.12053,0
0.12679,-0.98561,0.001506,0.00128,0.13009,0
0.13444,0,-0.000233,-0.00129,0.13671,0
0.38681,0.99664,-0,0,0.393,0
0.19268,-0.99985,-0.001536,-0.00128,0.19794,0
0.25716,0.99726,-0.000512,0,0.26317,0
0.31798,-0.99893,-0.001032,-0.00129,0.32147,0
0.221517,0.973135,0.001063,0.000794,0.315986,1
0.14414,0.98271,-0.001536,-0.00128,0.1468,0
0.10533,0.99893,-0.001536,-0.00128,0.10809,0
0.12671,0.99228,0.000512,0,0.12907,0
0.10335,0.99815,0.001357,0.00128,0.151803,1
0.11003,0.99838,0.000516,0,0.1131,0
0.12553,1,0.001536,0.00128,0.12822,0
0.11341,0.89443,-0.000512,0,0.11599,0
0.225955,-0.97039,-0.005551,-0.003558,0.180117,1
0.10374,1,-0.002064,-0.00129,0.10606,0
0.31828,0.999561,-0.001834,-0.003252,0.322767,1
0.11032,-0.98995,-0.001024,-0.00128,0.1115,0
0.10622,-1,0,0,0.10851,0
0.15624,0.99015,0.000756,0,0.15875,0
0.11973,-1,0.002064,0.00129,0.12122,0
0.3715,-0.99655,-0.000883,-0.00128,0.37987,0
0.318995,-0.998786,0.000824,-0.000787,0.324112,1
0.10727,0.99228,-0.000512,0,0.11075,0
0.12534,0.99228,-0.004092,-0.00384,0.12752,0
0.128097,-0.800368,0.000437,0,0.130726,1
0.12413,-0.97855,-0.001545,-0.00128,0.12709,0
0.12327,-0.9997,0.001986,0,0.12603,0
0.11276,1,-0.003072,-0.00256,0.11482,0
0.319055,0.969444,0.00106,0.000657,0.324083,1
0.14372,1,-0.001548,-0.00129,0.14626,0
0.19037,0.99803,0.006668,0.00513,0.20178,0
0.14126,0.99782,-0.001024,-0.00128,0.14391,0
0.18583,-0.98995,-0.001536,-0.00128,0.19015,0
0.13327,-0.95182,-0.003536,-0.00128,0.13607,0
0.321905,-0.99951,0.000789,0.002106,0.326023,1
0.12924,0,0.002184,0.00128,0.13073,1
0.11324,-0.7746,-0.00256,-0.00256,0.11503,0
0.32041,0.794847,0.00061,-0.000473,0.324431,1
0.318011,0.995017,0.001821,0.001161,0.32177,1
0.10729,1,-0.001536,-0.00128,0.11001,0
0.11686,0.98995,0.002048,0.00128,0.11866,0
0.116207,0.998173,0,0,0.11844,1
0.12641,0.7746,0.000512,0,0.12773,0
0.31554,-0.7746,0.001548,0.00129,0.32115,0
0.14205,0.9824,-0.000379,0,0.14408,0
0.11641,0.89443,-0.002048,-0.00128,0.11908,0
0.13604,-0.98271,0.004608,0.00256,0.139,0
0.13463,-0.79212,0,0,0.13746,0
0.318403,0.997639,-0.003584,-0.002944,0.322522,1
0.12728,-1,-0,0,0.12891,0
0.316109,0.999965,0.002539,0.000342,0.322343,1
0.11364,-0.99438,-0,0,0.11695,0
0.318813,-0.999901,0.001888,0.00128,0.32364,1
0.14735,0.92848,0.002207,0.00128,0.15,0
0.10529,0.99931,0.003072,0.00256,0.10777,0
0.11329,1,-0,0,0.11503,0
0.320817,0.99893,-0.000309,0,0.3251,1
0.317453,0.999138,0.001283,0.000829,0.322322,1
0.31637,1,-0.002064,-0.00129,0.3204,0
0.33835,-0.90972,0.000662,0,0.34197,0
0.12691,1,-0.00718,-0.00513,0.12992,0
0.12364,0.98735,0.001324,0,0.1256,0
0.098723,0.98995,0.002051,0.001282,0.10136,0
0.12527,-0.99974,-0.003596,-0.00257,0.12859,0
0.12262,0,-0,0,0.12571,0
0.273124,0.999766,0.002345,0.001321,0.242721,1
0.15046,0.99015,-0.001882,-0.00128,0.1532,0
0.31569,0.9996,-0.003588,0,0.32169,1
0.10874,1,0.002048,0.00256,0.1115,0
0.099553,0.95917,0.000512,0,0.10136,0
0.33468,0.99944,0.001506,0.00128,0.33791,0
0.32105,1,0.000512,0,0.32574,1
0.31904,-0.667879,0.00271,0.001664,0.323929,1
0.27316,0.99591,0.010256,0.00769,0.27812,0
0.15587,0.99655,0.00244,0.00257,0.15779,0
0.11554,0.98271,0.001536,0.00128,0.11759,0
0.31904,-0.002653,0.002895,0.00188,0.323922,1
