@relation '<eda-dataset>-weka.filters.supervised.instance.SMOTE-C0-K5-P1000.0-S1-weka.filters.supervised.instance.SpreadSubsample-M2.0-X0.0-S1-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.attribute.Remove-R3-4,6,9-11'

@attribute scl_mean numeric
@attribute scl_correlation numeric
@attribute eda_slope numeric
@attribute eda_difference numeric
@attribute eda_mean numeric
@attribute class {0,1}

@data
0.12813,0.97304,-0.001545,-0.00128,0.12998,0
0.27182,0.99931,-0.002048,-0.00128,0.27556,0
0.1131,0.94388,-0.000512,0,0.11503,0
0.244323,-0.997289,-0.000306,-0.000793,0.234238,1
0.096721,0.99941,0.004614,0.003845,0.098473,0
0.320329,0.970227,-0.001536,-0.00128,0.325607,1
0.151759,0.996636,0.000121,-0.000833,0.15405,1
0.11382,-1,0.001536,0.00128,0.11642,0
0.33449,0.99655,-0.000883,-0.00128,0.34143,0
0.12665,-0.99655,-0.000429,0.00129,0.12923,0
0.239458,0.999621,-0.00132,-0.0016,0.220356,1
0.12511,1,0,0,0.12699,0
0.31471,-0.99982,-0.001028,0,0.32115,0
0.11567,-1,0.001024,0.00128,0.11765,0
0.15056,0,0.000662,0,0.15341,0
0.1163,-0.7746,0.001536,0.00128,0.11989,0
0.11656,0.94868,-0.000512,0,0.1194,0
0.191239,0.99913,-0.003512,0.001283,0.312264,1
0.2385,0.99911,0.006144,0.00512,0.24514,0
0.31807,0.99954,-0.000512,0.00128,0.32467,1
0.10801,-0.94868,0.00256,0.00256,0.11011,0
0.12056,1,0.00206,0.00129,0.12288,0
0.12516,0.99838,-0.001536,-0.00128,0.12747,0
0.15033,0.97619,-0.000376,0,0.15277,0
0.10077,-1,-0.000512,0,0.10242,0
0.33453,-0.99705,-0.005274,-0.00256,0.34122,0
0.210595,0.999347,0.001536,0.00128,0.266636,1
0.35013,0.99655,-0.007283,-0.00384,0.35788,0
0.14492,0.91018,-0.003012,-0.00256,0.14739,0
0.316949,0.99958,0.000349,0,0.32265,1
0.24984,1,0.003084,0.00257,0.25613,0
0.1189,0.99655,0.001548,0.00129,0.12191,0
0.14049,0.99655,-0.003764,-0.00257,0.1428,0
0.33446,0.97304,-0.008403,-0.00641,0.34207,0
0.318182,0.998941,0.003478,0.001509,0.32211,1
0.116354,0.98978,-0.001988,-0.00128,0.11844,1
0.1246,-0.99705,-0.0034,-0.00257,0.12688,0
0.31633,-0.99893,0.000512,0,0.32115,0
0.318496,1,-0.001759,-0.002316,0.322157,1
0.23901,0.99989,0.002564,0,0.24524,0
0.17441,0.99908,0.002064,0.00129,0.1784,0
0.318027,0.99943,0.003254,0.003548,0.324618,1
0.29263,0.99995,0.000516,0,0.30001,0
0.13994,0.99887,0.000374,0.00128,0.14279,0
0.317154,0.999512,-0.001547,-0.001285,0.322063,1
0.32648,0.99827,-0.000883,-0.00128,0.33129,0
0.257449,-0.984994,-0.002331,-0.001596,0.14475,1
0.094894,0.996285,0.001578,0.001288,0.103311,1
0.224889,0.99708,-0.000857,-0.000447,0.239538,1
0.13035,1,0.001859,0.00128,0.151353,1
0.14077,-0.98271,-0,0,0.14476,0
0.42016,0.97619,-0.001509,0,0.42791,0
0.23236,1,-0.00512,-0.00256,0.23851,0
0.104501,1,-0.001424,-0.000196,0.10584,1
0.124594,1,0.001758,0.00128,0.123854,1
0.13622,0.99705,0.001024,0.00128,0.13953,0
0.124455,0,0.001263,0.00037,0.128136,1
0.35009,0.99705,-0.007153,-0.0064,0.3583,0
0.12924,0,0.002069,0.00128,0.13073,1
0.15737,0.90972,-0.000883,-0.00128,0.16035,0
0.144368,-0.879149,0.002483,0.00128,0.190011,1
0.32733,-0.99705,-0.004141,-0.00256,0.33503,0
0.31021,0.944168,0,0,0.204555,1
0.11703,0.99417,-0.000376,0,0.11962,0
0.13356,-0.85749,-0.000379,0,0.13532,0
0.121013,0.998229,-0.001925,-0.00128,0.216861,1
0.12148,-1,0.002568,0.00257,0.12395,0
0.12469,0.99119,0,0,0.12581,0
0.12543,0.99655,0.00309,0.00256,0.12784,0
0.123,0.99705,-0.001506,-0.00128,0.12571,0
0.11959,0.99705,0.004138,0.00384,0.12144,0
0.15838,0.91915,-0,0,0.16121,0
0.317539,0.99933,-0.00047,-0.000255,0.321353,1
0.318093,0.999073,-0.00051,-0.00047,0.321984,1
0.13173,0.7746,0.00256,0.00128,0.13559,0
0.12345,-0.99655,-0.000883,-0.00128,0.1256,0
0.116179,0.996013,0.000411,0.000215,0.11844,1
0.155654,0.996577,0.001484,0.00128,0.166636,1
0.1157,1,-0,0,0.11733,0
0.13605,-0.85749,0.001129,0,0.13799,0
0.319916,1,-0.002101,-0.001985,0.324852,1
0.189904,0.9589,-0.000599,-0.000723,0.192255,1
0.14303,-0.7746,0.003072,0.00256,0.14701,0
0.14873,-0.79212,-0.003765,-0.00256,0.15181,0
0.1388,-0.97304,0.000667,0,0.14183,0
0.12559,-0.99705,0.000376,0,0.12699,0
0.12264,-0.85749,0.001882,0.00128,0.12528,0
0.11638,0,0.001536,0.00128,0.11887,0
0.2563,0.89443,-0.003072,-0.00256,0.26104,0
0.13597,0.98561,0.001506,0.00128,0.13821,0
0.321015,0.826677,0.000901,0.000831,0.325941,1
0.12661,0.99753,0,0,0.12891,0
0.25298,-0.94388,-0.001536,-0.00128,0.25901,0
0.1383,0.95182,-0.000883,-0.00128,0.1413,0
0.1335,-0.85749,0.004909,0.00385,0.13585,0
0.32172,-0.99933,-0.002048,-0.00128,0.32585,1
0.29379,0.963533,-0.001543,-0.00128,0.287931,1
0.320508,0.999788,0.001815,0,0.324217,1
0.41031,0.99291,0.002428,0.00256,0.41243,0
0.10942,0.98271,0.001536,0.00128,0.11257,0
0.12751,0.99655,0,0,0.12998,0
0.25279,0.99381,0,0,0.25976,0
0.15914,-0.98735,-0.002207,-0.00128,0.16281,0
0.318316,-0.999929,-0.00377,-0.002546,0.32403,1
0.136,-0.97014,0,0,0.13767,0
0.13445,0,-0.000228,-0.00129,0.13649,0
0.39122,0.99655,0,0,0.39823,0
0.12694,-0.99655,0.002219,0.00129,0.12923,0
0.12786,0.7746,0.000516,0,0.12848,0
0.13845,-0.99277,-0.002207,-0.00128,0.14119,0
0.29107,1,-0.002576,-0.00129,0.30054,0
0.318201,0.998374,0.001723,0.00067,0.322133,1
0.11692,-0.99933,0,0,0.11818,0
0.12849,0.99897,-0.000512,0,0.13035,0
0.12454,-0.99864,-0,0,0.12694,0
0.12144,0,0,0,0.1248,0
0.3187,0.98978,0.003596,0.00257,0.32232,0
0.3165,0.99954,-0.001028,0,0.32201,1
0.15885,-0.97304,-0.001545,-0.00128,0.16089,0
0.10738,0.99726,0.003072,0.00128,0.1099,0
0.099545,0.99999,-0.001538,-0.001282,0.10125,0
0.318,0.999255,-0.000332,0.004804,0.324436,1
0.12474,-1,-0.001991,0,0.12635,0
0.13957,-0.98561,0.001506,0.00128,0.14247,0
0.12577,-0.98565,-0.002212,-0.00128,0.12731,0
0.105204,0.989943,-0.00139,-0.00114,0.113497,1
0.316321,0.999436,0.000306,-0.001179,0.322352,1
0.121291,0.98978,-0.000247,-0.001108,0.12715,1
0.13162,-0.99705,0.001506,0.00128,0.13404,0
0.12821,-0.99083,0.003388,0.00256,0.13297,0
0.40119,0.99887,0.000756,0,0.40934,0
0.12004,-0.98995,-0.006156,-0.00513,0.12176,0
0.13428,-0.99381,0.00256,0.00128,0.1358,0
0.151698,0.99686,0.001803,0.00128,0.154124,1
0.16227,0.93076,0,0.00128,0.1643,0
0.1227,0.94868,-0.00256,-0.00256,0.12485,0
0.098103,1,-0.001669,-0.001196,0.092902,1
0.127961,0.989915,-0.002596,-0.002125,0.134421,1
0.1292,1,0.001024,0,0.1312,0
0.11443,-1,-0,0,0.11684,0
0.11874,0.94388,0,0,0.12106,0
0.18576,0.99279,0.001024,0.00128,0.19133,0
0.316564,0.863588,-0.001639,0,0.322578,1
0.315987,0.999697,0.002975,0.000784,0.322379,1
0.11149,0.98271,-0.001548,-0.00129,0.11353,0
0.12749,-0.99438,0.003072,0.00256,0.12977,0
0.12275,1,0.002048,0.00128,0.12475,0
0.214528,0.997941,0.00371,0.00157,0.243137,1
0.098791,0.86479,-0.00154,0,0.1036,0
0.31712,1,-0.000442,0.000754,0.322551,1
0.11443,-0.98978,-0.000512,-0.00128,0.11652,0
0.36254,0.99015,0.001882,0,0.36834,0
0.194115,0.99975,0.004105,0.003508,0.272421,1
0.12859,-0.99655,0,0,0.1302,0
0.15149,0.99476,-0.003012,-0.00256,0.15309,0
0.319581,-1,0.000268,0.000719,0.325115,1
0.142212,1,-0.000004,-0.002007,0.137296,1
0.088521,1,-0.004102,-0.002564,0.091423,0
0.151732,0.999488,-0.003336,-0.00256,0.158417,1
0.14446,-0.99228,-0.000512,0,0.14701,0
0.10037,1,-0.001024,0,0.10285,0
0.151768,-0.990153,-0.001305,-0.001056,0.15416,1
0.13316,1,-0.001032,-0.00129,0.13377,0
0.10618,0.99846,0.001024,0.00128,0.10851,0
0.095698,-0.89443,-0.003076,-0.002563,0.098152,0
0.12361,0.99865,0.000662,0,0.1256,0
0.13401,-0.98271,0.00256,0.00128,0.1374,0
0.1035,1,-0.002064,-0.00129,0.10595,0
0.12521,-0.89443,0.001536,0.00128,0.12709,0
0.185417,-0.846601,-0.002285,-0.001834,0.248227,1
0.12635,0.9825,-0.001518,-0.00129,0.12891,0
0.121957,0,-0.001558,-0.00128,0.129489,1
0.201656,0.998682,-0.003493,-0.001014,0.30429,1
0.116197,0.350223,-0.001925,-0.00128,0.12019,1
0.11475,0.94388,0.001536,0.00128,0.11706,0
0.14451,0.99438,-0.000512,0,0.14722,0
0.15115,1,-0.003388,-0.00256,0.15309,1
0.14091,-0.89443,0.001536,0.00128,0.14273,0
0.31927,0.99726,0.001536,0.00128,0.32467,1
0.14263,0.91915,-0.002653,0,0.1445,0
0.37206,0.99929,-0.002874,-0.00128,0.37592,0
0.258301,0.859022,0.000539,0.000005,0.201158,1
0.13085,0.99438,0.004612,0.00256,0.13291,0
0.12361,0.98978,-0.003072,-0.00256,0.1256,0
0.318053,0.999888,0.000143,0.000679,0.321761,1
0.11706,0.98978,-0.00154,0,0.12042,0
0.11189,1,-0.002572,-0.00129,0.11439,0
0.13727,0,-0.000662,0,0.13927,0
0.12557,0.99119,0.000662,0,0.12752,0
0.39543,0.99655,-0.004855,-0.00512,0.40272,0
0.1249,-0.99553,0.001545,0.00128,0.12677,0
0.317809,0.988321,0.000004,0,0.32231,1
0.41989,0.99119,-0.003315,0,0.42514,0
0.33497,-0.98724,0.005282,0.00513,0.34133,0
0.19259,0.99987,-0.005632,-0.00384,0.19602,0
0.295857,0.999155,-0.002786,-0.00142,0.250943,1
0.3176,0.99933,0.000512,0,0.32115,1
0.10244,-0.98995,0,0,0.10381,0
0.12924,0,0.002147,0.00128,0.13073,1
0.13727,0,-0.002207,-0.00128,0.13927,0
0.14454,0.7746,0.00154,0,0.14712,0
0.12496,0.98978,0.001024,0.00128,0.12699,0
0.096407,-0.062622,0.000512,0,0.099007,0
0.13734,-0.99119,-0.002869,-0.00128,0.13885,0
0.154458,-0.973281,0.006019,0.002959,0.305603,1
0.14989,0.99655,0.001324,0,0.1532,0
0.25304,0,0.003072,0.00256,0.25869,0
0.16222,0.99705,-0.001129,0,0.1659,0
0.081013,0.99997,0.001537,0.001281,0.083093,0
0.12636,0.98271,0.002576,0.00129,0.12806,1
0.121647,0.998934,-0.000135,0.000433,0.149983,1
0.11986,0.91915,-0.000667,0,0.12154,0
0.13449,-0.95182,-0.000662,0,0.13671,0
0.11055,-1,-0.001536,-0.00128,0.11417,0
0.40838,0.75048,-0.000226,0.00256,0.41521,0
0.11838,0,0.000962,0.000044,0.120422,1
0.099497,0.99999,-0,0,0.10136,0
0.12904,-0.91915,-0.000662,0,0.13158,0
0.31723,0.99978,0.0036,0.00257,0.322,0
0.14739,0.85749,0.000376,0,0.15096,0
0.22469,0.99782,-0.001024,-0.00128,0.22922,0
0.14447,-0.98995,-0,0,0.1469,0
0.14292,1,-0.001028,0,0.14658,0
0.16396,-0.99887,0.003015,0.00128,0.16654,0
0.31604,-1,0.005644,0.00385,0.31997,0
0.11626,0.99228,0.001024,0.00128,0.11844,1
0.12286,0.99708,0.00309,0.00256,0.12528,0
0.148866,1,0.001534,0.00128,0.144128,1
0.41018,-0.99705,0.000376,0,0.41382,0
0.096709,1,0.00205,0.001281,0.098579,0
0.316493,0.99954,0.001935,0.001155,0.323495,1
0.30736,0,-0.00256,-0.00256,0.314,0
0.321052,-0.990879,-0.001363,-0.00128,0.32595,1
0.12304,-1,-0.001545,-0.00128,0.12528,0
0.12515,-0.89443,-0.000516,0,0.12731,0
0.18973,-0.99723,0.003584,0.00256,0.19975,0
0.19288,0.99964,0.002048,0.00128,0.19581,0
0.16105,-0.93076,0.000376,0,0.16505,0
0.14165,-1,-0.004608,-0.00384,0.14733,0
0.14161,0,0.001024,0.00128,0.14348,0
0.121638,0,0.001233,0.00011,0.121557,1
0.318224,0.999401,-0.002002,-0.002399,0.324182,1
0.088981,1,-0.001768,-0.0023,0.100617,1
0.144235,0.997779,-0.004545,-0.003998,0.14712,1
0.31854,0.99591,0.000524,0.00129,0.322,1
0.10366,0.98995,-0.006156,-0.00513,0.10606,0
0.38954,0.99705,-0.001518,-0.00129,0.3962,0
0.127977,0,0.001446,0.000647,0.127115,1
0.143471,0.94805,0.001233,0.001061,0.154952,1
0.318454,-1,0.000679,0.000306,0.323954,1
0.14246,1,-0.0036,-0.00257,0.14508,0
0.11265,0.99846,-0.003588,-0.00256,0.11439,0
0.12369,-0.99015,0.001132,0,0.12645,0
0.1498,0.983802,0.003342,0.00256,0.157239,1
0.317994,0.999459,0.003744,0.004417,0.324379,1
0.319167,0.979904,0.001295,0.000045,0.324222,1
0.122463,0.990219,-0.001719,-0.000603,0.14354,1
0.14126,-1,-0.003072,-0.00256,0.14391,0
0.31998,-0.994122,0.001038,0.001306,0.324946,1
0.09645,0.99994,-0.00205,-0.001281,0.09858,0
0.11389,0.89443,0.00512,0.00384,0.11599,0
0.124219,-0.576622,0.001312,0.003572,0.12536,1
0.081938,1,-0.001537,-0.001281,0.083947,0
0.25275,-0.94388,-0,0,0.25933,0
0.12155,1,-0.005132,-0.00385,0.12363,0
0.15034,-0.93076,0.004518,0.00384,0.15277,0
0.320966,0.999658,-0.000964,0,0.322227,1
0.11424,-1,-0.001536,-0.00128,0.11695,0
0.39107,0.99664,0.000756,0,0.39887,0
0.33606,0.99176,-0.001129,-0.00128,0.34154,0
0.299926,0.998501,-0.001484,-0.000745,0.281077,1
0.1285,0.99705,0.000376,0,0.13148,0
0.13405,-1,0.002048,0,0.13772,0
0.316876,0.99987,-0.000512,0,0.32265,1
0.12726,0.94388,0.002048,0.00128,0.13024,0
0.12923,-0.849959,-0.001641,-0.000615,0.131236,1
0.14019,0,-0.001506,-0.00128,0.14237,0
0.24532,0.99838,0.00512,0.00512,0.24791,0
0.12699,-0.98724,-0.003024,-0.00257,0.12891,0
0.15912,1,-0.000753,-0.00128,0.16217,0
0.15126,-0.99705,-0,0,0.15341,0
0.317712,0.999631,-0.003467,-0.002001,0.323353,1
0.312256,0.99847,0.000838,0.000822,0.158051,1
0.1542,-1,-0.000434,0.00129,0.15768,0
0.15614,-0.75048,-0.001545,-0.00128,0.15854,0
0.1253,-0.94388,-0.000512,0,0.12667,0
0.251049,-0.942087,-0.003506,-0.00128,0.163209,1
0.11241,0.99838,-0,0,0.11418,0
0.253,-0.94868,0.000512,0,0.25955,0
0.14136,0.99906,0.001536,0.00128,0.14359,0
0.18567,-0.94868,0.001036,0.00129,0.19143,0
0.22808,1,0.003596,0.00257,0.23264,0
0.14348,0.99744,0.001882,0.00128,0.14611,0
0.192274,0.995374,-0.002308,-0.002374,0.265452,1
0.155409,0.999377,-0.0035,-0.00256,0.156625,1
0.16173,-0.99655,0.002869,0.00128,0.16494,0
0.272603,0.997196,0.001878,0.000251,0.234803,1
0.13454,0.99906,-0.005632,-0.00512,0.13665,0
0.32547,-0.99708,-0.001545,-0.00128,0.33332,0
0.13413,-0.94868,0.003072,0.00256,0.13847,0
0.13873,-0.99696,0.003102,0.00257,0.14215,0
0.12933,0.99228,-0,0,0.13195,0
0.318935,-0.953297,-0.001819,-0.000717,0.32403,1
0.155573,0.991327,-0.001538,-0.00128,0.153539,1
0.13408,0.99705,-0.001506,-0.00128,0.13789,0
0.31769,0.998014,0.003084,0.002214,0.325055,1
0.12496,-0.99553,0.000662,0,0.12677,0
0.181741,0,-0.000251,0,0.266451,1
0.39237,0.99744,-0.001506,-0.00128,0.39941,0
0.309611,0.99892,0.000059,0.00128,0.226413,1
0.16397,0.99705,0.001506,0.00128,0.16718,0
0.25828,0.99985,0.002572,0.00257,0.26456,0
0.42377,0.9913,-0,0,0.42898,0
0.32343,-0.97304,0.002207,0.00128,0.32905,0
0.12532,1,-0.00206,-0.00257,0.12667,0
0.319485,-0.999727,0.003164,0.00256,0.325248,1
0.12768,-0.99977,-0.001129,-0.00128,0.13276,0
0.33874,0.99705,-0.000756,0,0.34325,0
0.11037,-0.7746,-0.001536,-0.00128,0.11353,0
0.12605,-0.79212,0,0,0.1272,0
0.14454,0,-0,0,0.14744,0
0.318066,0.999256,-0.000454,0,0.32179,1
0.11679,-0.99438,0.002052,0,0.11919,0
0.175974,0.999408,0.001541,0.001013,0.18605,1
0.33619,-0.99744,0.000376,0,0.34026,0
0.14255,0.91915,0.000667,0,0.14472,0
0.11689,0.94388,-0.003596,-0.00257,0.11951,0
0.21864,0.997604,0.001713,0.000303,0.186104,1
0.16099,-0.99655,-0.002207,-0.00128,0.16302,0
0.15585,-0.99655,0.001557,0.00129,0.15778,0
0.11644,0.99846,-0.000512,-0.00128,0.11946,0
0.15926,0.99479,-0.001129,-0.00128,0.16259,0
0.37892,-0.99827,0.000883,0.00128,0.38521,0
0.13166,0.99705,-0.001882,-0.00128,0.13446,0
0.12241,1,-0.001024,-0.00256,0.12662,0
0.3221,-0.99438,-0.003072,-0.00256,0.32809,0
0.13954,0,-0.001882,-0.00128,0.14194,0
0.12605,0,-0.005632,-0.00384,0.12918,0
0.1164,-0.99782,-0.001536,-0.00128,0.11844,0
0.241747,0.998154,0.002538,0.004664,0.262708,1
0.321017,-0.926664,-0.000239,0.001888,0.326129,1
0.316972,0.999383,0.000968,0.001236,0.325201,1
0.12253,-1,-0.001024,-0.00128,0.12459,0
0.318014,0.999895,0.000566,0.001242,0.321716,1
0.31618,0.99782,-0.000004,0.00128,0.31997,0
0.16111,0.996817,0.001865,0.00128,0.16379,1
0.31763,0.999148,0.000635,0.001093,0.322298,1
0.31732,1,-0.009228,-0.00641,0.32232,1
0.12003,1,-0.003072,-0.00128,0.12261,0
0.32641,0.99439,-0.000662,0,0.33011,0
0.150959,0.996782,0.002556,0.001526,0.112102,1
0.24602,0,-0.001536,-0.00128,0.24951,0
0.1601,0.99705,0,0,0.16259,0
0.11526,-0.89443,-0,0,0.1178,0
0.1517,0.996929,0.00477,0.00128,0.154093,1
0.13928,0.99864,0,0,0.14327,0
0.14992,0.97619,0.000376,0,0.1532,0
0.14447,0.99664,0.003765,0.00384,0.14765,0
0.179525,0,0.000204,0,0.144146,1
0.206094,0.999715,0.003047,0.001676,0.25649,1
0.10531,0.99931,-0.003084,-0.00257,0.10691,0
0.21089,0.99999,0.003584,0.00256,0.22581,0
0.12858,0.99705,-0,0.00128,0.13105,0
0.1264,0.7746,0.001776,0.000369,0.12763,1
0.32928,0.9904,-0.000662,0,0.33684,0
0.117067,0.992209,-0.001202,-0.000327,0.123876,1
0.225724,0.999008,0.000845,0.001093,0.183601,1
0.13447,0.75048,-0.001557,-0.00129,0.13682,0
0.12782,0.7746,-0.001548,-0.00129,0.12891,0
0.10613,-0.98995,0.001536,0.00128,0.10873,0
0.13979,0.97304,0.000662,0,0.14215,0
0.12076,0.98271,-0.003072,-0.00256,0.12336,0
0.12837,-0.99281,0.002259,0.00128,0.12988,0
0.318451,0.999809,-0.000071,-0.000657,0.322075,1
0.145,0.99705,0,0,0.14722,0
0.144539,0.998913,0.001022,0.000792,0.169758,1
0.10015,-0.98978,-0,0,0.10178,0
0.32006,-0.822595,-0.002932,-0.001567,0.325582,1
0.319081,0.992018,-0.004102,-0.001383,0.324796,1
0.318899,-0.997288,-0.003881,-0.002165,0.324062,1
0.116368,0.98978,-0.001818,-0.00128,0.11844,1
0.11638,-1,0.000512,0,0.11893,0
0.11195,0.99897,0,0,0.11418,0
0.11753,0.98995,-0.000508,-0.00128,0.11866,0
0.12708,-0.99448,0,0,0.12923,0
0.319405,0.973001,-0.000514,-0.00086,0.325122,1
0.1093,-0.7746,0.001536,0.00128,0.11193,0
0.3213,-0.994496,0.000532,0.00152,0.324183,1
0.093789,0.9996,0.000513,0,0.096016,0
0.3349,-0.98735,-0.007736,-0.00641,0.34164,0
0.38786,1,0.007915,0.00769,0.39567,0
0.12796,0.79212,-0.000379,0,0.12966,0
0.13588,0.98995,0.003072,0.00256,0.13985,0
0.13325,0.99864,0.003584,0.00256,0.13623,0
0.14864,0.97014,0.000376,0,0.15085,0
0.14699,0.99785,-0.000221,-0.00128,0.15032,0
0.321506,-0.999936,0.000537,0.003649,0.325954,1
0.13939,-0.99705,0.000376,0,0.1413,0
0.1456,-0.85749,-0.003012,-0.00256,0.14765,0
0.12593,-0.98561,-0.001506,-0.00128,0.12741,0
0.11427,-1,0.001536,0.00128,0.11652,0
0.114635,0.998961,-0.00267,-0.002346,0.122994,1
0.319403,-0.996023,0.000717,0.000017,0.324647,1
0.31895,-0.972537,-0.001933,-0.000561,0.324084,1
0.13695,0.99744,0.002635,0.00128,0.13949,0
0.15037,-0.99655,-0.003752,-0.00256,0.15309,0
0.13617,-0.98561,0.001129,0.00128,0.13842,0
0.11838,0,-0.002452,-0.001569,0.120425,1
0.42752,-0.97304,0.002869,0.00128,0.43186,0
0.16237,-0.99655,-0.002207,-0.00128,0.16483,0
0.317192,0.999735,-0.003681,-0.000749,0.322515,1
0.11813,1,0,0,0.12069,0
0.12369,0.99978,-0,0,0.1264,0
0.33178,0.99578,-0.003012,-0.00256,0.33802,0
0.291849,0.998884,0.0012,0.000274,0.187111,1
0.15146,-0.97619,0.001506,0.00128,0.15416,0
0.11318,1,-0.000512,0,0.11439,0
0.10915,0,0,0,0.11107,0
0.12726,-0.99705,0.000756,0,0.12934,0
0.12923,0,0.000376,0,0.13126,1
0.122564,0.996875,-0.003797,-0.006047,0.221591,1
0.30511,1,0.000524,0.00129,0.30833,0
0.1381,0.97304,-0.001986,0,0.13991,0
0.18739,0.999809,-0.003084,-0.002562,0.179261,1
0.278958,0.990114,-0.001944,-0.004315,0.29967,1
0.41073,0.75048,-0.000662,0,0.41222,0
0.12511,-1,-0.002048,-0.00128,0.12704,0
0.12723,-0.85749,0,0,0.12934,0
0.318533,-0.999495,0.001546,0.001852,0.323759,1
0.316929,1,0.001546,0.001288,0.322143,1
0.106671,0.99231,-0.001229,-0.000485,0.111808,1
0.318149,0.99946,0.001906,0.004679,0.322915,1
0.25757,0.99956,0,0,0.26381,0
0.11116,-1,-0.000524,-0.00129,0.11353,0
0.11649,0,-0,0,0.11972,0
0.13715,0.99254,-0,0,0.13927,0
0.088044,1,-0.002562,-0.001281,0.090569,1
0.092989,0.99996,-0.000512,-0.001281,0.094521,0
0.099815,-0.99993,0.004098,0.003842,0.10232,0
0.10428,0.98978,-0,0,0.10713,0
0.316855,0.999874,-0.002114,-0.001447,0.322469,1
0.12618,-1,-0.000004,0.00128,0.12784,0
0.318147,0.999785,-0.003584,-0.003462,0.322643,1
0.13963,0.85749,0.000376,0,0.14205,0
0.29877,1,0.001028,0,0.30246,0
0.3119,0.99768,0.002329,0.002321,0.207412,1
0.13364,0.9904,-0.002881,-0.00129,0.13757,0
0.319406,0.990423,0.000371,-0.000927,0.324952,1
0.320863,-0.999189,-0.003411,-0.001506,0.3241,1
0.11325,0,0.003584,0.00256,0.11514,0
0.11959,0.99897,-0.001028,0,0.12256,0
0.11156,0.99228,-0.001536,-0.00128,0.1145,0
0.13296,0.99705,-0,0,0.13521,0
0.13973,0.99893,0.001024,0.00128,0.14209,0
0.13265,0.99705,0.000376,0,0.13724,0
0.209958,-0.515428,-0.00067,0.000569,0.223229,1
0.10013,0.99782,-0.001025,0,0.102,0
0.33507,0.9649,-0,0,0.34068,0
0.117317,0.997265,0.00002,0,0.096981,1
0.11488,-0.94868,-0.000512,-0.00128,0.1161,0
0.146645,0.99707,-0.001175,-0.000201,0.190709,1
0.13938,0.99705,-0.001506,-0.00128,0.1413,0
0.318417,0.999198,-0.000853,0.001109,0.322185,1
0.10388,1,0.000516,0,0.10648,0
0.127709,-0.835702,-0.000079,0,0.128488,1
0.32052,-0.999876,0.000622,-0.001063,0.325453,1
0.11475,1,-0.001024,-0.00128,0.11674,0
0.32015,-1,0.001143,0.00128,0.324047,1
0.12031,0.99726,-0.001548,-0.00129,0.12267,0
0.15747,0.93076,-0.000376,0,0.16142,0
0.16162,1,0.001024,0.00128,0.16388,0
0.26567,0.99838,0.000512,0,0.27033,0
0.24382,0.99924,0.00256,0.00128,0.24802,0
0.12383,-1,0.002048,0.00128,0.12672,0
0.11837,0.89443,-0.004108,-0.00385,0.1209,0
0.11651,-0.99827,0.000512,0,0.1194,0
0.318144,0.999086,0.000416,-0.00039,0.3215,1
0.263262,0.999515,0.002007,0.00128,0.184807,1
0.078844,-0.99844,0.000512,0,0.08085,0
0.11411,-0.99228,0.001024,0,0.11706,0
0.13767,1,-0.001536,-0.00128,0.13985,0
0.15271,0.99893,0,0,0.15705,0
0.12817,0,0.000662,0,0.1302,0
0.15244,0.99407,0.001882,0.00128,0.15618,0
0.31877,0.999564,-0.001433,0.000913,0.32414,1
0.33014,0.99485,-0,0,0.33748,0
0.119586,0.991339,-0,0,0.121835,1
0.12422,-0.99897,0.008704,0.0064,0.12843,0
0.128374,0.989372,0.001319,0.00026,0.14275,1
0.12536,0.32163,-0.000662,0,0.12667,0
0.081535,0.99981,0.002051,0.001282,0.08288,0
0.151767,0.996826,-0.000831,-0.000435,0.15405,1
0.12017,-0.91915,-0.000662,0,0.12219,0
0.31602,1,0.000516,0,0.32232,1
0.100478,0.999987,-0.002062,-0.001289,0.091954,1
0.30766,0.99797,-0.007168,-0.00512,0.31432,0
0.12613,-0.99119,0.001545,0.00128,0.12805,0
0.134732,0.989002,0.001692,0.002498,0.12911,1
0.126291,0.971106,-0.004242,-0.003464,0.12796,1
0.13212,0.99655,0.000662,0,0.13329,0
0.11644,0.7746,-0.004096,-0.00384,0.11866,0
0.14257,0,-0,0,0.14536,0
0.12509,0.98271,0,0,0.12677,0
0.10247,1,0,0,0.10392,0
0.319101,0.999061,0.005041,-0.00041,0.323432,1
0.15096,0.75048,-0.000662,0,0.15394,0
0.13932,0.99705,-0.002635,-0.00256,0.14194,0
0.11133,0.7746,0.000516,0,0.11407,0
0.12922,-0.99655,-0.006156,-0.00513,0.13345,0
0.11379,0.98271,0.00512,0.00384,0.11599,0
0.12673,-0.97304,0,0,0.13009,0
0.274513,0.944517,-0.005008,-0.003798,0.223656,1
0.3176,-1,0.003072,0.00256,0.32072,0
0.12262,-0.85749,-0.002259,-0.00128,0.12496,0
0.316226,0.999925,-0.000513,0.000835,0.322333,1
0.32101,-0.318109,0.002833,0.000997,0.3262,1
0.3143,-0.913574,-0.00118,0,0.234491,1
0.084427,0.99993,0.002564,0.002564,0.086618,0
0.3167,0.99933,-0.001024,-0.00128,0.32286,1
0.19191,-1,0.002048,0.00128,0.19815,0
0.40236,0.99306,-0.002869,-0.00128,0.41158,0
0.12798,0,-0.005081,-0.00256,0.1303,0
