1.535.125.280;[sample number];[timestamp per row];[timestamp from unix to excel friendly with timezone offset];[second];[binomial];[label];;FECHA Y HORA INICIAL;;;
7.852.837;3103;1535126055,75;10:54:15,75;775,75;0;nonseizure;;;;;
7.850.275;3104;1535126056,00;10:54:16,00;776;0;nonseizure;;;;;
7.840.027;3105;1535126056,25;10:54:16,25;776,25;0;nonseizure;;;;;
7.833.623;3106;1535126056,50;10:54:16,50;776,5;0;nonseizure;;;;;
7.825.937;3107;1535126056,75;10:54:16,75;776,75;0;nonseizure;;;;;
7.829.780;3108;1535126057,00;10:54:17,00;777;0;nonseizure;;;;;
7.865.646;3109;1535126057,25;10:54:17,25;777,25;0;nonseizure;;;;;
7.950.189;3110;1535126057,50;10:54:17,50;777,5;0;nonseizure;;;;;
8.037.293;3111;1535126057,75;10:54:17,75;777,75;0;nonseizure;;;;;
8.082.126;3112;1535126058,00;10:54:18,00;778;0;nonseizure;;;;;
8.087.250;3113;1535126058,25;10:54:18,25;778,25;0;nonseizure;;;;;
8.064.193;3114;1535126058,50;10:54:18,50;778,5;0;nonseizure;;;;;
8.036.012;3115;1535126058,75;10:54:18,75;778,75;0;nonseizure;;;;;
8.016.798;3116;1535126059,00;10:54:19,00;779;0;nonseizure;;;;;
7.984.774;3117;1535126059,25;10:54:19,25;779,25;0;nonseizure;;;;;
7.968.122;3118;1535126059,50;10:54:19,50;779,5;0;nonseizure;;;;;
7.952.751;3119;1535126059,75;10:54:19,75;779,75;0;nonseizure;;;;;
7.929.694;3120;1535126060,00;10:54:20,00;780;0;nonseizure;;;;;
7.901.513;3121;1535126060,25;10:54:20,25;780,25;0;nonseizure;;;;;
7.896.389;3122;1535126060,50;10:54:20,50;780,5;0;nonseizure;;;;;
7.875.894;3123;1535126060,75;10:54:20,75;780,75;0;nonseizure;;;;;
7.860.523;3124;1535126061,00;10:54:21,00;781;0;nonseizure;;;;;
7.851.556;3125;1535126061,25;10:54:21,25;781,25;0;nonseizure;;;;;
7.840.027;3126;1535126061,50;10:54:21,50;781,5;0;nonseizure;;;;;
7.840.027;3127;1535126061,75;10:54:21,75;781,75;0;nonseizure;;;;;
7.837.466;3128;1535126062,00;10:54:22,00;782;0;nonseizure;;;;;
7.870.770;3129;1535126062,25;10:54:22,25;782,25;0;nonseizure;;;;;
7.924.570;3130;1535126062,50;10:54:22,50;782,5;0;nonseizure;;;;;
7.947.627;3131;1535126062,75;10:54:22,75;782,75;0;nonseizure;;;;;
7.955.313;3132;1535126063,00;10:54:23,00;783;0;nonseizure;;;;;
7.943.784;3133;1535126063,25;10:54:23,25;783,25;0;nonseizure;;;;;
7.925.851;3134;1535126063,50;10:54:23,50;783,5;0;nonseizure;;;;;
7.914.322;3135;1535126063,75;10:54:23,75;783,75;0;nonseizure;;;;;
7.884.861;3136;1535126064,00;10:54:24,00;784;0;nonseizure;;;;;
7.865.646;3137;1535126064,25;10:54:24,25;784,25;0;nonseizure;;;;;
7.857.961;3138;1535126064,50;10:54:24,50;784,5;0;nonseizure;;;;;
7.836.185;3139;1535126064,75;10:54:24,75;784,75;0;nonseizure;;;;;
7.829.780;3140;1535126065,00;10:54:25,00;785;0;nonseizure;;;;;
7.828.499;3141;1535126065,25;10:54:25,25;785,25;0;nonseizure;;;;;
7.816.970;3142;1535126065,50;10:54:25,50;785,5;0;nonseizure;;;;;
7.819.532;3143;1535126065,75;10:54:25,75;785,75;0;nonseizure;;;;;
7.815.690;3144;1535126066,00;10:54:26,00;786;0;nonseizure;;;;;
7.811.847;3145;1535126066,25;10:54:26,25;786,25;0;nonseizure;;;;;
7.808.004;3146;1535126066,50;10:54:26,50;786,5;0;nonseizure;;;;;
7.838.747;3147;1535126066,75;10:54:26,75;786,75;0;nonseizure;;;;;
7.889.984;3148;1535126067,00;10:54:27,00;787;0;nonseizure;;;;;
7.928.413;3149;1535126067,25;10:54:27,25;787,25;0;nonseizure;;;;;
7.943.784;3150;1535126067,50;10:54:27,50;787,5;0;nonseizure;;;;;
7.938.660;3151;1535126067,75;10:54:27,75;787,75;0;nonseizure;;;;;
7.923.289;3152;1535126068,00;10:54:28,00;788;0;nonseizure;;;;;
7.902.794;3153;1535126068,25;10:54:28,25;788,25;0;nonseizure;;;;;
7.907.917;3154;1535126068,50;10:54:28,50;788,5;0;nonseizure;;;;;
7.925.851;3155;1535126068,75;10:54:28,75;788,75;0;nonseizure;;;;;
7.928.413;3156;1535126069,00;10:54:29,00;789;0;nonseizure;;;;;
7.920.727;3157;1535126069,25;10:54:29,25;789,25;0;nonseizure;;;;;
7.897.670;3158;1535126069,50;10:54:29,50;789,5;0;nonseizure;;;;;
7.882.298;3159;1535126069,75;10:54:29,75;789,75;0;nonseizure;;;;;
7.881.018;3160;1535126070,00;10:54:30,00;790;0;nonseizure;;;;;
7.847.713;3161;1535126070,25;10:54:30,25;790,25;0;nonseizure;;;;;
7.834.904;3162;1535126070,50;10:54:30,50;790,5;0;nonseizure;;;;;
7.822.094;3163;1535126070,75;10:54:30,75;790,75;0;nonseizure;;;;;
7.809.285;3164;1535126071,00;10:54:31,00;791;0;nonseizure;;;;;
7.800.318;3165;1535126071,25;10:54:31,25;791,25;0;nonseizure;;;;;
7.795.194;3166;1535126071,50;10:54:31,50;791,5;0;nonseizure;;;;;
7.782.385;3167;1535126071,75;10:54:31,75;791,75;0;nonseizure;;;;;
7.775.980;3168;1535126072,00;10:54:32,00;792;0;nonseizure;;;;;
7.770.856;3169;1535126072,25;10:54:32,25;792,25;0;nonseizure;;;;;
7.773.418;3170;1535126072,50;10:54:32,50;792,5;0;nonseizure;;;;;
7.769.576;3171;1535126072,75;10:54:32,75;792,75;0;nonseizure;;;;;
7.751.642;3172;1535126073,00;10:54:33,00;793;0;nonseizure;;;;;
7.746.519;3173;1535126073,25;10:54:33,25;793,25;0;nonseizure;;;;;
7.746.519;3174;1535126073,50;10:54:33,50;793,5;0;nonseizure;;;;;
7.746.519;3175;1535126073,75;10:54:33,75;793,75;0;nonseizure;;;;;
7.732.428;3176;1535126074,00;10:54:34,00;794;0;nonseizure;;;;;
7.726.023;3177;1535126074,25;10:54:34,25;794,25;0;nonseizure;;;;;
7.722.180;3178;1535126074,50;10:54:34,50;794,5;0;nonseizure;;;;;
7.715.776;3179;1535126074,75;10:54:34,75;794,75;0;nonseizure;;;;;
7.710.652;3180;1535126075,00;10:54:35,00;795;0;nonseizure;;;;;
7.704.247;3181;1535126075,25;10:54:35,25;795,25;0;nonseizure;;;;;
7.728.585;3182;1535126075,50;10:54:35,50;795,5;0;nonseizure;;;;;
7.770.856;3183;1535126075,75;10:54:35,75;795,75;0;nonseizure;;;;;
7.793.913;3184;1535126076,00;10:54:36,00;796;0;nonseizure;;;;;
7.799.037;3185;1535126076,25;10:54:36,25;796,25;0;nonseizure;;;;;
7.805.442;3186;1535126076,50;10:54:36,50;796,5;0;nonseizure;;;;;
7.795.194;3187;1535126076,75;10:54:36,75;796,75;0;nonseizure;;;;;
7.773.418;3188;1535126077,00;10:54:37,00;797;0;nonseizure;;;;;
7.751.642;3189;1535126077,25;10:54:37,25;797,25;0;nonseizure;;;;;
7.746.519;3190;1535126077,50;10:54:37,50;797,5;0;nonseizure;;;;;
7.724.742;3191;1535126077,75;10:54:37,75;797,75;0;nonseizure;;;;;
7.720.900;3192;1535126078,00;10:54:38,00;798;0;nonseizure;;;;;
7.717.057;3193;1535126078,25;10:54:38,25;798,25;0;nonseizure;;;;;
7.714.495;3194;1535126078,50;10:54:38,50;798,5;0;nonseizure;;;;;
7.711.933;3195;1535126078,75;10:54:38,75;798,75;0;nonseizure;;;;;
7.709.371;3196;1535126079,00;10:54:39,00;799;0;nonseizure;;;;;
7.704.247;3197;1535126079,25;10:54:39,25;799,25;0;nonseizure;;;;;
7.697.843;3198;1535126079,50;10:54:39,50;799,5;0;nonseizure;;;;;
7.705.528;3199;1535126079,75;10:54:39,75;799,75;0;nonseizure;;;;;
7.719.619;3200;1535126080,00;10:54:40,00;800;0;nonseizure;;;;;
7.732.428;3201;1535126080,25;10:54:40,25;800,25;0;nonseizure;;;;;
7.733.709;3202;1535126080,50;10:54:40,50;800,5;0;nonseizure;;;;;
7.722.180;3203;1535126080,75;10:54:40,75;800,75;0;nonseizure;;;;;
7.706.809;3204;1535126081,00;10:54:41,00;801;0;nonseizure;;;;;
7.691.438;3205;1535126081,25;10:54:41,25;801,25;0;nonseizure;;;;;
7.681.190;3206;1535126081,50;10:54:41,50;801,5;0;nonseizure;;;;;
7.723.462;3207;1535126081,75;10:54:41,75;801,75;0;nonseizure;;;;;
7.845.151;3208;1535126082,00;10:54:42,00;802;0;nonseizure;;;;;
7.961.717;3209;1535126082,25;10:54:42,25;802,25;0;nonseizure;;;;;
8.016.798;3210;1535126082,50;10:54:42,50;802,5;0;nonseizure;;;;;
8.044.979;3211;1535126082,75;10:54:42,75;802,75;0;nonseizure;;;;;
8.033.450;3212;1535126083,00;10:54:43,00;803;0;nonseizure;;;;;
7.998.865;3213;1535126083,25;10:54:43,25;803,25;0;nonseizure;;;;;
7.943.784;3214;1535126083,50;10:54:43,50;803,5;0;nonseizure;;;;;
7.901.513;3215;1535126083,75;10:54:43,75;803,75;0;nonseizure;;;;;
7.854.118;3216;1535126084,00;10:54:44,00;804;0;nonseizure;;;;;
7.811.847;3217;1535126084,25;10:54:44,25;804,25;0;nonseizure;;;;;
7.783.666;3218;1535126084,50;10:54:44,50;804,5;0;nonseizure;;;;;
7.760.609;3219;1535126084,75;10:54:44,75;804,75;0;nonseizure;;;;;
7.745.237;3220;1535126085,00;10:54:45,00;805;0;nonseizure;;;;;
7.747.799;3221;1535126085,25;10:54:45,25;805,25;0;nonseizure;;;;;
7.865.646;3222;1535126085,50;10:54:45,50;805,5;0;nonseizure;;;;;
8.053.946;3223;1535126085,75;10:54:45,75;805,75;0;nonseizure;;;;;
8.188.444;3224;1535126086,00;10:54:46,00;806;0;nonseizure;;;;;
8.253.773;3225;1535126086,25;10:54:46,25;806,25;0;nonseizure;;;;;
8.258.897;3226;1535126086,50;10:54:46,50;806,5;0;nonseizure;;;;;
8.189.726;3227;1535126086,75;10:54:46,75;806,75;0;nonseizure;;;;;
8.120.555;3228;1535126087,00;10:54:47,00;807;0;nonseizure;;;;;
8.042.417;3229;1535126087,25;10:54:47,25;807,25;0;nonseizure;;;;;
7.970.684;3230;1535126087,50;10:54:47,50;807,5;0;nonseizure;;;;;
7.920.727;3231;1535126087,75;10:54:47,75;807,75;0;nonseizure;;;;;
7.869.489;3232;1535126088,00;10:54:48,00;808;0;nonseizure;;;;;
7.883.580;3233;1535126088,25;10:54:48,25;808,25;0;nonseizure;;;;;
7.996.303;3234;1535126088,50;10:54:48,50;808,5;0;nonseizure;;;;;
8.162.826;3235;1535126088,75;10:54:48,75;808,75;0;nonseizure;;;;;
8.274.268;3236;1535126089,00;10:54:49,00;809;0;nonseizure;;;;;
8.299.887;3237;1535126089,25;10:54:49,25;809,25;0;nonseizure;;;;;
8.279.391;3238;1535126089,50;10:54:49,50;809,5;0;nonseizure;;;;;
8.226.873;3239;1535126089,75;10:54:49,75;809,75;0;nonseizure;;;;;
8.176.916;3240;1535126090,00;10:54:50,00;810;0;nonseizure;;;;;
8.115.431;3241;1535126090,25;10:54:50,25;810,25;0;nonseizure;;;;;
8.052.665;3242;1535126090,50;10:54:50,50;810,5;0;nonseizure;;;;;
8.003.988;3243;1535126090,75;10:54:50,75;810,75;0;nonseizure;;;;;
7.959.156;3244;1535126091,00;10:54:51,00;811;0;nonseizure;;;;;
7.905.355;3245;1535126091,25;10:54:51,25;811,25;0;nonseizure;;;;;
7.879.737;3246;1535126091,50;10:54:51,50;811,5;0;nonseizure;;;;;
7.881.018;3247;1535126091,75;10:54:51,75;811,75;0;nonseizure;;;;;
7.898.951;3248;1535126092,00;10:54:52,00;812;0;nonseizure;;;;;
7.897.670;3249;1535126092,25;10:54:52,25;812,25;0;nonseizure;;;;;
7.889.984;3250;1535126092,50;10:54:52,50;812,5;0;nonseizure;;;;;
7.870.770;3251;1535126092,75;10:54:52,75;812,75;0;nonseizure;;;;;
7.842.589;3252;1535126093,00;10:54:53,00;813;0;nonseizure;;;;;
7.819.532;3253;1535126093,25;10:54:53,25;813,25;0;nonseizure;;;;;
7.793.913;3254;1535126093,50;10:54:53,50;813,5;0;nonseizure;;;;;
7.775.980;3255;1535126093,75;10:54:53,75;813,75;0;nonseizure;;;;;
7.769.576;3256;1535126094,00;10:54:54,00;814;0;nonseizure;;;;;
7.751.642;3257;1535126094,25;10:54:54,25;814,25;0;nonseizure;;;;;
7.746.519;3258;1535126094,50;10:54:54,50;814,5;0;nonseizure;;;;;
7.747.799;3259;1535126094,75;10:54:54,75;814,75;0;nonseizure;;;;;
7.722.180;3260;1535126095,00;10:54:55,00;815;0;nonseizure;;;;;
7.715.776;3261;1535126095,25;10:54:55,25;815,25;0;nonseizure;;;;;
7.706.809;3262;1535126095,50;10:54:55,50;815,5;0;nonseizure;;;;;
7.700.404;3263;1535126095,75;10:54:55,75;815,75;0;nonseizure;;;;;
7.713.214;3264;1535126096,00;10:54:56,00;816;0;nonseizure;;;;;
7.759.328;3265;1535126096,25;10:54:56,25;816,25;0;nonseizure;;;;;
7.884.861;3266;1535126096,50;10:54:56,50;816,5;0;nonseizure;;;;;
8.046.260;3267;1535126096,75;10:54:56,75;816,75;0;nonseizure;;;;;
8.162.826;3268;1535126097,00;10:54:57,00;817;0;nonseizure;;;;;
8.197.412;3269;1535126097,25;10:54:57,25;817,25;0;nonseizure;;;;;
8.188.444;3270;1535126097,50;10:54:57,50;817,5;0;nonseizure;;;;;
8.132.083;3271;1535126097,75;10:54:57,75;817,75;0;nonseizure;;;;;
8.064.193;3272;1535126098,00;10:54:58,00;818;0;nonseizure;;;;;
7.998.865;3273;1535126098,25;10:54:58,25;818,25;0;nonseizure;;;;;
7.939.941;3274;1535126098,50;10:54:58,50;818,5;0;nonseizure;;;;;
7.905.355;3275;1535126098,75;10:54:58,75;818,75;0;nonseizure;;;;;
7.983.493;3276;1535126099,00;10:54:59,00;819;0;nonseizure;;;;;
8.129.521;3277;1535126099,25;10:54:59,25;819,25;0;nonseizure;;;;;
8.252.492;3278;1535126099,50;10:54:59,50;819,5;0;nonseizure;;;;;
8.306.292;3279;1535126099,75;10:54:59,75;819,75;0;nonseizure;;;;;
8.302.448;3280;1535126100,00;10:55:00,00;820;0;nonseizure;;;;;
8.240.963;3281;1535126100,25;10:55:00,25;820,25;0;nonseizure;;;;;
8.173.073;3282;1535126100,50;10:55:00,50;820,5;0;nonseizure;;;;;
8.091.093;3283;1535126100,75;10:55:00,75;820,75;0;nonseizure;;;;;
8.019.360;3284;1535126101,00;10:55:01,00;821;0;nonseizure;;;;;
8.025.764;3285;1535126101,25;10:55:01,25;821,25;0;nonseizure;;;;;
8.215.344;3286;1535126101,50;10:55:01,50;821,5;0;nonseizure;;;;;
8.415.172;3287;1535126101,75;10:55:01,75;821,75;0;nonseizure;;;;;
8.508.681;3288;1535126102,00;10:55:02,00;822;0;nonseizure;;;;;
8.579.070;3289;1535126102,25;10:55:02,25;822,25;0;nonseizure;;;;;
8.515.023;3290;1535126102,50;10:55:02,50;822,5;0;nonseizure;;;;;
8.402.300;3291;1535126102,75;10:55:02,75;822,75;0;nonseizure;;;;;
8.284.452;3292;1535126103,00;10:55:03,00;823;0;nonseizure;;;;;
8.156.359;3293;1535126103,25;10:55:03,25;823,25;0;nonseizure;;;;;
8.056.444;3294;1535126103,50;10:55:03,50;823,5;0;nonseizure;;;;;
7.982.150;3295;1535126103,75;10:55:03,75;823,75;0;nonseizure;;;;;
7.937.316;3296;1535126104,00;10:55:04,00;824;0;nonseizure;;;;;
7.900.169;3297;1535126104,25;10:55:04,25;824,25;0;nonseizure;;;;;
7.869.489;3298;1535126104,50;10:55:04,50;824,5;0;nonseizure;;;;;
7.852.837;3299;1535126104,75;10:55:04,75;824,75;0;nonseizure;;;;;
7.848.994;3300;1535126105,00;10:55:05,00;825;0;nonseizure;;;;;
7.823.375;3301;1535126105,25;10:55:05,25;825,25;0;nonseizure;;;;;
7.831.061;3302;1535126105,50;10:55:05,50;825,5;0;nonseizure;;;;;
7.929.694;3303;1535126105,75;10:55:05,75;825,75;0;nonseizure;;;;;
8.060.350;3304;1535126106,00;10:55:06,00;826;0;nonseizure;;;;;
8.144.893;3305;1535126106,25;10:55:06,25;826,25;0;nonseizure;;;;;
8.169.230;3306;1535126106,50;10:55:06,50;826,5;0;nonseizure;;;;;
8.138.488;3307;1535126106,75;10:55:06,75;826,75;0;nonseizure;;;;;
8.089.811;3308;1535126107,00;10:55:07,00;827;0;nonseizure;;;;;
8.083.407;3309;1535126107,25;10:55:07,25;827,25;0;nonseizure;;;;;
8.106.464;3310;1535126107,50;10:55:07,50;827,5;0;nonseizure;;;;;
8.105.184;3311;1535126107,75;10:55:07,75;827,75;0;nonseizure;;;;;
8.080.845;3312;1535126108,00;10:55:08,00;828;0;nonseizure;;;;;
8.044.979;3313;1535126108,25;10:55:08,25;828,25;0;nonseizure;;;;;
8.003.988;3314;1535126108,50;10:55:08,50;828,5;0;nonseizure;;;;;
7.934.817;3315;1535126108,75;10:55:08,75;828,75;0;nonseizure;;;;;
7.898.951;3316;1535126109,00;10:55:09,00;829;0;nonseizure;;;;;
7.865.646;3317;1535126109,25;10:55:09,25;829,25;0;nonseizure;;;;;
7.834.904;3318;1535126109,50;10:55:09,50;829,5;0;nonseizure;;;;;
7.814.409;3319;1535126109,75;10:55:09,75;829,75;0;nonseizure;;;;;
7.802.880;3320;1535126110,00;10:55:10,00;830;0;nonseizure;;;;;
7.781.104;3321;1535126110,25;10:55:10,25;830,25;0;nonseizure;;;;;
7.774.699;3322;1535126110,50;10:55:10,50;830,5;0;nonseizure;;;;;
7.770.856;3323;1535126110,75;10:55:10,75;830,75;0;nonseizure;;;;;
7.761.890;3324;1535126111,00;10:55:11,00;831;0;nonseizure;;;;;
7.747.799;3325;1535126111,25;10:55:11,25;831,25;0;nonseizure;;;;;
7.743.957;3326;1535126111,50;10:55:11,50;831,5;0;nonseizure;;;;;
7.740.114;3327;1535126111,75;10:55:11,75;831,75;0;nonseizure;;;;;
7.729.866;3328;1535126112,00;10:55:12,00;832;0;nonseizure;;;;;
7.719.619;3329;1535126112,25;10:55:12,25;832,25;0;nonseizure;;;;;
7.704.247;3330;1535126112,50;10:55:12,50;832,5;0;nonseizure;;;;;
7.696.561;3331;1535126112,75;10:55:12,75;832,75;0;nonseizure;;;;;
7.702.966;3332;1535126113,00;10:55:13,00;833;0;nonseizure;;;;;
7.686.314;3333;1535126113,25;10:55:13,25;833,25;0;nonseizure;;;;;
7.685.033;3334;1535126113,50;10:55:13,50;833,5;0;nonseizure;;;;;
7.687.595;3335;1535126113,75;10:55:13,75;833,75;0;nonseizure;;;;;
7.696.561;3336;1535126114,00;10:55:14,00;834;0;nonseizure;;;;;
7.710.652;3337;1535126114,25;10:55:14,25;834,25;0;nonseizure;;;;;
7.829.780;3338;1535126114,50;10:55:14,50;834,5;0;nonseizure;;;;;
8.068.036;3339;1535126114,75;10:55:14,75;834,75;0;nonseizure;;;;;
8.297.325;3340;1535126115,00;10:55:15,00;835;0;nonseizure;;;;;
8.429.262;3341;1535126115,25;10:55:15,25;835,25;0;nonseizure;;;;;
8.479.156;3342;1535126115,50;10:55:15,50;835,5;0;nonseizure;;;;;
8.427.918;3343;1535126115,75;10:55:15,75;835,75;0;nonseizure;;;;;
8.336.971;3344;1535126116,00;10:55:16,00;836;0;nonseizure;;;;;
8.233.215;3345;1535126116,25;10:55:16,25;836,25;0;nonseizure;;;;;
8.153.796;3346;1535126116,50;10:55:16,50;836,5;0;nonseizure;;;;;
8.074.378;3347;1535126116,75;10:55:16,75;836,75;0;nonseizure;;;;;
8.007.769;3348;1535126117,00;10:55:17,00;837;0;nonseizure;;;;;
7.952.688;3349;1535126117,25;10:55:17,25;837,25;0;nonseizure;;;;;
7.911.698;3350;1535126117,50;10:55:17,50;837,5;0;nonseizure;;;;;
7.978.370;3351;1535126117,75;10:55:17,75;837,75;0;nonseizure;;;;;
8.189.726;3352;1535126118,00;10:55:18,00;838;0;nonseizure;;;;;
8.413.891;3353;1535126118,25;10:55:18,25;838,25;0;nonseizure;;;;;
8.499.714;3354;1535126118,50;10:55:18,50;838,5;0;nonseizure;;;;;
8.563.699;3355;1535126118,75;10:55:18,75;838,75;0;nonseizure;;;;;
8.539.361;3356;1535126119,00;10:55:19,00;839;0;nonseizure;;;;;
8.503.494;3357;1535126119,25;10:55:19,25;839,25;0;nonseizure;;;;;
8.444.571;3358;1535126119,50;10:55:19,50;839,5;0;nonseizure;;;;;
8.344.657;3359;1535126119,75;10:55:19,75;839,75;0;nonseizure;;;;;
8.251.148;3360;1535126120,00;10:55:20,00;840;0;nonseizure;;;;;
8.164.044;3361;1535126120,25;10:55:20,25;840,25;0;nonseizure;;;;;
8.094.872;3362;1535126120,50;10:55:20,50;840,5;0;nonseizure;;;;;
8.011.611;3363;1535126120,75;10:55:20,75;840,75;0;nonseizure;;;;;
7.953.969;3364;1535126121,00;10:55:21,00;841;0;nonseizure;;;;;
7.909.136;3365;1535126121,25;10:55:21,25;841,25;0;nonseizure;;;;;
7.874.613;3366;1535126121,50;10:55:21,50;841,5;0;nonseizure;;;;;
7.850.275;3367;1535126121,75;10:55:21,75;841,75;0;nonseizure;;;;;
7.831.061;3368;1535126122,00;10:55:22,00;842;0;nonseizure;;;;;
7.810.565;3369;1535126122,25;10:55:22,25;842,25;0;nonseizure;;;;;
7.799.037;3370;1535126122,50;10:55:22,50;842,5;0;nonseizure;;;;;
7.787.508;3371;1535126122,75;10:55:22,75;842,75;0;nonseizure;;;;;
7.788.790;3372;1535126123,00;10:55:23,00;843;0;nonseizure;;;;;
7.805.442;3373;1535126123,25;10:55:23,25;843,25;0;nonseizure;;;;;
7.819.532;3374;1535126123,50;10:55:23,50;843,5;0;nonseizure;;;;;
7.870.770;3375;1535126123,75;10:55:23,75;843,75;0;nonseizure;;;;;
7.988.617;3376;1535126124,00;10:55:24,00;844;0;nonseizure;;;;;
8.079.564;3377;1535126124,25;10:55:24,25;844,25;0;nonseizure;;;;;
8.134.645;3378;1535126124,50;10:55:24,50;844,5;0;nonseizure;;;;;
8.110.307;3379;1535126124,75;10:55:24,75;844,75;0;nonseizure;;;;;
8.077.003;3380;1535126125,00;10:55:25,00;845;0;nonseizure;;;;;
8.027.045;3381;1535126125,25;10:55:25,25;845,25;0;nonseizure;;;;;
7.956.594;3382;1535126125,50;10:55:25,50;845,5;0;nonseizure;;;;;
7.902.794;3383;1535126125,75;10:55:25,75;845,75;0;nonseizure;;;;;
7.860.523;3384;1535126126,00;10:55:26,00;846;0;nonseizure;;;;;
7.834.904;3385;1535126126,25;10:55:26,25;846,25;0;nonseizure;;;;;
7.802.880;3386;1535126126,50;10:55:26,50;846,5;0;nonseizure;;;;;
7.795.194;3387;1535126126,75;10:55:26,75;846,75;0;nonseizure;;;;;
7.792.633;3388;1535126127,00;10:55:27,00;847;0;nonseizure;;;;;
7.788.790;3389;1535126127,25;10:55:27,25;847,25;0;nonseizure;;;;;
7.783.666;3390;1535126127,50;10:55:27,50;847,5;0;nonseizure;;;;;
7.781.104;3391;1535126127,75;10:55:27,75;847,75;0;nonseizure;;;;;
7.758.047;3392;1535126128,00;10:55:28,00;848;0;nonseizure;;;;;
7.747.799;3393;1535126128,25;10:55:28,25;848,25;0;nonseizure;;;;;
7.737.552;3394;1535126128,50;10:55:28,50;848,5;0;nonseizure;;;;;
7.722.180;3395;1535126128,75;10:55:28,75;848,75;0;nonseizure;;;;;
7.714.495;3396;1535126129,00;10:55:29,00;849;0;nonseizure;;;;;
7.706.809;3397;1535126129,25;10:55:29,25;849,25;0;nonseizure;;;;;
7.696.561;3398;1535126129,50;10:55:29,50;849,5;0;nonseizure;;;;;
7.701.685;3399;1535126129,75;10:55:29,75;849,75;0;nonseizure;;;;;
7.722.180;3400;1535126130,00;10:55:30,00;850;0;nonseizure;;;;;
7.734.990;3401;1535126130,25;10:55:30,25;850,25;0;nonseizure;;;;;
7.759.328;3402;1535126130,50;10:55:30,50;850,5;0;nonseizure;;;;;
7.852.837;3403;1535126130,75;10:55:30,75;850,75;0;nonseizure;;;;;
7.995.022;3404;1535126131,00;10:55:31,00;851;0;nonseizure;;;;;
8.105.184;3405;1535126131,25;10:55:31,25;851,25;0;nonseizure;;;;;
8.135.926;3406;1535126131,50;10:55:31,50;851,5;0;nonseizure;;;;;
8.119.273;3407;1535126131,75;10:55:31,75;851,75;0;nonseizure;;;;;
8.064.193;3408;1535126132,00;10:55:32,00;852;0;nonseizure;;;;;
8.007.832;3409;1535126132,25;10:55:32,25;852,25;0;nonseizure;;;;;
7.946.346;3410;1535126132,50;10:55:32,50;852,5;0;nonseizure;;;;;
7.889.984;3411;1535126132,75;10:55:32,75;852,75;0;nonseizure;;;;;
7.847.713;3412;1535126133,00;10:55:33,00;853;0;nonseizure;;;;;
7.816.970;3413;1535126133,25;10:55:33,25;853,25;0;nonseizure;;;;;
7.804.161;3414;1535126133,50;10:55:33,50;853,5;0;nonseizure;;;;;
7.796.475;3415;1535126133,75;10:55:33,75;853,75;0;nonseizure;;;;;
7.784.947;3416;1535126134,00;10:55:34,00;854;0;nonseizure;;;;;
7.768.294;3417;1535126134,25;10:55:34,25;854,25;0;nonseizure;;;;;
7.755.485;3418;1535126134,50;10:55:34,50;854,5;0;nonseizure;;;;;
7.756.766;3419;1535126134,75;10:55:34,75;854,75;0;nonseizure;;;;;
7.731.147;3420;1535126135,00;10:55:35,00;855;0;nonseizure;;;;;
7.729.866;3421;1535126135,25;10:55:35,25;855,25;0;nonseizure;;;;;
7.724.742;3422;1535126135,50;10:55:35,50;855,5;0;nonseizure;;;;;
7.715.776;3423;1535126135,75;10:55:35,75;855,75;0;nonseizure;;;;;
7.713.214;3424;1535126136,00;10:55:36,00;856;0;nonseizure;;;;;
7.699.123;3425;1535126136,25;10:55:36,25;856,25;0;nonseizure;;;;;
7.691.438;3426;1535126136,50;10:55:36,50;856,5;0;nonseizure;;;;;
7.688.876;3427;1535126136,75;10:55:36,75;856,75;0;nonseizure;;;;;
7.690.157;3428;1535126137,00;10:55:37,00;857;0;nonseizure;;;;;
7.679.909;3429;1535126137,25;10:55:37,25;857,25;0;nonseizure;;;;;
7.673.504;3430;1535126137,50;10:55:37,50;857,5;0;nonseizure;;;;;
7.668.381;3431;1535126137,75;10:55:37,75;857,75;0;nonseizure;;;;;
7.664.538;3432;1535126138,00;10:55:38,00;858;0;nonseizure;;;;;
7.696.561;3433;1535126138,25;10:55:38,25;858,25;0;nonseizure;;;;;
7.810.565;3434;1535126138,50;10:55:38,50;858,5;0;nonseizure;;;;;
7.932.256;3435;1535126138,75;10:55:38,75;858,75;0;nonseizure;;;;;
8.028.326;3436;1535126139,00;10:55:39,00;859;0;nonseizure;;;;;
8.100.060;3437;1535126139,25;10:55:39,25;859,25;0;nonseizure;;;;;
8.116.712;3438;1535126139,50;10:55:39,50;859,5;0;nonseizure;;;;;
8.084.688;3439;1535126139,75;10:55:39,75;859,75;0;nonseizure;;;;;
8.033.450;3440;1535126140,00;10:55:40,00;860;0;nonseizure;;;;;
7.975.808;3441;1535126140,25;10:55:40,25;860,25;0;nonseizure;;;;;
7.945.065;3442;1535126140,50;10:55:40,50;860,5;0;nonseizure;;;;;
7.906.637;3443;1535126140,75;10:55:40,75;860,75;0;nonseizure;;;;;
7.865.646;3444;1535126141,00;10:55:41,00;861;0;nonseizure;;;;;
7.845.151;3445;1535126141,25;10:55:41,25;861,25;0;nonseizure;;;;;
