1.535.125.280;[sample number];[timestamp per row];[timestamp from unix to excel friendly with timezone offset];[second];[binomial];[label];;FECHA Y HORA INICIAL;;;
7.509.965;2050;1535125792,50;10:49:52,50;512,5;0;nonseizure;;;;;
7.476.660;2051;1535125792,75;10:49:52,75;512,75;0;nonseizure;;;;;
7.445.918;2052;1535125793,00;10:49:53,00;513;0;nonseizure;;;;;
7.431.828;2053;1535125793,25;10:49:53,25;513,25;0;nonseizure;;;;;
7.506.122;2054;1535125793,50;10:49:53,50;513,5;0;nonseizure;;;;;
7.655.993;2055;1535125793,75;10:49:53,75;513,75;0;nonseizure;;;;;
7.781.526;2056;1535125794,00;10:49:54,00;514;0;nonseizure;;;;;
7.860.944;2057;1535125794,25;10:49:54,25;514,25;0;nonseizure;;;;;
7.907.058;2058;1535125794,50;10:49:54,50;514,5;0;nonseizure;;;;;
7.912.182;2059;1535125794,75;10:49:54,75;514,75;0;nonseizure;;;;;
7.860.944;2060;1535125795,00;10:49:55,00;515;0;nonseizure;;;;;
7.799.459;2061;1535125795,25;10:49:55,25;515,25;0;nonseizure;;;;;
7.730.288;2062;1535125795,50;10:49:55,50;515,5;0;nonseizure;;;;;
7.668.802;2063;1535125795,75;10:49:55,75;515,75;0;nonseizure;;;;;
7.618.845;2064;1535125796,00;10:49:56,00;516;0;nonseizure;;;;;
7.576.574;2065;1535125796,25;10:49:56,25;516,25;0;nonseizure;;;;;
7.538.146;2066;1535125796,50;10:49:56,50;516,5;0;nonseizure;;;;;
7.513.808;2067;1535125796,75;10:49:56,75;516,75;0;nonseizure;;;;;
7.495.874;2068;1535125797,00;10:49:57,00;517;0;nonseizure;;;;;
7.486.908;2069;1535125797,25;10:49:57,25;517,25;0;nonseizure;;;;;
7.463.851;2070;1535125797,50;10:49:57,50;517,5;0;nonseizure;;;;;
7.452.322;2071;1535125797,75;10:49:57,75;517,75;0;nonseizure;;;;;
7.433.108;2072;1535125798,00;10:49:58,00;518;0;nonseizure;;;;;
7.416.456;2073;1535125798,25;10:49:58,25;518,25;0;nonseizure;;;;;
7.422.861;2074;1535125798,50;10:49:58,50;518,5;0;nonseizure;;;;;
7.463.851;2075;1535125798,75;10:49:58,75;518,75;0;nonseizure;;;;;
7.506.122;2076;1535125799,00;10:49:59,00;519;0;nonseizure;;;;;
7.557.360;2077;1535125799,25;10:49:59,25;519,25;0;nonseizure;;;;;
7.568.889;2078;1535125799,50;10:49:59,50;519,5;0;nonseizure;;;;;
7.567.607;2079;1535125799,75;10:49:59,75;519,75;0;nonseizure;;;;;
7.544.550;2080;1535125800,00;10:50:00,00;520;0;nonseizure;;;;;
7.543.270;2081;1535125800,25;10:50:00,25;520,25;0;nonseizure;;;;;
7.584.260;2082;1535125800,50;10:50:00,50;520,5;0;nonseizure;;;;;
7.615.003;2083;1535125800,75;10:50:00,75;520,75;0;nonseizure;;;;;
7.616.283;2084;1535125801,00;10:50:01,00;521;0;nonseizure;;;;;
7.597.069;2085;1535125801,25;10:50:01,25;521,25;0;nonseizure;;;;;
7.584.260;2086;1535125801,50;10:50:01,50;521,5;0;nonseizure;;;;;
7.561.203;2087;1535125801,75;10:50:01,75;521,75;0;nonseizure;;;;;
7.531.741;2088;1535125802,00;10:50:02,00;522;0;nonseizure;;;;;
7.500.998;2089;1535125802,25;10:50:02,25;522,25;0;nonseizure;;;;;
7.477.942;2090;1535125802,50;10:50:02,50;522,5;0;nonseizure;;;;;
7.451.042;2091;1535125802,75;10:50:02,75;522,75;0;nonseizure;;;;;
7.430.546;2092;1535125803,00;10:50:03,00;523;0;nonseizure;;;;;
7.411.332;2093;1535125803,25;10:50:03,25;523,25;0;nonseizure;;;;;
7.399.804;2094;1535125803,50;10:50:03,50;523,5;0;nonseizure;;;;;
7.390.837;2095;1535125803,75;10:50:03,75;523,75;0;nonseizure;;;;;
7.404.927;2096;1535125804,00;10:50:04,00;524;0;nonseizure;;;;;
7.411.332;2097;1535125804,25;10:50:04,25;524,25;0;nonseizure;;;;;
7.411.332;2098;1535125804,50;10:50:04,50;524,5;0;nonseizure;;;;;
7.407.489;2099;1535125804,75;10:50:04,75;524,75;0;nonseizure;;;;;
7.388.275;2100;1535125805,00;10:50:05,00;525;0;nonseizure;;;;;
7.367.780;2101;1535125805,25;10:50:05,25;525,25;0;nonseizure;;;;;
7.347.285;2102;1535125805,50;10:50:05,50;525,5;0;nonseizure;;;;;
7.329.352;2103;1535125805,75;10:50:05,75;525,75;0;nonseizure;;;;;
7.320.385;2104;1535125806,00;10:50:06,00;526;0;nonseizure;;;;;
7.298.609;2105;1535125806,25;10:50:06,25;526,25;0;nonseizure;;;;;
7.284.519;2106;1535125806,50;10:50:06,50;526,5;0;nonseizure;;;;;
7.278.114;2107;1535125806,75;10:50:06,75;526,75;0;nonseizure;;;;;
7.265.305;2108;1535125807,00;10:50:07,00;527;0;nonseizure;;;;;
7.257.619;2109;1535125807,25;10:50:07,25;527,25;0;nonseizure;;;;;
7.252.495;2110;1535125807,50;10:50:07,50;527,5;0;nonseizure;;;;;
7.246.090;2111;1535125807,75;10:50:07,75;527,75;0;nonseizure;;;;;
7.238.405;2112;1535125808,00;10:50:08,00;528;0;nonseizure;;;;;
7.230.719;2113;1535125808,25;10:50:08,25;528,25;0;nonseizure;;;;;
7.211.505;2114;1535125808,50;10:50:08,50;528,5;0;nonseizure;;;;;
7.210.224;2115;1535125808,75;10:50:08,75;528,75;0;nonseizure;;;;;
7.198.695;2116;1535125809,00;10:50:09,00;529;0;nonseizure;;;;;
7.182.043;2117;1535125809,25;10:50:09,25;529,25;0;nonseizure;;;;;
7.176.919;2118;1535125809,50;10:50:09,50;529,5;0;nonseizure;;;;;
7.171.795;2119;1535125809,75;10:50:09,75;529,75;0;nonseizure;;;;;
7.158.986;2120;1535125810,00;10:50:10,00;530;0;nonseizure;;;;;
7.143.615;2121;1535125810,25;10:50:10,25;530,25;0;nonseizure;;;;;
7.142.334;2122;1535125810,50;10:50:10,50;530,5;0;nonseizure;;;;;
7.132.086;2123;1535125810,75;10:50:10,75;530,75;0;nonseizure;;;;;
7.120.558;2124;1535125811,00;10:50:11,00;531;0;nonseizure;;;;;
7.106.467;2125;1535125811,25;10:50:11,25;531,25;0;nonseizure;;;;;
7.109.029;2126;1535125811,50;10:50:11,50;531,5;0;nonseizure;;;;;
7.102.624;2127;1535125811,75;10:50:11,75;531,75;0;nonseizure;;;;;
7.105.186;2128;1535125812,00;10:50:12,00;532;0;nonseizure;;;;;
7.096.220;2129;1535125812,25;10:50:12,25;532,25;0;nonseizure;;;;;
7.092.377;2130;1535125812,50;10:50:12,50;532,5;0;nonseizure;;;;;
7.087.253;2131;1535125812,75;10:50:12,75;532,75;0;nonseizure;;;;;
7.082.129;2132;1535125813,00;10:50:13,00;533;0;nonseizure;;;;;
7.069.320;2133;1535125813,25;10:50:13,25;533,25;0;nonseizure;;;;;
7.059.072;2134;1535125813,50;10:50:13,50;533,5;0;nonseizure;;;;;
7.047.544;2135;1535125813,75;10:50:13,75;533,75;0;nonseizure;;;;;
7.038.577;2136;1535125814,00;10:50:14,00;534;0;nonseizure;;;;;
7.032.172;2137;1535125814,25;10:50:14,25;534,25;0;nonseizure;;;;;
7.024.487;2138;1535125814,50;10:50:14,50;534,5;0;nonseizure;;;;;
7.033.453;2139;1535125814,75;10:50:14,75;534,75;0;nonseizure;;;;;
7.064.196;2140;1535125815,00;10:50:15,00;535;0;nonseizure;;;;;
7.080.848;2141;1535125815,25;10:50:15,25;535,25;0;nonseizure;;;;;
7.083.410;2142;1535125815,50;10:50:15,50;535,5;0;nonseizure;;;;;
7.088.534;2143;1535125815,75;10:50:15,75;535,75;0;nonseizure;;;;;
7.075.725;2144;1535125816,00;10:50:16,00;536;0;nonseizure;;;;;
7.074.443;2145;1535125816,25;10:50:16,25;536,25;0;nonseizure;;;;;
7.070.601;2146;1535125816,50;10:50:16,50;536,5;0;nonseizure;;;;;
7.065.477;2147;1535125816,75;10:50:16,75;536,75;0;nonseizure;;;;;
7.060.353;2148;1535125817,00;10:50:17,00;537;0;nonseizure;;;;;
7.047.544;2149;1535125817,25;10:50:17,25;537,25;0;nonseizure;;;;;
7.042.420;2150;1535125817,50;10:50:17,50;537,5;0;nonseizure;;;;;
7.032.172;2151;1535125817,75;10:50:17,75;537,75;0;nonseizure;;;;;
7.019.363;2152;1535125818,00;10:50:18,00;538;0;nonseizure;;;;;
7.014.239;2153;1535125818,25;10:50:18,25;538,25;0;nonseizure;;;;;
7.001.430;2154;1535125818,50;10:50:18,50;538,5;0;nonseizure;;;;;
6.996.306;2155;1535125818,75;10:50:18,75;538,75;0;nonseizure;;;;;
6.987.339;2156;1535125819,00;10:50:19,00;539;0;nonseizure;;;;;
6.978.373;2157;1535125819,25;10:50:19,25;539,25;0;nonseizure;;;;;
6.973.249;2158;1535125819,50;10:50:19,50;539,5;0;nonseizure;;;;;
6.980.935;2159;1535125819,75;10:50:19,75;539,75;0;nonseizure;;;;;
6.957.878;2160;1535125820,00;10:50:20,00;540;0;nonseizure;;;;;
6.955.316;2161;1535125820,25;10:50:20,25;540,25;0;nonseizure;;;;;
6.964.282;2162;1535125820,50;10:50:20,50;540,5;0;nonseizure;;;;;
6.954.035;2163;1535125820,75;10:50:20,75;540,75;0;nonseizure;;;;;
6.945.068;2164;1535125821,00;10:50:21,00;541;0;nonseizure;;;;;
6.941.225;2165;1535125821,25;10:50:21,25;541,25;0;nonseizure;;;;;
6.950.192;2166;1535125821,50;10:50:21,50;541,5;0;nonseizure;;;;;
6.960.439;2167;1535125821,75;10:50:21,75;541,75;0;nonseizure;;;;;
6.982.215;2168;1535125822,00;10:50:22,00;542;0;nonseizure;;;;;
6.971.968;2169;1535125822,25;10:50:22,25;542,25;0;nonseizure;;;;;
6.969.406;2170;1535125822,50;10:50:22,50;542,5;0;nonseizure;;;;;
6.950.192;2171;1535125822,75;10:50:22,75;542,75;0;nonseizure;;;;;
6.932.259;2172;1535125823,00;10:50:23,00;543;0;nonseizure;;;;;
6.923.642;2173;1535125823,25;10:50:23,25;543,25;0;nonseizure;;;;;
6.915.956;2174;1535125823,50;10:50:23,50;543,5;0;nonseizure;;;;;
6.898.023;2175;1535125823,75;10:50:23,75;543,75;0;nonseizure;;;;;
6.894.180;2176;1535125824,00;10:50:24,00;544;0;nonseizure;;;;;
6.892.900;2177;1535125824,25;10:50:24,25;544,25;0;nonseizure;;;;;
6.887.776;2178;1535125824,50;10:50:24,50;544,5;0;nonseizure;;;;;
6.889.057;2179;1535125824,75;10:50:24,75;544,75;0;nonseizure;;;;;
6.889.057;2180;1535125825,00;10:50:25,00;545;0;nonseizure;;;;;
6.880.090;2181;1535125825,25;10:50:25,25;545,25;0;nonseizure;;;;;
6.874.966;2182;1535125825,50;10:50:25,50;545,5;0;nonseizure;;;;;
6.860.876;2183;1535125825,75;10:50:25,75;545,75;0;nonseizure;;;;;
6.858.314;2184;1535125826,00;10:50:26,00;546;0;nonseizure;;;;;
6.872.405;2185;1535125826,25;10:50:26,25;546,25;0;nonseizure;;;;;
6.950.542;2186;1535125826,50;10:50:26,50;546,5;0;nonseizure;;;;;
7.082.479;2187;1535125826,75;10:50:26,75;546,75;0;nonseizure;;;;;
7.204.169;2188;1535125827,00;10:50:27,00;547;0;nonseizure;;;;;
7.281.026;2189;1535125827,25;10:50:27,25;547,25;0;nonseizure;;;;;
7.322.016;2190;1535125827,50;10:50:27,50;547,5;0;nonseizure;;;;;
7.325.859;2191;1535125827,75;10:50:27,75;547,75;0;nonseizure;;;;;
7.300.240;2192;1535125828,00;10:50:28,00;548;0;nonseizure;;;;;
7.260.531;2193;1535125828,25;10:50:28,25;548,25;0;nonseizure;;;;;
7.215.698;2194;1535125828,50;10:50:28,50;548,5;0;nonseizure;;;;;
7.187.517;2195;1535125828,75;10:50:28,75;548,75;0;nonseizure;;;;;
7.190.079;2196;1535125829,00;10:50:29,00;549;0;nonseizure;;;;;
7.261.812;2197;1535125829,25;10:50:29,25;549,25;0;nonseizure;;;;;
7.373.254;2198;1535125829,50;10:50:29,50;549,5;0;nonseizure;;;;;
7.450.111;2199;1535125829,75;10:50:29,75;549,75;0;nonseizure;;;;;
7.518.931;2200;1535125830,00;10:50:30,00;550;0;nonseizure;;;;;
7.529.179;2201;1535125830,25;10:50:30,25;550,25;0;nonseizure;;;;;
7.540.708;2202;1535125830,50;10:50:30,50;550,5;0;nonseizure;;;;;
7.535.584;2203;1535125830,75;10:50:30,75;550,75;0;nonseizure;;;;;
7.507.403;2204;1535125831,00;10:50:31,00;551;0;nonseizure;;;;;
7.463.851;2205;1535125831,25;10:50:31,25;551,25;0;nonseizure;;;;;
7.415.175;2206;1535125831,50;10:50:31,50;551,5;0;nonseizure;;;;;
7.370.342;2207;1535125831,75;10:50:31,75;551,75;0;nonseizure;;;;;
7.325.509;2208;1535125832,00;10:50:32,00;552;0;nonseizure;;;;;
7.288.362;2209;1535125832,25;10:50:32,25;552,25;0;nonseizure;;;;;
7.261.462;2210;1535125832,50;10:50:32,50;552,5;0;nonseizure;;;;;
7.238.405;2211;1535125832,75;10:50:32,75;552,75;0;nonseizure;;;;;
7.226.876;2212;1535125833,00;10:50:33,00;553;0;nonseizure;;;;;
7.199.976;2213;1535125833,25;10:50:33,25;553,25;0;nonseizure;;;;;
7.185.886;2214;1535125833,50;10:50:33,50;553,5;0;nonseizure;;;;;
7.166.672;2215;1535125833,75;10:50:33,75;553,75;0;nonseizure;;;;;
7.153.862;2216;1535125834,00;10:50:34,00;554;0;nonseizure;;;;;
7.144.896;2217;1535125834,25;10:50:34,25;554,25;0;nonseizure;;;;;
7.130.805;2218;1535125834,50;10:50:34,50;554,5;0;nonseizure;;;;;
7.121.839;2219;1535125834,75;10:50:34,75;554,75;0;nonseizure;;;;;
7.119.277;2220;1535125835,00;10:50:35,00;555;0;nonseizure;;;;;
7.117.996;2221;1535125835,25;10:50:35,25;555,25;0;nonseizure;;;;;
7.101.344;2222;1535125835,50;10:50:35,50;555,5;0;nonseizure;;;;;
7.089.815;2223;1535125835,75;10:50:35,75;555,75;0;nonseizure;;;;;
7.078.286;2224;1535125836,00;10:50:36,00;556;0;nonseizure;;;;;
7.068.039;2225;1535125836,25;10:50:36,25;556,25;0;nonseizure;;;;;
7.056.510;2226;1535125836,50;10:50:36,50;556,5;0;nonseizure;;;;;
7.046.263;2227;1535125836,75;10:50:36,75;556,75;0;nonseizure;;;;;
7.037.296;2228;1535125837,00;10:50:37,00;557;0;nonseizure;;;;;
7.023.206;2229;1535125837,25;10:50:37,25;557,25;0;nonseizure;;;;;
7.014.239;2230;1535125837,50;10:50:37,50;557,5;0;nonseizure;;;;;
7.011.677;2231;1535125837,75;10:50:37,75;557,75;0;nonseizure;;;;;
6.997.587;2232;1535125838,00;10:50:38,00;558;0;nonseizure;;;;;
6.986.058;2233;1535125838,25;10:50:38,25;558,25;0;nonseizure;;;;;
6.982.215;2234;1535125838,50;10:50:38,50;558,5;0;nonseizure;;;;;
6.995.025;2235;1535125838,75;10:50:38,75;558,75;0;nonseizure;;;;;
7.000.149;2236;1535125839,00;10:50:39,00;559;0;nonseizure;;;;;
6.991.182;2237;1535125839,25;10:50:39,25;559,25;0;nonseizure;;;;;
6.988.620;2238;1535125839,50;10:50:39,50;559,5;0;nonseizure;;;;;
6.989.901;2239;1535125839,75;10:50:39,75;559,75;0;nonseizure;;;;;
6.980.935;2240;1535125840,00;10:50:40,00;560;0;nonseizure;;;;;
6.973.249;2241;1535125840,25;10:50:40,25;560,25;0;nonseizure;;;;;
6.971.968;2242;1535125840,50;10:50:40,50;560,5;0;nonseizure;;;;;
6.956.596;2243;1535125840,75;10:50:40,75;560,75;0;nonseizure;;;;;
6.939.944;2244;1535125841,00;10:50:41,00;561;0;nonseizure;;;;;
6.932.259;2245;1535125841,25;10:50:41,25;561,25;0;nonseizure;;;;;
6.923.642;2246;1535125841,50;10:50:41,50;561,5;0;nonseizure;;;;;
6.914.676;2247;1535125841,75;10:50:41,75;561,75;0;nonseizure;;;;;
6.906.990;2248;1535125842,00;10:50:42,00;562;0;nonseizure;;;;;
6.895.462;2249;1535125842,25;10:50:42,25;562,25;0;nonseizure;;;;;
6.890.337;2250;1535125842,50;10:50:42,50;562,5;0;nonseizure;;;;;
6.880.090;2251;1535125842,75;10:50:42,75;562,75;0;nonseizure;;;;;
6.864.719;2252;1535125843,00;10:50:43,00;563;0;nonseizure;;;;;
6.855.752;2253;1535125843,25;10:50:43,25;563,25;0;nonseizure;;;;;
6.851.909;2254;1535125843,50;10:50:43,50;563,5;0;nonseizure;;;;;
6.841.661;2255;1535125843,75;10:50:43,75;563,75;0;nonseizure;;;;;
6.835.257;2256;1535125844,00;10:50:44,00;564;0;nonseizure;;;;;
6.821.167;2257;1535125844,25;10:50:44,25;564,25;0;nonseizure;;;;;
6.823.729;2258;1535125844,50;10:50:44,50;564,5;0;nonseizure;;;;;
6.809.638;2259;1535125844,75;10:50:44,75;564,75;0;nonseizure;;;;;
6.803.233;2260;1535125845,00;10:50:45,00;565;0;nonseizure;;;;;
6.784.019;2261;1535125845,25;10:50:45,25;565,25;0;nonseizure;;;;;
6.786.581;2262;1535125845,50;10:50:45,50;565,5;0;nonseizure;;;;;
6.789.143;2263;1535125845,75;10:50:45,75;565,75;0;nonseizure;;;;;
6.849.348;2264;1535125846,00;10:50:46,00;566;0;nonseizure;;;;;
6.940.294;2265;1535125846,25;10:50:46,25;566,25;0;nonseizure;;;;;
6.999.218;2266;1535125846,50;10:50:46,50;566,5;0;nonseizure;;;;;
7.037.646;2267;1535125846,75;10:50:46,75;566,75;0;nonseizure;;;;;
7.056.860;2268;1535125847,00;10:50:47,00;567;0;nonseizure;;;;;
7.053.018;2269;1535125847,25;10:50:47,25;567,25;0;nonseizure;;;;;
7.015.870;2270;1535125847,50;10:50:47,50;567,5;0;nonseizure;;;;;
6.976.161;2271;1535125847,75;10:50:47,75;567,75;0;nonseizure;;;;;
6.951.823;2272;1535125848,00;10:50:48,00;568;0;nonseizure;;;;;
6.918.519;2273;1535125848,25;10:50:48,25;568,25;0;nonseizure;;;;;
6.899.304;2274;1535125848,50;10:50:48,50;568,5;0;nonseizure;;;;;
6.889.057;2275;1535125848,75;10:50:48,75;568,75;0;nonseizure;;;;;
6.869.843;2276;1535125849,00;10:50:49,00;569;0;nonseizure;;;;;
6.857.033;2277;1535125849,25;10:50:49,25;569,25;0;nonseizure;;;;;
6.849.348;2278;1535125849,50;10:50:49,50;569,5;0;nonseizure;;;;;
6.846.786;2279;1535125849,75;10:50:49,75;569,75;0;nonseizure;;;;;
6.835.257;2280;1535125850,00;10:50:50,00;570;0;nonseizure;;;;;
6.821.167;2281;1535125850,25;10:50:50,25;570,25;0;nonseizure;;;;;
6.813.481;2282;1535125850,50;10:50:50,50;570,5;0;nonseizure;;;;;
6.800.672;2283;1535125850,75;10:50:50,75;570,75;0;nonseizure;;;;;
6.790.424;2284;1535125851,00;10:50:51,00;571;0;nonseizure;;;;;
6.776.333;2285;1535125851,25;10:50:51,25;571,25;0;nonseizure;;;;;
6.769.929;2286;1535125851,50;10:50:51,50;571,5;0;nonseizure;;;;;
6.767.367;2287;1535125851,75;10:50:51,75;571,75;0;nonseizure;;;;;
6.759.681;2288;1535125852,00;10:50:52,00;572;0;nonseizure;;;;;
6.746.872;2289;1535125852,25;10:50:52,25;572,25;0;nonseizure;;;;;
6.740.467;2290;1535125852,50;10:50:52,50;572,5;0;nonseizure;;;;;
6.735.343;2291;1535125852,75;10:50:52,75;572,75;0;nonseizure;;;;;
6.730.219;2292;1535125853,00;10:50:53,00;573;0;nonseizure;;;;;
6.714.848;2293;1535125853,25;10:50:53,25;573,25;0;nonseizure;;;;;
6.712.286;2294;1535125853,50;10:50:53,50;573,5;0;nonseizure;;;;;
6.711.005;2295;1535125853,75;10:50:53,75;573,75;0;nonseizure;;;;;
6.716.129;2296;1535125854,00;10:50:54,00;574;0;nonseizure;;;;;
6.714.848;2297;1535125854,25;10:50:54,25;574,25;0;nonseizure;;;;;
6.718.691;2298;1535125854,50;10:50:54,50;574,5;0;nonseizure;;;;;
6.712.286;2299;1535125854,75;10:50:54,75;574,75;0;nonseizure;;;;;
6.717.410;2300;1535125855,00;10:50:55,00;575;0;nonseizure;;;;;
6.721.253;2301;1535125855,25;10:50:55,25;575,25;0;nonseizure;;;;;
6.736.624;2302;1535125855,50;10:50:55,50;575,5;0;nonseizure;;;;;
6.732.781;2303;1535125855,75;10:50:55,75;575,75;0;nonseizure;;;;;
6.731.500;2304;1535125856,00;10:50:56,00;576;0;nonseizure;;;;;
6.722.534;2305;1535125856,25;10:50:56,25;576,25;0;nonseizure;;;;;
6.709.724;2306;1535125856,50;10:50:56,50;576,5;0;nonseizure;;;;;
6.699.477;2307;1535125856,75;10:50:56,75;576,75;0;nonseizure;;;;;
6.685.386;2308;1535125857,00;10:50:57,00;577;0;nonseizure;;;;;
6.671.296;2309;1535125857,25;10:50:57,25;577,25;0;nonseizure;;;;;
6.661.048;2310;1535125857,50;10:50:57,50;577,5;0;nonseizure;;;;;
6.653.363;2311;1535125857,75;10:50:57,75;577,75;0;nonseizure;;;;;
6.648.239;2312;1535125858,00;10:50:58,00;578;0;nonseizure;;;;;
6.641.834;2313;1535125858,25;10:50:58,25;578,25;0;nonseizure;;;;;
6.636.711;2314;1535125858,50;10:50:58,50;578,5;0;nonseizure;;;;;
6.625.182;2315;1535125858,75;10:50:58,75;578,75;0;nonseizure;;;;;
6.622.620;2316;1535125859,00;10:50:59,00;579;0;nonseizure;;;;;
6.608.530;2317;1535125859,25;10:50:59,25;579,25;0;nonseizure;;;;;
6.605.968;2318;1535125859,50;10:50:59,50;579,5;0;nonseizure;;;;;
6.599.563;2319;1535125859,75;10:50:59,75;579,75;0;nonseizure;;;;;
6.594.439;2320;1535125860,00;10:51:00,00;580;0;nonseizure;;;;;
6.590.596;2321;1535125860,25;10:51:00,25;580,25;0;nonseizure;;;;;
6.591.877;2322;1535125860,50;10:51:00,50;580,5;0;nonseizure;;;;;
6.586.753;2323;1535125860,75;10:51:00,75;580,75;0;nonseizure;;;;;
6.589.315;2324;1535125861,00;10:51:01,00;581;0;nonseizure;;;;;
6.641.834;2325;1535125861,25;10:51:01,25;581,25;0;nonseizure;;;;;
6.772.491;2326;1535125861,50;10:51:01,50;581,5;0;nonseizure;;;;;
6.899.304;2327;1535125861,75;10:51:01,75;581,75;0;nonseizure;;;;;
7.006.904;2328;1535125862,00;10:51:02,00;582;0;nonseizure;;;;;
7.079.917;2329;1535125862,25;10:51:02,25;582,25;0;nonseizure;;;;;
7.114.503;2330;1535125862,50;10:51:02,50;582,5;0;nonseizure;;;;;
7.104.256;2331;1535125862,75;10:51:02,75;582,75;0;nonseizure;;;;;
7.078.637;2332;1535125863,00;10:51:03,00;583;0;nonseizure;;;;;
7.017.151;2333;1535125863,25;10:51:03,25;583,25;0;nonseizure;;;;;
6.971.037;2334;1535125863,50;10:51:03,50;583,5;0;nonseizure;;;;;
6.949.261;2335;1535125863,75;10:51:03,75;583,75;0;nonseizure;;;;;
6.905.709;2336;1535125864,00;10:51:04,00;584;0;nonseizure;;;;;
6.880.090;2337;1535125864,25;10:51:04,25;584,25;0;nonseizure;;;;;
6.863.438;2338;1535125864,50;10:51:04,50;584,5;0;nonseizure;;;;;
6.846.786;2339;1535125864,75;10:51:04,75;584,75;0;nonseizure;;;;;
6.833.976;2340;1535125865,00;10:51:05,00;585;0;nonseizure;;;;;
6.818.604;2341;1535125865,25;10:51:05,25;585,25;0;nonseizure;;;;;
6.801.952;2342;1535125865,50;10:51:05,50;585,5;0;nonseizure;;;;;
6.785.300;2343;1535125865,75;10:51:05,75;585,75;0;nonseizure;;;;;
6.772.491;2344;1535125866,00;10:51:06,00;586;0;nonseizure;;;;;
6.763.524;2345;1535125866,25;10:51:06,25;586,25;0;nonseizure;;;;;
6.751.996;2346;1535125866,50;10:51:06,50;586,5;0;nonseizure;;;;;
6.741.748;2347;1535125866,75;10:51:06,75;586,75;0;nonseizure;;;;;
6.744.310;2348;1535125867,00;10:51:07,00;587;0;nonseizure;;;;;
6.760.962;2349;1535125867,25;10:51:07,25;587,25;0;nonseizure;;;;;
6.795.547;2350;1535125867,50;10:51:07,50;587,5;0;nonseizure;;;;;
6.800.672;2351;1535125867,75;10:51:07,75;587,75;0;nonseizure;;;;;
6.807.076;2352;1535125868,00;10:51:08,00;588;0;nonseizure;;;;;
6.801.952;2353;1535125868,25;10:51:08,25;588,25;0;nonseizure;;;;;
6.789.143;2354;1535125868,50;10:51:08,50;588,5;0;nonseizure;;;;;
6.832.695;2355;1535125868,75;10:51:08,75;588,75;0;nonseizure;;;;;
6.918.519;2356;1535125869,00;10:51:09,00;589;0;nonseizure;;;;;
6.994.094;2357;1535125869,25;10:51:09,25;589,25;0;nonseizure;;;;;
7.044.051;2358;1535125869,50;10:51:09,50;589,5;0;nonseizure;;;;;
7.058.141;2359;1535125869,75;10:51:09,75;589,75;0;nonseizure;;;;;
7.046.613;2360;1535125870,00;10:51:10,00;590;0;nonseizure;;;;;
7.003.061;2361;1535125870,25;10:51:10,25;590,25;0;nonseizure;;;;;
6.956.947;2362;1535125870,50;10:51:10,50;590,5;0;nonseizure;;;;;
6.928.766;2363;1535125870,75;10:51:10,75;590,75;0;nonseizure;;;;;
6.882.652;2364;1535125871,00;10:51:11,00;591;0;nonseizure;;;;;
6.853.190;2365;1535125871,25;10:51:11,25;591,25;0;nonseizure;;;;;
6.831.414;2366;1535125871,50;10:51:11,50;591,5;0;nonseizure;;;;;
6.817.324;2367;1535125871,75;10:51:11,75;591,75;0;nonseizure;;;;;
6.804.514;2368;1535125872,00;10:51:12,00;592;0;nonseizure;;;;;
6.832.695;2369;1535125872,25;10:51:12,25;592,25;0;nonseizure;;;;;
6.965.913;2370;1535125872,50;10:51:12,50;592,5;0;nonseizure;;;;;
7.159.336;2371;1535125872,75;10:51:12,75;592,75;0;nonseizure;;;;;
7.327.140;2372;1535125873,00;10:51:13,00;593;0;nonseizure;;;;;
7.405.278;2373;1535125873,25;10:51:13,25;593,25;0;nonseizure;;;;;
7.428.335;2374;1535125873,50;10:51:13,50;593,5;0;nonseizure;;;;;
7.421.580;2375;1535125873,75;10:51:13,75;593,75;0;nonseizure;;;;;
7.349.847;2376;1535125874,00;10:51:14,00;594;0;nonseizure;;;;;
7.269.147;2377;1535125874,25;10:51:14,25;594,25;0;nonseizure;;;;;
7.205.100;2378;1535125874,50;10:51:14,50;594,5;0;nonseizure;;;;;
7.150.019;2379;1535125874,75;10:51:14,75;594,75;0;nonseizure;;;;;
7.102.624;2380;1535125875,00;10:51:15,00;595;0;nonseizure;;;;;
7.069.320;2381;1535125875,25;10:51:15,25;595,25;0;nonseizure;;;;;
7.051.386;2382;1535125875,50;10:51:15,50;595,5;0;nonseizure;;;;;
7.027.049;2383;1535125875,75;10:51:15,75;595,75;0;nonseizure;;;;;
7.006.554;2384;1535125876,00;10:51:16,00;596;0;nonseizure;;;;;
6.989.901;2385;1535125876,25;10:51:16,25;596,25;0;nonseizure;;;;;
6.963.001;2386;1535125876,50;10:51:16,50;596,5;0;nonseizure;;;;;
6.959.158;2387;1535125876,75;10:51:16,75;596,75;0;nonseizure;;;;;
6.927.135;2388;1535125877,00;10:51:17,00;597;0;nonseizure;;;;;
6.921.080;2389;1535125877,25;10:51:17,25;597,25;0;nonseizure;;;;;
7.015.870;2390;1535125877,50;10:51:17,50;597,5;0;nonseizure;;;;;
7.231.069;2391;1535125877,75;10:51:17,75;597,75;0;nonseizure;;;;;
7.439.863;2392;1535125878,00;10:51:18,00;598;0;nonseizure;;;;;
